,gpt4o-mini_vote,gpt4o-mini_voor_l_prob,gpt4o-mini_tegen_lprob
1484,voor,-0.014244837,-10.264245
1485,voor,-0.062029865,-12.68703
1486,voor,-0.008697301,-10.0086975
1487,voor,-0.016069092,-14.516069
1488,voor,-0.07897825,-10.578979
1489,voor,-0.5826928,-0.8326928
1490,voor,-0.06203221,-15.312032
1491,voor,-0.029124632,-3.9041247
1492,voor,-0.014208757,-13.764209
1493,tegen,-12.001381,-0.0013809482
1494,voor,-0.014723498,-5.6397233
1495,voor,-0.13424423,-2.1342442
1496,tegen,-0.8298609,-0.5798609
1497,voor,-0.003267553,-9.753267
1498,tegen,-2.3535695,-0.10356939
1499,tegen,-11.876499,-0.0014989105
1500,voor,-0.0789712,-14.328971
1501,voor,-0.038091864,-13.413092
1502,voor,-0.00980154,-11.884802
1503,voor,-0.016078597,-12.516079
1504,voor,-0.08985318,-3.9648533
1505,tegen,-4.8837204,-0.008720236
1506,voor,-0.0059702694,-12.00597
1507,voor,-0.033699643,-14.4087
1508,voor,-0.2015224,-11.826523
1509,voor,-0.016080355,-13.51608
1510,voor,-0.5818865,-0.8318865
1511,voor,-0.104178876,-2.354179
1512,voor,-0.00412435,-11.379125
1513,voor,-0.0029082967,-9.627909
1514,voor,-0.0052603222,-13.75526
1515,voor,-0.011087555,-14.511087
1516,voor,-0.018214561,-10.643214
1517,voor,-0.034039836,-8.0340395
1518,voor,-0.01607977,-14.26608
1519,voor,-0.0029458476,-9.127946
1520,tegen,-0.7608211,-0.6358211
1521,voor,-0.009712774,-6.8847127
1522,voor,-0.023291944,-13.648292
1523,voor,-0.0053350283,-9.880335
1524,voor,-0.007638329,-13.882638
1525,tegen,-10.375592,-0.0005922324
1526,voor,-0.018197702,-13.143198
1527,voor,-0.048662197,-13.673662
1528,voor,-0.0036408114,-11.378641
1529,voor,-0.07895798,-11.453958
1530,voor,-0.01190494,-7.1369047
1531,voor,-0.0111345975,-6.6361346
1532,voor,-0.06203031,-12.43703
1533,voor,-0.16604507,-1.9160451
1534,voor,-0.009827634,-10.509828
1535,voor,-0.011111136,-10.761111
1536,tegen,-12.500385,-0.0003853902
1537,voor,-0.01422039,-11.13922
1538,voor,-0.078978464,-13.453979
1539,tegen,-3.4123106,-0.037310544
1540,voor,-0.0047372263,-9.379737
1541,voor,-0.07895952,-14.328959
1542,voor,-0.038105525,-15.163106
1543,voor,-0.12701747,-12.252017
1544,voor,-0.0076440135,-13.132644
1545,voor,-0.1607734,-7.7857733
1546,voor,-0.04864539,-12.798645
1547,voor,-0.0620386,-13.062038
1548,voor,-0.023307905,-13.398308
1549,voor,-0.38697323,-13.136973
1550,voor,-0.16030627,-12.785306
1551,voor,-0.038095996,-12.288096
1552,voor,-0.010463808,-5.8854637
1553,voor,-0.006747343,-12.881747
1554,voor,-0.13446705,-2.2594671
1555,voor,-0.100312985,-13.225313
1556,voor,-0.5441871,-0.9191871
1557,voor,-0.004129692,-11.129129
1558,voor,-0.38936117,-1.1393611
1559,voor,-0.012897013,-8.012897
1560,voor,-0.018193604,-14.143193
1561,voor,-0.011097577,-11.511098
1562,voor,-0.0790048,-13.954005
1563,voor,-0.062050257,-14.68705
1564,voor,-0.012575107,-10.762575
1565,voor,-0.007751556,-9.257751
1566,tegen,-5.5054054,-0.0054053385
1567,voor,-0.009955709,-8.884955
1568,voor,-0.008688322,-10.633688
1569,voor,-0.04867628,-10.6736765
1570,voor,-0.005291512,-11.005292
1571,voor,-0.016099477,-10.7661
1572,tegen,-6.2533326,-0.0033327758
1573,voor,-0.014397721,-8.639398
1574,voor,-0.078971416,-14.078972
1575,voor,-0.029793542,-15.154794
1576,voor,-0.048650388,-13.048651
1577,voor,-0.048643116,-14.423643
1578,voor,-0.029806728,-12.404807
1579,voor,-0.10029994,-11.8503
1580,voor,-0.007650165,-12.25765
1581,voor,-0.012550859,-13.762551
1582,voor,-0.014218513,-11.389218
1583,voor,-0.012557328,-12.762557
1584,tegen,-8.878102,-0.003102373
1585,voor,-0.38697743,-13.136977
1586,voor,-0.0049435277,-6.3799434
1587,tegen,-1.0593097,-0.43430972
1588,voor,-0.023321532,-10.773321
1589,tegen,-4.6360345,-0.011034265
1590,tegen,-7.126771,-0.0017710928
1591,voor,-0.16030018,-14.6603
1592,voor,-0.2520537,-12.127053
1593,voor,-0.004675288,-10.754675
1594,voor,-0.12700056,-13.252001
1595,voor,-0.018205546,-11.643206
1596,voor,-0.006762383,-14.0067625
1597,voor,-0.026369043,-11.151369
1598,voor,-0.0036442573,-11.753644
1599,tegen,-5.7545576,-0.0045574615
1600,voor,-0.089087114,-9.8390875
1601,voor,-0.005476721,-7.130477
1602,voor,-0.005287242,-11.130287
1603,voor,-0.0033363372,-9.128336
1604,voor,-0.02637392,-10.776374
1605,voor,-0.007656085,-11.382656
1606,voor,-0.048634827,-11.923635
1607,voor,-0.0126556195,-9.137655
1608,voor,-0.012554391,-13.137554
1609,voor,-0.008657359,-13.133657
1610,voor,-0.06203715,-14.187037
1611,voor,-0.0069668475,-8.506967
1612,voor,-0.012548616,-13.637548
1613,voor,-0.078979135,-11.9539795
1614,voor,-0.018219132,-12.018219
1615,voor,-0.0052796532,-11.88028
1616,voor,-0.009795284,-12.259795
1617,voor,-0.012551094,-14.137551
1618,voor,-0.100302964,-10.100303
1619,voor,-0.0060098525,-7.25601
1620,voor,-0.048690815,-10.048691
1621,voor,-0.014221448,-14.264221
1622,voor,-0.062039386,-11.062039
1623,voor,-0.06205933,-14.937059
1624,voor,-0.06204533,-15.937045
1625,voor,-0.026347794,-12.526348
1626,tegen,-7.501796,-0.001795847
1627,voor,-0.062034573,-11.812035
1628,voor,-0.014260702,-9.76426
1629,voor,-0.07897924,-14.2039795
1630,tegen,-11.375395,-0.00039528406
1631,voor,-0.005274788,-12.630275
1632,voor,-0.02634373,-13.526343
1633,voor,-0.026363704,-11.401363
1634,voor,-0.008703567,-10.008703
1635,voor,-0.026358822,-11.776359
1636,tegen,-7.6275854,-0.0025855277
1637,voor,-0.062053163,-10.312053
1638,voor,-0.02982812,-10.779828
1639,voor,-0.01635739,-8.266357
1640,voor,-0.038124338,-10.788124
1641,tegen,-1.8064787,-0.1814788
1642,voor,-0.005963049,-13.130963
1643,voor,-0.12703152,-12.502031
1644,voor,-0.012577812,-10.512578
1645,voor,-0.07895897,-12.9539585
1646,voor,-0.023303946,-11.648304
1647,voor,-0.0051533505,-6.880153
1648,voor,-0.0086501455,-14.75865
1649,voor,-0.019520888,-6.6445208
1650,voor,-0.0053287433,-10.130329
1651,voor,-0.01421675,-12.014216
1652,voor,-0.03813869,-10.163138
1653,voor,-0.01820695,-11.518207
1654,voor,-0.0076576197,-11.757658
1655,voor,-0.009786901,-13.009787
1656,voor,-0.16031227,-11.535313
1657,voor,-0.026356155,-11.901356
1658,voor,-0.078966565,-11.203966
1659,voor,-0.0110951,-12.386095
1660,voor,-0.018192435,-14.393192
1661,voor,-0.0076603466,-11.00766
1662,voor,-0.16029936,-11.160299
1663,voor,-0.018199693,-13.6432
1664,voor,-0.009803901,-11.509804
1665,voor,-0.0046498957,-14.00465
1666,voor,-0.0065252995,-7.5065255
1667,voor,-0.02329579,-11.398295
1668,voor,-0.0110810725,-14.011081
1669,voor,-0.026833601,-4.7768335
1670,voor,-0.0381629,-9.663163
1671,tegen,-1.7039434,-0.2039434
1672,voor,-0.07895203,-13.953952
1673,voor,-0.0110928565,-11.511093
1674,voor,-0.009795753,-12.134796
1675,voor,-0.038087048,-13.288087
1676,voor,-0.20149483,-12.701495
1677,voor,-0.048641413,-13.798641
1678,voor,-0.011521677,-5.886522
1679,voor,-0.04865561,-14.2986555
1680,voor,-0.062043868,-11.187044
1681,voor,-0.0052661267,-14.380266
1682,voor,-0.10030662,-9.9753065
1683,voor,-0.0181922,-14.268192
1684,voor,-0.1603869,-9.410387
1685,voor,-0.10026577,-13.6002655
1686,voor,-0.026348142,-13.901348
1687,tegen,-10.001125,-0.0011255717
1688,tegen,-10.625839,-0.00083892717
1689,voor,-0.078980014,-14.82898
1690,voor,-0.033698723,-11.408699
1691,voor,-0.009807917,-11.509808
1692,voor,-0.078956544,-14.828957
1693,tegen,-8.875887,-0.0008864454
1694,voor,-0.20152287,-13.076523
1695,voor,-0.029798508,-14.7797985
1696,voor,-0.01109982,-11.2611
1697,voor,-0.018197937,-11.893198
1698,voor,-0.012610547,-9.88761
1699,tegen,-1.6032827,-0.22828265
1700,voor,-0.038099322,-12.038099
1701,voor,-0.12195907,-2.246959
1702,tegen,-4.0349264,-0.034926627
1703,voor,-0.16031663,-14.035316
1704,voor,-0.07895467,-12.078955
1705,voor,-0.062023144,-13.937023
1706,voor,-0.12701693,-12.627017
1707,voor,-0.078983866,-10.828984
1708,voor,-0.029800946,-15.029801
1709,voor,-0.25205138,-12.127051
1710,voor,-0.1603145,-12.410315
1711,voor,-0.007682935,-10.382683
1712,voor,-0.0032145458,-12.503215
1713,tegen,-1.1397064,-0.38970634
1714,voor,-0.009856549,-9.884856
1715,voor,-0.009805198,-14.134805
1716,voor,-0.25204057,-12.752041
1717,voor,-0.01256934,-10.887569
1718,tegen,-6.627863,-0.0028631277
1719,voor,-0.16033694,-10.5353365
1720,voor,-0.020640453,-9.77064
1721,voor,-0.014206757,-13.264207
1722,voor,-0.0068902546,-8.88189
1723,voor,-0.07897792,-10.953978
1724,voor,-0.04866458,-13.048665
1725,voor,-0.029814716,-13.029815
1726,voor,-0.020596778,-12.3955965
1727,voor,-0.026356962,-13.151357
1728,voor,-0.023292763,-14.273293
1729,voor,-0.02981645,-14.904817
1730,voor,-0.01044022,-7.3854403
1731,voor,-0.106850125,-2.3568501
1732,voor,-0.0046580876,-11.629658
1733,tegen,-10.501802,-0.0018028653
1734,tegen,-1.8076874,-0.18268736
1735,tegen,-9.37587,-0.00086930214
1736,voor,-0.0073009906,-6.632301
1737,voor,-0.026365561,-13.401365
1738,voor,-0.048650615,-14.298651
1739,voor,-0.014203116,-14.264203
1740,voor,-0.0059676613,-11.880968
1741,voor,-0.02981101,-12.154811
1742,voor,-0.0057004155,-6.8807006
1743,voor,-0.12701683,-14.127017
1744,voor,-0.043050118,-14.16805
1745,voor,-0.20149705,-13.201497
1746,voor,-0.07927321,-8.079273
1747,voor,-0.016075896,-15.391076
1748,voor,-0.57610404,-10.451104
1749,voor,-0.2520563,-12.627056
1750,voor,-0.04865924,-12.423659
1751,voor,-0.005307285,-10.255307
1752,voor,-0.078966126,-14.078966
1753,voor,-0.023450796,-8.898451
1754,voor,-0.048686154,-10.298686
1755,voor,-0.014233677,-10.514234
1756,voor,-0.048662763,-10.798663
1757,voor,-0.026345007,-14.026345
1758,voor,-0.07895137,-12.828952
1759,voor,-0.06201967,-12.062019
1760,voor,-0.079047754,-9.329048
1761,voor,-0.018195365,-14.018195
1762,voor,-0.07895809,-11.5789585
1763,voor,-0.3133438,-13.438344
1764,voor,-0.25203794,-13.627038
1765,voor,-0.014228852,-11.014229
1766,voor,-0.12701914,-15.752019
1767,voor,-0.029801289,-13.279801
1768,voor,-0.20439875,-1.7043988
1769,tegen,-4.7607126,-0.010712572
1770,voor,-0.0066077295,-7.3816075
1771,voor,-0.22808622,-1.6030862
1772,voor,-0.038137425,-10.288137
1773,voor,-0.05541736,-5.0554175
1774,voor,-0.018194895,-13.768195
1775,voor,-0.048643917,-12.298644
1776,voor,-0.0142126335,-14.389213
1777,voor,-0.016088098,-12.2660885
1778,voor,-0.02980511,-15.029805
1779,voor,-0.062032104,-13.937032
1780,voor,-0.020589184,-13.895589
1781,voor,-0.016150966,-9.516151
1782,voor,-0.07895566,-15.453956
1783,voor,-0.0789539,-12.828954
1784,voor,-0.038108625,-11.413109
1785,voor,-0.062031657,-13.187032
1786,voor,-0.038109884,-13.28811
1787,voor,-0.014337788,-9.139338
1788,voor,-0.043076836,-11.1680765
1789,voor,-0.4395184,-1.0645185
1790,voor,-0.062594265,-7.5625944
1791,voor,-0.008098546,-5.8830986
1792,voor,-0.048654705,-11.923655
1793,voor,-0.16030902,-11.785309
1794,voor,-0.0032216834,-11.7532215
1795,voor,-0.055000424,-9.68
1796,voor,-0.038092785,-13.038093
1797,voor,-0.03738863,-3.5373886
1798,voor,-0.12720275,-8.627203
1799,voor,-0.016143695,-9.641144
1800,voor,-0.02636033,-12.1513605
1801,voor,-0.0098227905,-10.884823
1802,voor,-0.03373041,-10.4087305
1803,voor,-0.048661742,-11.298662
1804,voor,-0.16029805,-13.660298
1805,voor,-0.0097871395,-14.634788
1806,voor,-0.014268583,-9.889269
1807,voor,-0.20154352,-10.076544
1808,voor,-0.009806263,-11.634807
1809,voor,-0.04865845,-13.673658
1810,voor,-0.011107489,-11.636107
1811,voor,-0.014207935,-13.514208
1812,voor,-0.014220271,-11.13922
1813,voor,-0.026349533,-14.651349
1814,voor,-0.062030092,-12.81203
1815,voor,-0.014226736,-10.764227
1816,voor,-0.25210708,-13.377107
1817,voor,-0.062027287,-15.687027
1818,voor,-0.029811246,-12.654811
1819,voor,-0.12700549,-11.127006
1820,voor,-0.07895687,-11.453957
1821,voor,-0.0789626,-15.703962
1822,voor,-0.062059443,-11.937059
1823,voor,-0.20149149,-16.201492
1824,voor,-0.04864845,-13.923649
1825,voor,-0.0028644388,-10.627865
1826,voor,-0.04863778,-15.798637
1827,voor,-0.12699498,-14.501995
1828,voor,-0.03810128,-13.413101
1829,voor,-0.100341894,-9.725342
1830,tegen,-3.6537027,-0.028702734
1831,voor,-0.020597478,-11.770597
1832,voor,-0.0052792956,-11.88028
1833,voor,-0.033708867,-14.033709
1834,voor,-0.0067487666,-13.506749
1835,voor,-0.011086731,-12.886086
1836,voor,-0.020714024,-9.020714
1837,voor,-0.69554013,-0.69554013
1838,voor,-0.028550047,-4.15355
1839,voor,-0.020601682,-11.270601
1840,voor,-0.11139803,-2.361398
1841,voor,-0.029865146,-9.904865
1842,voor,-0.06207804,-9.812078
1843,voor,-0.055055033,-9.180055
1844,voor,-0.023331545,-10.148332
1845,voor,-0.0023016743,-7.5023017
1846,voor,-0.004665561,-13.004665
1847,voor,-0.020578792,-15.770578
1848,voor,-0.048644595,-15.673645
1849,tegen,-4.6374016,-0.012401576
1850,voor,-0.12701283,-13.877013
1851,voor,-0.026355455,-15.401356
1852,voor,-0.048719425,-9.548719
1853,voor,-0.005973,-13.505973
1854,voor,-0.012549328,-14.137549
1855,voor,-0.013030221,-4.51303
1856,voor,-0.018220881,-11.018221
1857,voor,-0.005269334,-12.505269
1858,voor,-0.0097966995,-11.759797
1859,voor,-0.047051042,-5.547051
1860,voor,-0.0093638385,-7.2593637
1861,voor,-0.062056754,-10.437057
1862,voor,-0.018210463,-11.39321
1863,voor,-0.0620525,-10.562053
1864,tegen,-1.6033938,-0.22839385
1865,voor,-0.012423588,-6.6374235
1866,voor,-0.04953624,-3.4245362
1867,voor,-0.012549798,-12.887549
1868,voor,-0.033695035,-12.658695
1869,voor,-0.010044694,-8.385045
1870,tegen,-2.5805986,-0.080598675
1871,voor,-0.07896844,-13.578968
1872,voor,-0.014283031,-9.514283
1873,voor,-0.009790798,-13.13479
1874,voor,-0.01819583,-13.768196
1875,voor,-0.16032568,-11.785326
1876,voor,-0.07896756,-13.828967
1877,voor,-0.020590823,-13.770591
1878,voor,-0.048651975,-11.423652
1879,voor,-0.2520574,-13.002057
1880,voor,-0.048634373,-15.298635
1881,voor,-0.023286706,-12.148287
1882,tegen,-1.4223886,-0.2973885
1883,voor,-0.062024932,-13.062025
1884,tegen,-7.6289268,-0.0039266567
1885,voor,-0.03616166,-3.4111617
1886,voor,-0.01539187,-5.015392
1887,voor,-0.018194895,-15.518195
1888,voor,-0.004669357,-11.254669
1889,voor,-0.18044585,-7.5554457
1890,voor,-0.0032132457,-13.378213
1891,voor,-0.012555443,-14.262555
1892,voor,-0.07895291,-12.328953
1893,voor,-0.0076703946,-10.75767
1894,voor,-0.038317807,-3.413318
1895,tegen,-1.5042646,-0.2542646
1896,voor,-0.0098088635,-11.384809
1897,voor,-0.011097577,-12.761098
1898,voor,-0.078965575,-14.328965
1899,voor,-0.010046933,-8.385047
1900,voor,-0.12700434,-12.502005
1901,voor,-0.054955743,-11.5549555
1902,voor,-0.02328182,-12.398282
1903,voor,-0.07897164,-12.828972
1904,voor,-0.0077155856,-7.0077157
1905,voor,-0.020589067,-12.270589
1906,voor,-0.062019106,-14.187019
1907,voor,-0.048648566,-11.173649
1908,voor,-0.026359288,-11.27636
1909,voor,-0.04453135,-3.4195313
1910,voor,-0.020599118,-12.645599
1911,voor,-0.0063860104,-6.381386
1912,voor,-0.03371993,-10.65872
1913,voor,-0.0620376,-11.312037
1914,voor,-0.008650026,-12.00865
1915,voor,-0.06204633,-12.062046
1916,voor,-0.029299226,-3.7792993
1917,voor,-0.1603015,-12.410301
1918,voor,-0.16033797,-10.410338
1919,voor,-0.16032313,-13.785323
1920,voor,-0.014308293,-9.264308
1921,voor,-0.029831823,-10.779832
1922,voor,-0.016081179,-12.891081
1923,voor,-0.026351273,-13.401351
1924,voor,-0.16033755,-12.285337
1925,voor,-0.20154901,-13.326549
1926,voor,-0.01819583,-12.893196
1927,voor,-0.01819267,-13.643192
1928,voor,-0.0076860087,-10.257686
1929,tegen,-3.6527927,-0.027792672
1930,voor,-0.054979205,-10.179979
1931,voor,-0.007644371,-12.257645
1932,voor,-0.012560156,-12.26256
1933,voor,-0.12209159,-2.2470915
1934,voor,-0.026368693,-10.901369
1935,voor,-0.06204331,-13.937043
1936,voor,-0.0059828316,-10.880982
1937,voor,-0.0052669575,-14.505267
1938,voor,-0.2015026,-12.076503
1939,tegen,-1.4280825,-0.3030824
1940,voor,-0.04319684,-9.043197
1941,voor,-0.06202516,-17.062025
1942,voor,-0.062048916,-10.437049
1943,voor,-0.0383459,-8.288346
1944,voor,-0.0063110315,-6.881311
1945,voor,-0.029811703,-11.779812
1946,voor,-0.007667556,-10.882668
1947,voor,-0.0620488,-11.187049
1948,voor,-0.0036791712,-10.128679
1949,voor,-0.006772211,-10.881772
1950,voor,-0.011104768,-11.511105
1951,voor,-0.12966637,-2.1296663
1952,voor,-0.0052707535,-12.380271
1953,tegen,-6.88048,-0.005479914
1954,voor,-0.43396422,-1.0589643
1955,voor,-0.00768944,-10.132689
1956,voor,-0.023557343,-4.523557
1957,voor,-0.008652157,-14.258652
1958,voor,-0.009800242,-11.3848
1959,tegen,-9.756984,-0.0069832993
1960,voor,-0.057672605,-2.9326725
1961,voor,-0.008662198,-13.883662
1962,tegen,-3.5311856,-0.03118573
1963,tegen,-1.1239972,-0.4989972
1964,tegen,-9.752096,-0.0020958956
1965,tegen,-7.7512913,-0.0012914281
1966,voor,-0.27118817,-1.6461881
1967,voor,-0.008085652,-7.7580857
1968,voor,-0.005958545,-15.130959
1969,voor,-0.1270119,-12.252012
1970,voor,-0.06203995,-13.93704
1971,voor,-0.020588836,-13.895589
1972,voor,-0.022183273,-4.5221834
1973,voor,-0.16030444,-11.785304
1974,tegen,-9.125663,-0.0006628762
1975,voor,-0.034253545,-7.5342536
1976,voor,-0.00675871,-11.506759
1977,voor,-0.009825391,-10.759826
1978,voor,-0.026362192,-11.526362
1979,voor,-0.20150454,-12.076505
1980,voor,-0.008654639,-11.758655
1981,voor,-0.25203675,-14.877037
1982,voor,-0.0076732337,-10.382673
1983,voor,-0.1002952,-11.475295
1984,voor,-0.00866409,-11.133664
1985,voor,-0.00686089,-9.131861
1986,voor,-0.004661165,-11.254662
1987,voor,-0.008653573,-13.258654
1988,voor,-0.026345007,-12.901345
1989,voor,-0.002266709,-8.127267
1990,voor,-0.018201452,-13.143202
1991,voor,-0.078978136,-10.203979
1992,tegen,-2.7019267,-0.0769267
1993,voor,-0.038098067,-12.663098
1994,voor,-0.100277185,-13.600277
1995,voor,-0.018214209,-10.768214
1996,voor,-0.07897252,-15.203973
1997,voor,-0.07895742,-15.328958
1998,voor,-0.00866409,-11.758664
1999,voor,-0.016119767,-10.26612
2000,voor,-0.0077338037,-9.257733
2001,voor,-0.021227544,-7.3962274
2002,voor,-0.012579817,-12.13758
2003,voor,-0.0072463183,-7.6322465
2004,voor,-0.009807917,-11.634808
2005,voor,-0.025798433,-4.1507983
2006,voor,-0.31736234,-1.4423623
2007,tegen,-5.132995,-0.007995068
2008,voor,-0.011089914,-13.63609
2009,tegen,-4.760496,-0.010496017
2010,voor,-0.038102653,-12.788103
2011,tegen,-3.4106302,-0.035630327
2012,voor,-0.0205983,-15.395598
2013,voor,-0.010367422,-5.6353674
2014,tegen,-1.8071303,-0.1821303
2015,voor,-0.012574638,-10.887574
2016,voor,-0.06204745,-11.062047
2017,voor,-0.011116203,-10.636116
2018,voor,-0.062040173,-14.81204
2019,voor,-0.008658065,-13.383658
2020,tegen,-3.0529084,-0.05290838
2021,voor,-0.0076454408,-12.007646
2022,voor,-0.007732027,-9.382732
2023,voor,-0.048636533,-13.048636
2024,voor,-0.005270396,-12.63027
2025,voor,-0.1603071,-12.785307
2026,voor,-0.020589419,-15.14559
2027,voor,-0.029832406,-11.779833
2028,voor,-0.029867236,-9.529867
2029,voor,-0.008655584,-12.383656
2030,voor,-0.04864766,-13.798648
2031,voor,-0.0028461257,-11.377846
2032,voor,-0.078961715,-15.203961
2033,voor,-0.018214913,-10.768215
2034,voor,-0.062035132,-12.437036
2035,voor,-0.10028991,-14.72529
2036,voor,-0.010104171,-8.135104
2037,voor,-0.008657239,-12.258657
2038,voor,-0.100297995,-15.350298
2039,voor,-0.014072414,-6.5140724
2040,voor,-0.02635801,-12.276358
2041,voor,-0.014217808,-13.139217
2042,voor,-0.029812513,-13.404813
2043,tegen,-3.7769258,-0.026925737
2044,voor,-0.10026609,-13.600266
2045,voor,-0.0028496871,-12.00285
2046,voor,-0.04864914,-14.923649
2047,voor,-0.055703897,-3.1807039
2048,voor,-0.008564341,-7.0085645
2049,voor,-0.03492156,-4.7849216
2050,voor,-0.4813515,-0.9813515
2051,voor,-0.020596778,-11.3955965
2052,tegen,-4.02531,-0.02531027
2053,voor,-0.038099438,-12.163099
2054,voor,-0.006755752,-12.381756
2055,voor,-0.020854946,-4.520855
2056,voor,-0.16034101,-10.910341
2057,voor,-0.009804728,-12.009805
2058,voor,-0.04305891,-12.293059
2059,voor,-0.06940029,-2.8194003
2060,tegen,-13.253883,-0.0038832151
2061,tegen,-11.75209,-0.0020907808
2062,voor,-0.0041271998,-11.7541275
2063,voor,-0.6959729,-0.6959729
2064,voor,-0.005166397,-6.8801665
2065,voor,-0.0114957495,-4.7614956
2066,voor,-0.0126180705,-9.637618
2067,voor,-0.009801777,-12.384802
2068,voor,-0.011096985,-12.261097
2069,voor,-0.029809851,-11.52981
2070,tegen,-13.750395,-0.00039444966
2071,voor,-0.0041531916,-7.0041533
2072,voor,-0.048645616,-13.298646
2073,voor,-0.012559686,-12.38756
2074,voor,-0.03370426,-14.533704
2075,tegen,-7.1275315,-0.0025313103
2076,voor,-0.38700438,-10.887005
2077,voor,-0.0046984265,-10.004699
2078,voor,-0.014252943,-10.014253
2079,voor,-0.008959622,-6.13396
2080,tegen,-1.6075864,-0.23258641
2081,tegen,-13.750906,-0.0009063415
2082,voor,-0.004843054,-8.629843
2083,voor,-0.005986743,-10.755987
2084,voor,-0.014211571,-11.514212
2085,voor,-0.048643917,-12.423644
2086,voor,-0.10028959,-13.475289
2087,voor,-0.0067509008,-13.381751
2088,tegen,-1.3249257,-0.32492572
2089,voor,-0.016078714,-14.141079
2090,voor,-0.04662277,-5.6716228
2091,voor,-0.009607218,-5.1346073
2092,voor,-0.009818777,-10.884819
2093,tegen,-4.513019,-0.013019161
2094,voor,-0.055023216,-9.430023
2095,voor,-0.012549798,-12.762549
2096,voor,-0.010451655,-7.385452
2097,voor,-0.0051688855,-6.505169
2098,tegen,-1.2247705,-0.3497705
2099,voor,-0.07897065,-13.953971
2100,voor,-0.100274704,-11.975275
2101,voor,-0.038117573,-13.288117
2102,voor,-0.026371477,-10.526371
2103,voor,-0.014211806,-11.764212
2104,voor,-0.014211806,-11.764212
2105,voor,-0.10029088,-11.100291
2106,voor,-0.007836467,-8.632836
2107,voor,-0.03949857,-5.164499
2108,tegen,-1.9294397,-0.17943971
2109,voor,-0.0081592025,-5.133159
2110,voor,-0.06205664,-10.562057
2111,voor,-0.0077537876,-9.257753
2112,voor,-0.029791918,-14.529792
2113,voor,-0.06203054,-11.812031
2114,voor,-0.008450393,-7.1334505
2115,voor,-0.02331571,-12.773315
2116,voor,-0.08377762,-2.7087777
2117,voor,-0.012574988,-11.012575
2118,voor,-0.008692569,-10.758693
2119,voor,-0.12704538,-15.002046
2120,voor,-0.03810357,-15.538103
2121,voor,-0.018220881,-11.018221
2122,voor,-0.032643445,-5.9076433
2123,voor,-0.012555203,-15.887555
2124,voor,-0.02980511,-13.529805
2125,voor,-0.026480963,-9.026481
2126,voor,-0.048655722,-16.173656
2127,voor,-0.029812861,-11.654813
2128,voor,-0.020614995,-10.520615
2129,voor,-0.029795151,-13.779795
2130,voor,-0.023304526,-11.023305
2131,voor,-0.07897395,-10.953974
2132,voor,-0.0181826,-15.143183
2133,voor,-0.07895907,-14.703959
2134,voor,-0.009791976,-12.884792
2135,voor,-0.12701021,-11.25201
2136,voor,-0.014214396,-13.3892145
2137,voor,-0.07895929,-11.828959
2138,tegen,-1.2704265,-0.6454265
2139,voor,-0.008707226,-10.008707
2140,voor,-0.009159389,-6.5091596
2141,voor,-0.007648034,-13.132648
2142,voor,-0.011099939,-13.1361
2143,tegen,-9.754321,-0.004321049
2144,voor,-0.016082352,-15.266083
2145,tegen,-3.1700134,-0.045013502
2146,voor,-0.09308485,-2.4680848
2147,tegen,-6.5024447,-0.0024448582
2148,tegen,-9.125589,-0.00058937154
2149,tegen,-10.128039,-0.0030396245
2150,tegen,-10.000529,-0.0005288454
2151,voor,-0.008655346,-12.008656
2152,voor,-0.048643917,-12.173644
2153,voor,-0.009818893,-10.759819
2154,voor,-0.020596543,-14.8955965
2155,voor,-0.2322923,-1.6072923
2156,voor,-0.026355341,-13.401356
2157,voor,-0.004651319,-13.254651
2158,voor,-0.3133973,-15.188397
2159,voor,-0.023292648,-15.523293
2160,voor,-0.023290548,-16.02329
2161,voor,-0.2520235,-12.002024
2162,tegen,-6.879426,-0.004425963
2163,voor,-0.078969106,-13.453969
2164,voor,-0.0789615,-13.453961
2165,voor,-0.023294741,-13.398294
2166,voor,-0.3135402,-8.93854
2167,voor,-0.0836182,-2.7086182
2168,voor,-0.012553449,-13.387553
2169,voor,-0.022768294,-6.1477685
2170,tegen,-2.46475,-0.089750096
2171,voor,-0.029984662,-5.6549845
2172,voor,-0.020601917,-11.895602
2173,voor,-0.01830305,-9.393303
2174,tegen,-11.75145,-0.0014499947
2175,voor,-0.07350737,-2.6985073
2176,tegen,-6.8849087,-0.009908604
2177,tegen,-3.653397,-0.028397007
2178,voor,-0.07895534,-11.828956
2179,voor,-0.5322508,-0.9072508
2180,voor,-0.02329684,-15.523297
2181,voor,-0.029798856,-16.279799
2182,voor,-0.05276772,-3.1777678
2183,voor,-0.012559213,-11.637559
2184,voor,-0.018215735,-12.143216
2185,voor,-0.018193604,-12.893193
2186,voor,-0.062050708,-13.187051
2187,voor,-0.12704958,-10.127049
2188,voor,-0.10028237,-13.100283
2189,voor,-0.20151508,-12.076515
2190,voor,-0.12703887,-14.627039
2191,voor,-0.0046622343,-12.5046625
2192,voor,-0.029800361,-14.6548
2193,voor,-0.008886012,-8.383886
2194,voor,-0.10028711,-13.725287
2195,voor,-0.026501851,-8.901502
2196,voor,-0.007649926,-11.25765
2197,voor,-0.004648592,-13.004648
2198,voor,-0.10029951,-14.6003
2199,voor,-0.016080005,-13.26608
2200,voor,-0.062044546,-14.437044
