,gpt-3.5_centristisch,gpt-3.5_centrist_voor_lprob,gpt-3.5_centrist_tegen_lprob,gpt-3.5_rechts,gpt-3.5_right_voor_lprob,gpt-3.5_right_tegen_lprob,gpt-3.5_rightcons_vote,gpt-3.5_rightcons_voor_l_prob,gpt-3.5_rightcons_tegen_lprob
1339,tegen,-1.5387322,-14.034414,tegen,-3.2207553,-14.81434,tegen,-3.2831361,-15.766003
1340,voor,-0.004370544,-14.181243,voor,-0.5307138,-15.016653,tegen,-1.969836,-14.579139
1341,tegen,-6.861072,-0.022155289,tegen,-1.2443838,-13.653214,tegen,-1.4850444,-13.588446
1342,voor,-0.23528334,-12.269779,tegen,-2.948803,-13.453014,tegen,-5.1417794,-15.621066
1343,voor,-0.4366692,-14.156093,tegen,-2.7011316,-14.939781,tegen,-6.479059,-15.895107
1344,tegen,-2.3286538,-13.473847,tegen,-3.646899,-14.7266035,tegen,-4.420242,-16.286283
1345,tegen,-1.0460203,-12.738562,tegen,-0.988014,-12.730139,tegen,-2.7745047,-14.810481
1346,voor,-0.032343756,-14.37749,voor,-0.37829047,-16.138222,tegen,-2.6749644,-15.575748
1347,tegen,-5.7640142,-14.650779,tegen,-1.9081454,-12.425398,tegen,-2.2044976,-14.738629
1348,tegen,-4.9689493,-14.346349,tegen,-1.1923964,-12.772774,tegen,-4.0185747,-13.055287
1349,voor,-0.4695787,-12.468488,voor,-0.53272086,-11.942463,tegen,-3.3216605,-12.623341
1350,tegen,-1.3567696,-13.108763,tegen,-1.6091549,-12.588649,tegen,-3.6671383,-15.056691
1351,tegen,-0.8523269,-15.687592,voor,-0.6129484,-13.076541,tegen,-2.7589345,-14.58576
1352,voor,-0.5402983,-9.6346855,voor,-0.5876615,-8.82234,voor,-0.5549872,-8.841787
1353,tegen,-3.0466309,-15.556953,tegen,-1.3111458,-14.051178,tegen,-2.7359238,-14.212963
1354,voor,-0.5291106,-9.6321745,voor,-0.5865997,-8.828676,voor,-0.5507546,-8.855217
1355,tegen,-2.5893836,-12.021095,tegen,-0.9357477,-12.979608,tegen,-2.2853057,-13.1768465
1356,voor,-0.12090878,-11.930889,voor,-0.6371689,-12.4563465,tegen,-2.300413,-14.919701
1357,tegen,-3.403766,-13.477475,tegen,-1.846189,-12.67691,tegen,-3.2364335,-14.578029
1358,tegen,-1.8189855,-11.343892,tegen,-1.8584983,-14.918418,tegen,-3.8105862,-14.503884
1359,tegen,-1.6213508,-13.938606,tegen,-1.9569732,-12.925641,tegen,-5.209004,-15.521234
1360,tegen,-5.284239,-13.827135,tegen,-2.2623596,-11.452885,tegen,-2.7797575,-12.497798
1361,tegen,-3.5233738,-14.183749,voor,-0.52966064,-12.383843,voor,-0.3991478,-14.468265
1362,tegen,-13.262414,-13.681827,tegen,-10.745248,-12.665187,tegen,-9.2979355,-13.505774
1363,tegen,-3.8229783,-12.838468,tegen,-0.7645449,-14.243627,tegen,-1.5943258,-13.320122
1364,tegen,-1.8999236,-15.429741,tegen,-3.5484436,-13.348231,tegen,-4.3826723,-14.195107
1365,voor,-0.11963542,-13.410207,tegen,-4.720293,-16.17548,tegen,-7.571474,-17.112257
1366,voor,-0.12595029,-12.352634,tegen,-3.4092069,-15.097404,tegen,-7.759703,-15.257618
1367,tegen,-1.9361644,-13.325691,tegen,-1.9585966,-13.173638,tegen,-3.496104,-14.626674
1368,tegen,-2.299137,-13.817379,tegen,-1.7037505,-14.009321,tegen,-2.656756,-13.41945
1369,voor,-0.51810044,-11.137524,tegen,-0.89343345,-11.732867,tegen,-2.0330923,-13.922472
1370,voor,-0.0031828247,-14.854558,tegen,-0.8477711,-14.622459,tegen,-3.1741571,-14.253909
1371,tegen,-3.9425392,-14.792633,tegen,-1.8433547,-13.182062,tegen,-3.4325407,-14.409929
1372,voor,-0.6933756,-14.117896,tegen,-2.9947069,-15.690922,tegen,-6.4340262,-15.863283
1373,voor,-0.5100429,-11.592902,tegen,-1.6437429,-13.227679,tegen,-4.766037,-13.351913
1374,tegen,-6.3303895,-15.8369055,tegen,-4.208192,-15.374055,tegen,-5.0703,-15.169602
1375,voor,-0.20325291,-10.525515,voor,-0.2659951,-12.346672,tegen,-2.908864,-11.11184
1376,voor,-0.25657046,-12.682919,tegen,-3.2923303,-16.21843,tegen,-3.3399444,-16.117323
1377,tegen,-1.0396929,-13.322717,voor,-0.6649553,-15.750055,tegen,-1.9526572,-14.460561
1378,voor,-0.087614365,-13.223942,tegen,-1.9498477,-15.585607,tegen,-2.99265,-14.860187
1379,tegen,-0.77764636,-11.258674,tegen,-0.9235807,-12.325944,tegen,-2.395351,-15.59121
1380,tegen,-2.3600278,-14.112954,tegen,-2.8604326,-13.156678,tegen,-4.064658,-12.813262
1381,tegen,-7.094224,-15.52081,tegen,-3.0052977,-16.049715,tegen,-6.0964313,-15.380857
1382,voor,-0.0604902,-14.046477,tegen,-0.8699917,-16.288343,tegen,-3.6266544,-15.660769
1383,tegen,-0.7973181,-14.287795,tegen,-1.0288042,-12.773311,tegen,-4.1044226,-14.96403
1384,tegen,-1.1771848,-12.371311,tegen,-4.0630593,-16.257608,tegen,-5.1272407,-15.726818
1385,voor,-0.028948853,-13.273112,voor,-0.18344247,-12.242557,tegen,-3.535088,-14.280899
1386,tegen,-3.3457203,-15.513163,tegen,-2.0439036,-15.678774,tegen,-3.4758322,-15.721556
1387,tegen,-5.0434504,-14.290835,tegen,-1.2615268,-12.273726,tegen,-2.5340517,-14.869253
1388,tegen,-3.0405278,-13.968192,tegen,-0.80897045,-13.432755,tegen,-3.1283932,-15.113064
1389,tegen,-6.4133515,-15.55891,tegen,-4.243527,-15.337175,tegen,-5.2216983,-15.087144
1390,tegen,-4.1802807,-12.458418,tegen,-3.852035,-14.992707,tegen,-7.360701,-15.801439
1391,voor,-0.50008273,-13.013059,tegen,-2.8298323,-12.09605,tegen,-2.094991,-10.30552
1392,voor,-0.37317696,-12.598856,tegen,-1.0963091,-12.625752,tegen,-4.9357257,-15.250881
1393,voor,-0.122952275,-12.947345,tegen,-2.033595,-14.97203,tegen,-6.4027767,-16.027388
1394,tegen,-2.7754078,-13.016745,tegen,-1.9335492,-14.477769,tegen,-2.4473653,-14.082768
1395,tegen,-6.620723,-14.245204,tegen,-3.22389,-15.0725155,tegen,-5.653675,-14.980246
1396,tegen,-4.5949554,-15.218132,tegen,-1.9530456,-12.977828,tegen,-3.403479,-14.748682
1397,voor,-0.04526441,-13.2835245,tegen,-1.0814115,-14.820265,tegen,-2.6816747,-15.112539
1398,tegen,-6.691973,-16.81967,tegen,-6.065779,-16.503675,tegen,-11.61061,-17.769901
1399,voor,-0.036846112,-13.682308,tegen,-1.09271,-14.940122,tegen,-4.7653303,-14.873818
1400,voor,-0.44371778,-12.435427,voor,-0.050482064,-13.595591,voor,-0.16816829,-16.135256
1401,tegen,-1.688018,-13.221454,tegen,-1.8125659,-12.67101,tegen,-2.536161,-13.495811
1402,tegen,-9.477617,-12.602909,tegen,-5.186665,-11.604991,tegen,-7.1928053,-15.396228
1403,voor,-0.1204068,-17.030588,voor,-0.5763,-16.833105,tegen,-4.622926,-16.432556
1404,tegen,-4.959546,-14.020946,tegen,-6.2723503,-17.077011,tegen,-6.9696803,-16.119064
1405,voor,-0.64140224,-13.813207,tegen,-3.6341388,-14.888217,tegen,-5.9704413,-16.873034
1406,tegen,-5.8545895,-14.234703,tegen,-1.0815426,-12.212236,tegen,-2.2866924,-14.766545
1407,tegen,-1.8174304,-13.601912,tegen,-3.9869409,-15.489485,tegen,-3.9193752,-15.161651
1408,voor,-0.10415631,-13.589388,tegen,-0.82562375,-12.7169695,tegen,-3.4806442,-14.618105
1409,tegen,-1.5988749,-13.418474,tegen,-1.1759517,-12.692128,tegen,-5.02117,-15.280339
1410,tegen,-3.0314705,-12.949241,tegen,-1.6974401,-12.413541,tegen,-1.6149833,-14.122117
1411,tegen,-5.5153804,-14.311108,tegen,-2.353691,-12.693205,tegen,-5.4892383,-15.606308
1412,tegen,-3.1608965,-13.051224,tegen,-4.2772255,-13.781021,tegen,-3.155848,-14.951479
1413,tegen,-5.5225234,-15.88254,tegen,-4.151793,-13.810453,tegen,-4.4620566,-15.187806
1414,tegen,-1.3736655,-12.751908,tegen,-2.2490408,-12.546549,tegen,-4.49594,-12.773589
1415,tegen,-2.278727,-14.667756,tegen,-1.8041631,-15.807451,tegen,-0.88175845,-14.845059
1416,voor,-0.09218675,-13.865369,voor,-0.22323743,-12.686881,voor,-0.44076154,-15.235319
1417,tegen,-3.4938421,-15.393973,tegen,-2.094905,-14.093583,tegen,-4.3273287,-14.852565
1418,tegen,-1.6347322,-12.60469,tegen,-2.2751646,-15.075955,tegen,-4.0609164,-13.008238
1419,tegen,-10.587761,-14.93598,tegen,-4.244235,-13.954421,tegen,-4.645199,-14.52813
1420,tegen,-1.4205613,-12.728323,tegen,-0.7513906,-14.937973,tegen,-1.2436985,-15.116289
1421,voor,-0.46869305,-15.1445675,tegen,-1.9652588,-13.850112,tegen,-3.6102483,-14.357489
1422,tegen,-1.3130683,-14.497431,tegen,-1.4311435,-12.345267,tegen,-4.055325,-14.766462
1423,tegen,-4.5892363,-16.080647,tegen,-2.0793374,-15.349992,tegen,-2.366017,-15.495021
1424,tegen,-1.0884724,-15.053495,voor,-0.37242076,-13.023629,tegen,-3.3537736,-13.701884
1425,voor,-0.2903159,-11.69488,tegen,-1.764822,-15.641739,tegen,-3.2298877,-15.225781
1426,tegen,-1.5708202,-12.462833,voor,-0.65026164,-14.731572,tegen,-2.2509763,-14.401373
1427,voor,-0.7884843,-8.831917,tegen,-4.392534,-11.789778,tegen,-3.7926683,-12.223252
1428,voor,-0.0044974154,-14.033125,tegen,-1.0793998,-15.024379,tegen,-4.111405,-15.14455
1429,tegen,-5.7642937,-13.534744,tegen,-2.1756458,-12.775282,tegen,-2.2552364,-14.8229475
1430,tegen,-1.9371228,-13.372659,tegen,-1.2528936,-11.699434,tegen,-3.425769,-12.6741495
1431,tegen,-1.5892091,-12.6741905,tegen,-1.6927187,-13.122164,tegen,-4.398954,-13.179004
1432,tegen,-2.1436214,-15.27976,tegen,-2.572667,-14.706901,tegen,-3.521852,-15.266999
1433,voor,-0.16334982,-13.307801,tegen,-1.9025658,-14.860789,tegen,-4.34436,-14.744271
1434,tegen,-4.0620217,-14.685567,tegen,-1.7403438,-15.233249,tegen,-4.6402583,-15.268035
1435,tegen,-5.7982764,-0.080619566,voor,-0.495907,-13.822573,tegen,-1.4587638,-14.736022
1436,tegen,-8.769521,-15.3752985,tegen,-4.433382,-15.3461895,tegen,-4.861761,-15.624172
1437,tegen,-1.8141698,-12.775039,tegen,-1.6285188,-14.501469,tegen,-4.1712656,-14.484244
1438,tegen,-1.6503549,-13.489943,tegen,-2.2609396,-13.703401,tegen,-4.2755938,-15.944808
1439,tegen,-5.2912116,-13.97884,tegen,-2.696755,-12.245862,tegen,-2.8622916,-12.252399
1440,tegen,-5.846489,-0.042396765,tegen,-1.9450903,-12.749837,tegen,-1.7934848,-14.019858
1441,voor,-0.12471626,-11.699982,voor,-0.014079116,-13.316628,tegen,-0.99162555,-9.956136
1442,tegen,-2.9197252,-13.2103195,tegen,-2.2625356,-11.785227,tegen,-3.5308623,-12.008549
1443,voor,-0.07575034,-15.803789,tegen,-0.8232263,-12.609422,tegen,-3.8396611,-13.745406
1444,voor,-0.039621297,-13.196074,tegen,-0.6977139,-12.71887,tegen,-1.4323964,-15.342105
1445,voor,-0.000624157,-16.156445,voor,-0.38133413,-15.582949,tegen,-4.6638474,-15.063568
1446,voor,-0.59659916,-15.5100765,voor,-0.45513073,-15.088719,tegen,-1.2098671,-14.3113785
1447,voor,-0.019171279,-12.8548975,tegen,-2.505946,-15.370376,tegen,-7.4956613,-16.06932
1448,voor,-0.0016632776,-15.440826,voor,-0.008436209,-13.611851,tegen,-2.522777,-14.586653
1449,tegen,-2.2626243,-13.281876,tegen,-0.9011914,-11.621035,tegen,-2.7417727,-12.096688
1450,tegen,-8.674568,-15.879295,tegen,-1.7696531,-12.944817,tegen,-4.118231,-13.236586
1451,tegen,-1.0150824,-15.322103,tegen,-1.928223,-15.088812,tegen,-2.3686912,-14.081456
1452,voor,-0.013992961,-15.377397,voor,-0.014874547,-14.734721,voor,-0.0019228025,-14.387915
1453,tegen,-3.5514326,-15.196542,tegen,-3.658444,-15.511653,tegen,-4.713588,-14.911088
1454,voor,-0.26238897,-13.855458,tegen,-2.9657078,-10.588625,tegen,-6.1473694,-13.610422
1455,voor,-0.13356294,-10.416066,voor,-0.32708207,-10.054689,tegen,-4.0566516,-13.343022
1456,tegen,-6.557669,-13.458114,tegen,-2.407591,-13.596975,tegen,-1.8405834,-14.633659
1457,voor,-0.012054532,-12.769005,voor,-0.09643791,-13.113298,tegen,-2.7248178,-15.158793
1458,tegen,-1.5330217,-13.244019,tegen,-1.1154138,-13.940599,tegen,-3.2817018,-14.489588
1459,tegen,-1.7566562,-15.419166,tegen,-3.7559588,-15.209694,tegen,-4.734102,-15.299686
1460,tegen,-1.5138594,-13.511201,tegen,-2.7942939,-13.004476,tegen,-3.7307217,-15.358216
1461,tegen,-1.6448374,-14.282624,tegen,-1.2763921,-13.301178,tegen,-3.1454947,-13.718359
1462,tegen,-2.4530628,-12.424487,tegen,-2.4691172,-13.473027,tegen,-4.3338866,-14.771142
1463,voor,-0.09756719,-13.534839,tegen,-3.279664,-15.076112,tegen,-4.408399,-14.590086
1464,tegen,-3.4566162,-13.200711,tegen,-2.0960982,-13.857502,tegen,-4.39697,-15.608298
1465,voor,-0.30989152,-12.368701,voor,-0.07667058,-12.894359,tegen,-1.3112866,-14.5787525
1466,tegen,-5.995076,-14.817973,tegen,-2.6765091,-14.254827,tegen,-5.18842,-15.736006
1467,tegen,-4.9388685,-14.133201,tegen,-1.3737423,-11.487691,tegen,-5.287479,-15.657233
1468,tegen,-6.355974,-14.747227,tegen,-2.951052,-12.769472,tegen,-4.3667912,-12.866104
1469,voor,-0.275331,-13.9359255,tegen,-2.450766,-13.4003725,tegen,-3.9584603,-14.890928
1470,voor,-0.0049220584,-13.990146,voor,-0.16648471,-13.1539955,tegen,-1.2625587,-15.47959
1471,voor,-0.012511771,-14.139124,voor,-0.35105315,-13.432659,tegen,-1.5467061,-14.711511
1472,voor,-0.027611196,-12.372168,tegen,-0.920286,-13.321817,tegen,-2.878,-15.347515
1473,tegen,-2.863724,-14.484905,tegen,-1.0077565,-12.77101,tegen,-2.066859,-13.890164
1474,tegen,-2.08478,-13.709789,voor,-0.21965432,-12.37344,voor,-0.6514634,-15.828013
1475,tegen,-1.3688521,-13.980425,tegen,-1.6051682,-15.010016,tegen,-3.0991871,-14.585517
1476,voor,-0.0705706,-12.701238,voor,-0.68882483,-16.01409,tegen,-4.486604,-16.554415
1477,voor,-0.25873792,-12.899199,tegen,-3.4556782,-12.559754,tegen,-6.1676946,-13.84296
1478,voor,-0.05234956,-14.316246,tegen,-0.83915335,-12.842907,tegen,-3.3684387,-15.808161
1479,tegen,-7.230931,-16.283705,tegen,-2.5223405,-13.065142,tegen,-2.501543,-14.573662
1480,tegen,-2.5809522,-14.10905,tegen,-0.86848736,-12.2238,tegen,-2.7305686,-15.057416
1481,voor,-0.022997716,-14.697265,tegen,-1.5594177,-13.635632,tegen,-1.5644426,-15.103162
1482,tegen,-5.1535225,-14.847448,tegen,-4.2881618,-16.238228,tegen,-5.549813,-16.987793
1483,voor,-0.029332915,-13.347679,tegen,-0.97320527,-14.417831,tegen,-2.5522358,-15.365087
1484,tegen,-4.2511806,-15.351971,tegen,-2.1057603,-12.784063,tegen,-6.2096024,-14.834568
1485,voor,-0.26995468,-13.526371,tegen,-2.09794,-14.003337,tegen,-2.7653143,-15.659769
1486,tegen,-1.8779713,-12.62579,tegen,-2.1192083,-15.628243,tegen,-1.4337294,-15.1959095
1487,tegen,-1.242343,-13.287957,tegen,-1.0160568,-13.515103,tegen,-3.7782855,-13.920669
1488,tegen,-5.3009877,-13.823998,tegen,-2.5492115,-15.549913,voor,-0.4904464,-15.150494
1489,tegen,-5.2880077,-15.52742,tegen,-3.9946117,-15.591135,tegen,-5.072571,-15.232719
1490,voor,-0.026137725,-12.970603,voor,-0.08084169,-12.401982,tegen,-4.495607,-15.260517
1491,tegen,-2.2968407,-13.397982,voor,-0.17224105,-15.488281,voor,-0.020285286,-17.563046
1492,tegen,-3.4616308,-13.04927,tegen,-2.4502661,-12.170633,tegen,-6.416204,-14.193319
1493,tegen,-1.3340915,-12.15554,tegen,-1.1387064,-15.1812,voor,-0.3959268,-14.540702
1494,tegen,-2.7827659,-15.128,tegen,-1.1255984,-15.537281,tegen,-1.4953189,-14.593651
1495,tegen,-2.2550783,-12.364444,voor,-0.6487585,-11.916747,tegen,-1.1812866,-13.606006
1496,tegen,-1.9655554,-11.81045,voor,-0.099277824,-15.953642,voor,-0.041520584,-16.149506
1497,voor,-0.27553725,-15.499449,tegen,-0.7204522,-15.1591215,tegen,-2.9149451,-14.707208
1498,tegen,-2.8308442,-14.470208,tegen,-1.2096896,-14.264367,voor,-0.24919622,-14.744956
1499,tegen,-14.351668,-15.624406,tegen,-5.123144,-13.683495,tegen,-1.181119,-11.945935
1500,tegen,-3.1479604,-13.879971,tegen,-2.4056747,-14.112336,tegen,-6.7139363,-16.170195
1501,tegen,-2.5549433,-13.563648,tegen,-1.7040507,-12.870814,tegen,-4.7868743,-15.413485
1502,tegen,-0.73177147,-11.896072,tegen,-2.4414237,-15.404606,tegen,-2.146549,-14.83441
1503,tegen,-1.5008411,-15.059404,tegen,-1.2160378,-15.39888,tegen,-3.3447716,-15.08137
1504,tegen,-1.612394,-11.610977,tegen,-1.6196145,-13.352859,tegen,-2.175658,-14.40562
1505,tegen,-3.3419735,-14.988183,voor,-0.4495604,-15.153648,tegen,-1.4758328,-14.410628
1506,voor,-0.18834089,-12.387913,voor,-0.5229134,-12.501011,tegen,-3.684877,-15.753002
1507,voor,-0.08056579,-12.301393,tegen,-0.97180396,-12.525063,tegen,-2.0444465,-14.596701
1508,voor,-0.57611203,-15.701217,tegen,-1.799335,-12.000108,tegen,-4.7781796,-14.6823635
1509,tegen,-3.8193302,-0.038949978,tegen,-2.247426,-13.453979,tegen,-2.29458,-13.262965
1510,tegen,-8.101298,-0.0014158309,tegen,-2.0338395,-14.219235,tegen,-2.1460516,-14.061565
1511,tegen,-4.2761316,-14.582799,tegen,-2.2820587,-14.932463,tegen,-5.560053,-14.780535
1512,tegen,-1.9417813,-13.810639,tegen,-0.984182,-11.859301,tegen,-3.1722572,-15.448615
1513,tegen,-2.999403,-13.558315,tegen,-1.4903249,-13.224561,tegen,-3.270838,-13.331753
1514,tegen,-2.126287,-14.67795,voor,-0.6321917,-15.090026,tegen,-1.3637602,-14.508022
1515,tegen,-11.176174,-14.738977,tegen,-3.3383303,-13.430579,tegen,-6.3872046,-16.003778
1516,voor,-0.026816994,-13.124218,voor,-0.599165,-11.644882,tegen,-0.9148211,-13.215148
1517,tegen,-5.064759,-15.355985,tegen,-1.2372514,-12.505283,tegen,-4.4531317,-15.918389
1518,voor,-0.51019603,-13.225083,tegen,-0.7250748,-16.199545,tegen,-2.2684202,-15.2242155
1519,tegen,-3.374168,-13.954405,tegen,-1.3219587,-15.012646,tegen,-3.8110836,-15.174041
1520,tegen,-1.3879651,-11.801673,tegen,-0.895901,-11.763243,tegen,-1.6249504,-12.100174
1521,tegen,-0.87425256,-12.6543255,voor,-0.3403536,-12.494351,tegen,-1.9645817,-14.504739
1522,voor,-0.012917136,-15.147996,tegen,-1.5405492,-14.189883,tegen,-2.922982,-15.380996
1523,voor,-0.38013685,-14.929125,tegen,-1.3003379,-14.813689,tegen,-1.6250979,-14.019656
1524,voor,-0.0592556,-13.056068,tegen,-5.860926,-15.838321,tegen,-10.291208,-15.848583
1525,tegen,-9.757618,-15.470409,tegen,-4.9023285,-13.744095,tegen,-0.7972151,-14.441243
1526,voor,-0.04913013,-11.698279,tegen,-6.258826,-13.900643,tegen,-5.571206,-15.233787
1527,voor,-0.0854056,-12.818853,voor,-0.6155672,-12.848521,tegen,-2.1601076,-15.233668
1528,tegen,-3.034304,-13.368828,voor,-0.6551341,-12.057592,tegen,-2.3700314,-14.039251
1529,tegen,-1.7052063,-14.799747,voor,-0.49861458,-16.314539,tegen,-2.239765,-15.53693
1530,voor,-0.44348776,-14.576583,voor,-0.2927511,-15.424837,tegen,-0.9636992,-14.725031
1531,tegen,-0.94002193,-12.704308,tegen,-1.3256242,-15.805494,tegen,-1.0102599,-15.172001
1532,voor,-0.060516007,-13.45294,tegen,-0.7645472,-12.398722,tegen,-2.2043414,-15.018715
1533,tegen,-2.453844,-13.045319,tegen,-1.9174386,-12.62546,tegen,-2.9531736,-14.272971
1534,tegen,-1.5031862,-13.687579,voor,-0.5158354,-12.630601,tegen,-2.9723692,-12.617261
1535,tegen,-1.6439381,-10.170958,tegen,-2.8723109,-10.134314,tegen,-3.146552,-0.13546665
1536,tegen,-6.1445994,-0.096705906,tegen,-2.2695308,-14.048824,tegen,-2.1790876,-13.738923
1537,voor,-0.1436256,-13.371319,tegen,-0.7954779,-12.706086,tegen,-1.2035141,-14.086491
1538,voor,-0.010722009,-15.111436,tegen,-1.0927657,-12.753241,tegen,-5.7413187,-16.464342
1539,tegen,-4.5014434,-14.900832,tegen,-0.91574407,-14.325229,tegen,-1.9417348,-13.643956
1540,tegen,-1.4806993,-13.877029,tegen,-1.5611001,-13.27973,tegen,-3.003975,-15.91753
1541,voor,-0.036934696,-12.531817,voor,-0.11017022,-12.499386,tegen,-2.2019322,-14.106988
1542,voor,-0.014657011,-13.3418455,tegen,-1.8128436,-13.322462,tegen,-6.3489027,-16.019543
1543,voor,-0.012251684,-14.098325,voor,-0.23329432,-16.779161,tegen,-0.97185385,-15.293855
1544,voor,-0.074341126,-12.9606,tegen,-1.1477011,-15.211683,tegen,-3.4166152,-15.167241
1545,tegen,-3.1167352,-15.668007,tegen,-0.9145026,-12.132067,tegen,-1.5271021,-11.674214
1546,voor,-0.3896694,-14.30361,voor,-0.29701567,-12.91906,tegen,-2.8124843,-15.504515
1547,voor,-0.06644644,-12.240007,tegen,-7.8171725,-14.946522,tegen,-7.4994955,-16.171623
1548,voor,-0.08673027,-17.081898,tegen,-1.6292274,-12.75076,tegen,-4.3446326,-15.505848
1549,tegen,-2.363731,-16.105988,tegen,-0.8474906,-12.449219,tegen,-2.960428,-14.361406
1550,tegen,-4.2163787,-14.514733,tegen,-2.0400352,-13.653584,tegen,-3.436835,-15.687737
1551,tegen,-1.517626,-13.25202,voor,-0.56370604,-12.825585,tegen,-0.93067515,-12.798872
1552,tegen,-0.90737414,-13.208175,tegen,-3.4422033,-15.109156,tegen,-4.5104184,-15.672856
1553,tegen,-1.7253085,-12.413444,tegen,-3.2909956,-15.718833,tegen,-5.2342997,-15.193545
1554,tegen,-6.1156816,-15.800469,tegen,-3.1723123,-14.172372,tegen,-7.4915724,-16.555136
1555,voor,-0.09479504,-13.254198,tegen,-3.3215456,-15.410274,tegen,-4.6088743,-15.456517
1556,tegen,-11.115401,-16.998924,tegen,-3.5593355,-13.432472,tegen,-5.197722,-15.604309
1557,tegen,-2.0907326,-0.19308269,tegen,-1.6481869,-0.23173636,tegen,-2.7995787,-0.122803725
1558,tegen,-2.4244092,-12.801944,tegen,-2.5917811,-13.9164095,tegen,-4.5459943,-14.960168
1559,tegen,-1.5163412,-13.750375,tegen,-0.78523993,-12.182951,tegen,-1.2254335,-14.311272
1560,tegen,-6.4237676,-14.916772,tegen,-4.1151805,-14.084568,tegen,-5.519881,-14.028323
1561,voor,-0.29990792,-13.69631,voor,-0.17200911,-13.970899,tegen,-2.0298736,-14.0001
1562,voor,-0.004049787,-14.88198,tegen,-1.950767,-14.363586,tegen,-5.85024,-14.813349
1563,voor,-0.261581,-11.577173,tegen,-4.010069,-12.7906685,tegen,-5.5499725,-15.487076
1564,tegen,-1.0293024,-12.075678,tegen,-0.8741,-10.979307,tegen,-3.510048,-12.573755
1565,voor,-0.17986512,-12.948778,voor,-0.17216086,-12.934505,tegen,-2.6940746,-13.564672
1566,tegen,-6.811874,-15.66944,tegen,-1.2589679,-12.151651,tegen,-1.5398685,-12.07529
1567,tegen,-6.646534,-14.195097,tegen,-2.9303367,-13.069518,tegen,-4.2767406,-13.156071
1568,voor,-0.6093906,-15.243107,tegen,-3.7138016,-15.872771,tegen,-5.194242,-15.209128
1569,voor,-0.2880294,-12.245233,tegen,-5.0741444,-15.386606,tegen,-6.874441,-15.103739
1570,tegen,-1.7839273,-13.543769,tegen,-3.2436564,-14.4226055,tegen,-4.595279,-14.609461
1571,voor,-0.43173593,-12.241812,tegen,-0.92732954,-12.626753,tegen,-5.369694,-15.959858
1572,tegen,-3.5280094,-12.76009,tegen,-1.651387,-11.385777,tegen,-3.4986947,-14.219142
1573,tegen,-2.875758,-13.62824,voor,-0.542424,-11.977925,tegen,-1.1838043,-14.2412615
1574,voor,-0.00846446,-13.461159,voor,-0.5437789,-12.952644,tegen,-2.6791217,-14.637963
1575,voor,-0.113645144,-12.413431,voor,-0.63765705,-12.772356,tegen,-3.8525517,-15.984887
1576,tegen,-0.8784585,-15.009054,tegen,-2.759526,-13.623509,tegen,-2.4993548,-15.213489
1577,tegen,-1.8948568,-13.3588,tegen,-3.9383352,-16.377026,tegen,-6.427745,-16.24653
1578,voor,-0.54778224,-8.825519,voor,-0.7286118,-3.6488905,voor,-0.33073586,-2.2619436
1579,voor,-0.016662251,-12.0900345,tegen,-1.6562945,-14.745099,tegen,-4.676269,-14.668303
1580,Als politiek centrist stem ik voor deze motie.,-2.6337962,-9.216732,voor,-0.30344728,-9.655048,tegen,-0.97501475,-9.820128
1581,voor,-0.1246385,-12.752784,tegen,-2.1467323,-13.287584,tegen,-4.155524,-15.326964
1582,tegen,-1.7461026,-13.683206,tegen,-2.0408258,-12.719804,tegen,-3.995302,-15.55751
1583,tegen,-1.0961595,-12.55852,tegen,-0.9333612,-14.085665,tegen,-2.8885152,-14.611786
1584,tegen,-9.843289,-15.106343,tegen,-4.491583,-15.028387,tegen,-6.396612,-15.713253
1585,voor,-0.1130753,-13.008202,tegen,-1.5615312,-13.2469845,tegen,-4.4884515,-14.868936
1586,tegen,-2.426904,-14.328319,tegen,-2.8846164,-13.399029,tegen,-3.078052,-12.56988
1587,tegen,-6.151582,-15.147189,tegen,-2.8775191,-13.100787,tegen,-4.0538363,-12.439151
1588,tegen,-1.0348878,-12.105807,tegen,-4.7567496,-14.215395,tegen,-5.819927,-15.690863
1589,tegen,-2.7461278,-13.179123,tegen,-1.0829643,-13.004988,tegen,-1.0465976,-12.25953
1590,tegen,-10.153204,-0.0003777648,tegen,-2.2405267,-12.286615,tegen,-3.163979,-14.436804
1591,tegen,-0.71061933,-11.581697,tegen,-2.4191213,-15.478382,tegen,-5.2381134,-15.040638
1592,tegen,-5.55712,-11.765379,tegen,-3.6340365,-10.549604,tegen,-4.5544953,-12.788795
1593,tegen,-1.6738746,-13.86979,tegen,-1.7246001,-13.107393,tegen,-2.1827397,-15.019318
1594,voor,-0.09896248,-13.535397,tegen,-0.69547945,-15.78992,tegen,-2.2199304,-15.606705
1595,voor,-0.10291937,-10.634727,tegen,-4.1835837,-12.022591,tegen,-5.9651074,-13.972518
1596,voor,-0.20787722,-11.570767,tegen,-3.1862643,-15.757366,tegen,-3.9207203,-14.576468
1597,voor,-0.1873734,-12.876458,tegen,-0.78619117,-15.834289,tegen,-3.1186068,-15.518801
1598,tegen,-0.82173175,-13.588633,tegen,-0.88014805,-13.888763,tegen,-2.2809663,-14.72902
1599,tegen,-4.5310698,-0.020577624,voor,-0.6002143,-13.469299,tegen,-1.5800393,-13.822816
