,gpt-4o-mini_de PVV_vote,gpt-4o-mini_de PVV_voor_lprob,gpt-4o-mini_de PVV_tegen_lprob,gpt-4o-mini_GroenLinks-PvdA_vote,gpt-4o-mini_GroenLinks-PvdA_voor_lprob,gpt-4o-mini_GroenLinks-PvdA_tegen_lprob,gpt-4o-mini_de VVD_vote,gpt-4o-mini_de VVD_voor_lprob,gpt-4o-mini_de VVD_tegen_lprob,gpt-4o-mini_het NSC_vote,gpt-4o-mini_het NSC_voor_lprob,gpt-4o-mini_het NSC_tegen_lprob,gpt-4o-mini_D66_vote,gpt-4o-mini_D66_voor_lprob,gpt-4o-mini_D66_tegen_lprob,gpt-4o-mini_de BBB_vote,gpt-4o-mini_de BBB_voor_lprob,gpt-4o-mini_de BBB_tegen_lprob,gpt-4o-mini_het CDA_vote,gpt-4o-mini_het CDA_voor_lprob,gpt-4o-mini_het CDA_tegen_lprob,gpt-4o-mini_het SP_vote,gpt-4o-mini_het SP_voor_lprob,gpt-4o-mini_het SP_tegen_lprob,gpt-4o-mini_de ChristenUnie_vote,gpt-4o-mini_de ChristenUnie_voor_lprob,gpt-4o-mini_de ChristenUnie_tegen_lprob,gpt-4o-mini_DENK_vote,gpt-4o-mini_DENK_voor_lprob,gpt-4o-mini_DENK_tegen_lprob,gpt-4o-mini_de PvdD_vote,gpt-4o-mini_de PvdD_voor_lprob,gpt-4o-mini_de PvdD_tegen_lprob,gpt-4o-mini_de SGP_vote,gpt-4o-mini_de SGP_voor_lprob,gpt-4o-mini_de SGP_tegen_lprob,gpt-4o-mini_FVD_vote,gpt-4o-mini_FVD_voor_lprob,gpt-4o-mini_FVD_tegen_lprob,gpt-4o-mini_Volt_vote,gpt-4o-mini_Volt_voor_lprob,gpt-4o-mini_Volt_tegen_lprob,gpt-4o-mini_JA21_vote,gpt-4o-mini_JA21_voor_lprob,gpt-4o-mini_JA21_tegen_lprob
1545,voor,-4.1705294,-10.045529,voor,-1.9104323,-16.410433,voor,-3.0348966,-10.784897,voor,-0.97459435,-15.724594,voor,-1.9103897,-16.660389,voor,-1.314049,-15.189049,voor,-3.5344539,-13.909454,voor,-1.9105203,-16.16052,voor,-1.5020704,-16.75207,voor,-3.7733142,-17.273314,voor,-1.9103885,-16.160389,voor,-1.7871761,-11.037176,voor,-2.2732172,-11.898217,voor,-1.1371235,-15.012123,voor,-2.0223196,-13.52232
1546,voor,-3.6640522,-13.039052,voor,-2.1270084,-14.127008,voor,-2.4641304,-15.83913,voor,-4.141081,-18.39108,voor,-2.1270115,-14.502011,voor,-3.0486646,-17.298664,voor,-3.7733104,-17.39831,voor,-3.288104,-17.663103,voor,-3.0486624,-15.048662,voor,-4.511091,-18.011091,voor,-4.3876853,-16.012686,voor,-2.8122854,-15.812285,voor,-4.2661715,-14.016171,voor,-2.3502908,-16.60029,voor,-3.4087455,-16.033745
1547,voor,-2.9309018,-14.555902,voor,-0.97418183,-14.474182,voor,-1.3133976,-11.688397,voor,-2.1270278,-14.3770275,voor,-0.826054,-13.951054,voor,-1.7015394,-13.826539,voor,-2.8120358,-15.187036,voor,-2.3503,-14.6003,voor,-1.5020267,-14.377027,voor,-3.048648,-15.548648,voor,-2.1270244,-13.752025,voor,-2.1270795,-16.377079,voor,-2.69522,-15.57022,voor,-2.3502889,-14.350289,voor,-3.1681244,-16.168125
1548,voor,-4.264707,-15.389707,voor,-1.313369,-15.313369,voor,-3.2881093,-17.663109,voor,-3.0486767,-15.9236765,voor,-2.3502898,-16.10029,voor,-1.9103171,-14.910317,voor,-3.5298097,-16.27981,voor,-3.0486724,-16.423672,voor,-2.1270106,-15.87701,voor,-2.3502867,-16.850286,voor,-4.0182066,-16.268208,voor,-3.048684,-17.173683,voor,-2.127015,-17.752014,voor,-1.3133717,-14.563372,voor,-3.2881033,-15.663103
1549,voor,-3.0547483,-13.804749,voor,-1.5020441,-13.502044,voor,-1.502327,-15.252327,voor,-2.350307,-17.475307,voor,-1.313366,-13.813366,voor,-2.1270654,-16.377066,voor,-2.3503077,-17.100307,voor,-1.9103405,-17.535341,voor,-1.9103316,-14.035332,voor,-3.04865,-14.67365,voor,-1.3133855,-13.563386,voor,-1.5029738,-15.002974,voor,-1.3146272,-15.064627,voor,-1.5020366,-16.877037,voor,-3.1681173,-16.793118
1550,voor,-4.0669703,-12.191971,voor,-2.3502805,-15.225281,voor,-1.8058581,-14.180858,voor,-2.350286,-14.3502865,voor,-1.7015092,-14.701509,voor,-2.8120673,-16.187067,voor,-3.5298038,-17.904804,voor,-2.5789664,-14.328966,voor,-2.3502955,-14.475295,voor,-3.2880926,-15.038093,voor,-3.0486524,-15.298653,voor,-2.6951315,-16.445131,voor,-3.412109,-14.537108,voor,-2.1270142,-13.627014,voor,-3.773342,-15.773342
1551,voor,-3.536556,-13.161556,voor,-1.1369653,-13.386965,voor,-2.5791457,-15.829145,voor,-2.1270227,-13.627023,voor,-1.9103014,-14.535301,voor,-1.9103178,-12.660317,voor,-3.529806,-14.654806,voor,-2.812041,-14.562041,voor,-2.578969,-15.328969,voor,-3.5298016,-16.154802,voor,-2.9299679,-12.929968,voor,-2.579403,-14.954403,voor,-3.4088006,-16.0338,voor,-1.3133515,-12.938352,voor,-4.1410923,-14.641092
1552,tegen,-6.371095,-8.746095,voor,-2.812424,-15.687424,tegen,-6.1214485,-9.1214485,voor,-4.1443963,-13.519397,voor,-3.2890706,-14.78907,voor,-3.6007311,-10.975731,voor,-4.073436,-11.573436,voor,-3.6523046,-14.777305,voor,-3.7781036,-13.153104,voor,-4.391213,-14.016213,voor,-3.776995,-14.026995,tegen,-4.8948565,-8.394856,tegen,-5.8379645,-8.462965,voor,-3.169139,-14.544139,tegen,-5.981785,-9.106785
1553,voor,-4.5139294,-14.388929,voor,-3.5298045,-15.654804,voor,-4.141132,-16.891132,voor,-4.018198,-18.393198,voor,-2.8120306,-15.562031,voor,-3.048669,-16.54867,voor,-4.018198,-17.768198,voor,-3.7733006,-17.2733,voor,-3.89564,-17.39564,voor,-4.387551,-16.26255,voor,-3.7732973,-17.898296,voor,-3.5299077,-16.404907,voor,-4.511189,-16.636189,voor,-3.0486526,-17.048653,voor,-4.5111055,-17.261105
1554,tegen,-10.010456,-9.135456,voor,-2.1271133,-16.502113,tegen,-4.277105,-9.527105,voor,-4.390453,-11.015453,voor,-2.8174965,-13.192496,voor,-4.524714,-9.7747135,voor,-3.324761,-11.19976,voor,-3.058322,-13.183322,voor,-2.824602,-12.699602,voor,-4.566457,-10.691457,voor,-2.6959834,-14.320983,tegen,-7.4043474,-9.029347,tegen,-10.262405,-9.387405,voor,-2.8140721,-13.689072,tegen,-5.672383,-9.297382
1555,voor,-4.3887506,-14.38875,voor,-1.1370348,-15.762034,voor,-2.1270404,-13.627041,voor,-1.502078,-15.627078,voor,-0.6932723,-15.068273,voor,-1.9103509,-15.535351,voor,-2.3503098,-15.475309,voor,-1.5020677,-16.002068,voor,-1.1370331,-15.512033,voor,-2.1270595,-17.37706,voor,-1.7015537,-15.951553,voor,-2.3503234,-14.600324,voor,-3.048668,-14.798668,voor,-0.97423387,-14.849234,voor,-2.8120553,-15.312056
1556,tegen,-9.3862295,-8.7612295,voor,-3.8626132,-10.112613,tegen,-8.265515,-8.765515,tegen,-8.520642,-8.270642,voor,-4.1209617,-9.995962,tegen,-5.315519,-8.440519,tegen,-5.4175625,-8.7925625,voor,-3.9340641,-10.809064,voor,-5.0400615,-9.040062,tegen,-5.14291,-8.76791,tegen,-5.275857,-8.025857,tegen,-6.9113865,-8.0363865,tegen,-9.635484,-8.510484,tegen,-5.2049904,-7.4549904,tegen,-7.905947,-8.405948
1557,voor,-3.6694036,-12.169403,voor,-3.6515062,-15.276506,voor,-4.1479115,-11.772912,voor,-4.7586856,-16.258686,voor,-3.5302742,-14.405274,voor,-4.0182514,-15.768251,voor,-4.8834786,-14.133479,voor,-4.018256,-15.768256,voor,-3.773376,-15.898376,voor,-4.8826723,-16.632673,voor,-4.2740655,-11.649066,voor,-3.1712384,-12.796238,voor,-4.3900757,-13.015076,voor,-2.8121684,-14.937168,voor,-4.635066,-14.135066
1558,tegen,-7.906576,-8.656576,voor,-3.9620526,-9.462052,tegen,-5.080283,-9.080283,voor,-5.2592826,-9.759282,voor,-4.670274,-9.795274,voor,-5.021501,-9.771501,tegen,-5.6982336,-9.323234,tegen,-5.145561,-8.520561,tegen,-4.8397155,-9.214715,voor,-5.54,-10.04,tegen,-6.338916,-8.338916,tegen,-5.3194556,-8.444455,tegen,-6.772724,-8.772724,tegen,-4.879664,-8.379663,tegen,-6.483402,-8.858401
1559,voor,-3.538396,-10.288396,voor,-2.695308,-15.695308,voor,-3.1910646,-12.191065,voor,-4.018513,-15.393513,voor,-3.4089184,-15.658918,voor,-3.5318346,-14.156835,voor,-3.6528628,-14.902863,voor,-3.0490162,-15.299016,voor,-3.5300694,-15.655069,voor,-4.1412997,-15.641299,voor,-4.1509976,-13.025998,voor,-2.7370021,-11.237002,voor,-3.5086668,-10.883667,voor,-3.0492718,-14.799272,voor,-4.152325,-12.527326
1560,voor,-3.0498445,-15.049845,voor,-3.0486462,-15.923646,voor,-2.350327,-16.350327,voor,-4.0182066,-18.268208,voor,-2.5789678,-15.578968,voor,-3.2881198,-16.91312,voor,-2.578966,-14.703966,voor,-2.578972,-14.203972,voor,-2.5789723,-15.703972,voor,-3.048648,-15.548648,voor,-2.57898,-14.5789795,voor,-2.5790768,-16.329077,voor,-3.0486732,-16.673674,voor,-2.3502858,-16.975286,voor,-4.018204,-17.643204
1561,voor,-3.1476126,-11.397613,voor,-1.9103626,-11.160362,voor,-2.4661858,-13.966186,voor,-2.9299603,-13.42996,voor,-2.5789576,-13.578958,voor,-2.1270506,-12.25205,voor,-3.168073,-12.668073,voor,-2.350299,-12.600299,voor,-2.8120391,-14.187039,voor,-3.5298316,-16.65483,voor,-3.7733045,-13.273305,voor,-1.9128048,-13.787805,voor,-3.7780027,-12.778003,voor,-1.5020452,-11.502045,voor,-3.7735538,-15.148554
1562,voor,-4.1457515,-13.395751,voor,-1.1370031,-15.512003,voor,-2.350308,-14.475307,voor,-1.9103625,-15.535362,voor,-1.7015188,-16.076519,voor,-3.2881093,-15.78811,voor,-3.048651,-16.04865,voor,-2.8120437,-16.187044,voor,-2.1270072,-15.1270075,voor,-3.0486572,-16.548656,voor,-2.8120422,-15.437042,voor,-1.9103364,-13.9103365,voor,-4.2642307,-17.63923,voor,-1.1369909,-14.011991,voor,-3.8956022,-15.770602
1563,voor,-4.387633,-16.262632,voor,-2.127016,-16.377016,voor,-3.2881029,-15.913103,voor,-3.5298116,-18.404812,voor,-2.3502822,-16.475283,voor,-3.4087105,-15.5337105,voor,-3.0486426,-16.048643,voor,-3.5298095,-17.40481,voor,-3.2881033,-17.163103,voor,-2.3502946,-16.725294,voor,-2.812034,-16.437035,voor,-2.9299586,-14.804958,voor,-3.0486462,-14.798646,voor,-1.5020256,-15.627026,voor,-3.7733064,-16.523306
1564,voor,-2.9340973,-13.434097,voor,-3.168085,-16.918085,voor,-3.2893355,-14.164335,voor,-3.7733207,-17.273321,voor,-1.7015152,-14.326515,voor,-3.529859,-16.40486,voor,-3.1680884,-13.793089,voor,-3.0486796,-17.17368,voor,-3.0486648,-14.173665,voor,-3.6513817,-17.151382,voor,-3.8959572,-15.145957,voor,-2.9302804,-15.055281,voor,-2.465032,-14.715032,voor,-2.127046,-16.127047,voor,-4.0182943,-15.768294
1565,voor,-3.6542768,-13.529277,voor,-2.5789814,-12.703981,voor,-3.8975484,-13.522549,voor,-2.9300363,-16.180037,voor,-3.651405,-16.651405,voor,-3.2882345,-15.788235,voor,-3.6515157,-16.026516,voor,-3.5298555,-16.654856,voor,-3.529881,-16.27988,voor,-4.0182233,-17.393223,voor,-3.6514246,-16.151424,voor,-3.2896624,-13.789662,voor,-4.2646723,-14.389672,voor,-2.5789812,-15.953981,voor,-4.264813,-14.139812
1566,tegen,-8.637203,-8.637203,tegen,-7.0493445,-8.424345,tegen,-8.890808,-8.265808,tegen,-8.895343,-8.395343,tegen,-9.510889,-8.260889,tegen,-7.534717,-8.409718,tegen,-9.756426,-8.756426,tegen,-7.7790823,-7.7790823,tegen,-8.638972,-8.138972,tegen,-9.260198,-7.885198,tegen,-8.765925,-8.015925,tegen,-8.637609,-8.262609,tegen,-8.142749,-8.517749,tegen,-9.893786,-7.5187864,tegen,-8.887722,-8.512722
1567,tegen,-4.419149,-9.169149,voor,-2.0186076,-14.768607,voor,-3.954045,-9.329045,voor,-3.6527438,-14.027744,voor,-2.9321964,-13.932197,voor,-3.1780496,-12.428049,voor,-3.2978723,-12.797873,voor,-2.695999,-14.195999,voor,-3.5408146,-12.915814,voor,-4.141184,-16.141184,voor,-3.3013258,-11.801326,voor,-2.8802817,-10.630281,voor,-4.179639,-11.179639,voor,-3.1725874,-12.672587,voor,-3.8074255,-11.0574255
1568,voor,-3.418476,-12.793476,voor,-2.5789707,-13.828971,voor,-3.7739751,-14.273975,voor,-3.0486815,-16.923681,voor,-2.8120415,-13.687041,voor,-3.6514313,-16.276432,voor,-3.7733953,-16.273396,voor,-3.2881176,-14.788117,voor,-3.2881305,-13.788131,voor,-3.8956058,-17.895605,voor,-4.387647,-16.137648,voor,-2.9310024,-14.056003,voor,-3.775258,-13.775258,voor,-2.1270428,-16.752043,voor,-4.14136,-15.141359
1569,voor,-4.1439486,-13.643949,voor,-2.812051,-13.812051,voor,-3.409173,-14.909173,voor,-2.5789986,-16.828999,voor,-2.9299667,-13.304967,voor,-3.0486903,-16.92369,voor,-3.5298295,-14.02983,voor,-3.2881217,-14.163122,voor,-3.1680841,-13.793084,voor,-3.7733128,-14.148313,voor,-3.8956501,-16.39565,voor,-2.5792181,-15.079218,voor,-4.3877177,-15.512718,voor,-2.1271064,-16.127106,voor,-3.5301695,-14.9051695
1570,voor,-3.40947,-13.90947,voor,-1.3133376,-13.563337,voor,-2.57908,-14.95408,voor,-3.5298073,-14.779807,voor,-1.9103028,-13.535303,voor,-1.5020456,-12.377046,voor,-2.5789592,-13.703959,voor,-2.3502927,-14.350293,voor,-3.048679,-13.048679,voor,-3.895585,-15.270585,voor,-3.1680715,-12.918072,voor,-1.9104896,-10.53549,voor,-3.7735105,-14.023511,voor,-1.502031,-11.877031,voor,-3.8956325,-15.520633
1571,voor,-3.7941747,-10.669175,voor,-1.1369936,-11.886993,voor,-2.7162075,-12.2162075,voor,-3.5298285,-17.279829,voor,-2.8120458,-17.062046,voor,-2.9303143,-15.180314,voor,-3.4089096,-16.158909,voor,-2.3503077,-17.100307,voor,-2.1270678,-16.377068,voor,-4.018211,-17.643211,voor,-2.929996,-16.429996,voor,-2.3548398,-13.104839,voor,-4.147994,-12.897994,voor,-1.5020812,-15.627081,voor,-3.289961,-13.914961
1572,tegen,-10.384952,-9.259952,tegen,-10.137803,-8.387803,tegen,-11.909036,-9.284036,tegen,-11.379705,-8.629705,tegen,-11.393813,-8.893813,tegen,-9.635488,-8.635488,tegen,-13.004889,-9.504889,tegen,-10.635034,-8.510034,tegen,-13.00346,-9.12846,tegen,-11.379162,-8.754162,tegen,-8.412738,-8.662738,tegen,-11.758996,-9.133996,tegen,-12.261317,-9.386317,tegen,-11.799685,-8.424685,tegen,-12.127961,-9.252961
1573,tegen,-5.3700147,-9.245015,voor,-2.930598,-14.930598,voor,-3.238079,-11.113079,voor,-4.265419,-14.140419,voor,-3.1685317,-15.293531,voor,-4.424304,-11.299304,voor,-3.3024573,-12.677457,voor,-2.697514,-13.947515,voor,-3.5304875,-14.655488,voor,-3.9009025,-13.525903,voor,-2.9339845,-13.433985,voor,-2.9849393,-10.85994,tegen,-5.31058,-8.935579,voor,-2.8130429,-14.438043,voor,-4.4906306,-10.24063
1574,voor,-3.048777,-15.798777,voor,-1.7015058,-16.576506,voor,-2.1270468,-12.627047,voor,-2.8120434,-16.437044,voor,-1.3133504,-15.813351,voor,-2.3502893,-15.475289,voor,-2.5789547,-16.203955,voor,-2.8120368,-16.187037,voor,-1.7015165,-15.826516,voor,-3.0486457,-16.673645,voor,-2.3502903,-15.85029,voor,-2.1270201,-14.75202,voor,-3.529862,-16.154861,voor,-1.9103221,-15.035322,voor,-3.5298066,-16.279806
1575,voor,-4.5447707,-11.544771,voor,-0.6932704,-15.693271,voor,-3.1681354,-16.418135,voor,-1.9103358,-15.035336,voor,-0.8260489,-15.451049,voor,-3.288101,-13.913101,voor,-2.8120282,-15.187028,voor,-2.3502889,-16.350288,voor,-2.35028,-16.10028,voor,-1.9103206,-15.91032,voor,-1.7015259,-15.701526,voor,-2.2380435,-15.988044,voor,-2.8121364,-16.062136,voor,-1.136986,-14.261986,voor,-3.7733078,-17.273308
1576,voor,-3.42963,-12.17963,voor,-3.1680682,-14.043068,voor,-2.4655726,-14.090572,voor,-2.8120415,-13.812041,voor,-2.3502896,-12.975289,voor,-2.9300103,-15.680011,voor,-2.5790095,-16.70401,voor,-2.9299703,-17.17997,voor,-2.127027,-13.002027,voor,-3.2881002,-14.6631,voor,-3.4087558,-16.283756,voor,-2.4642477,-15.464248,voor,-4.1413956,-15.141396,voor,-2.8120477,-16.187048,voor,-3.5298743,-16.154875
1577,voor,-3.8958657,-15.520865,voor,-1.5020204,-14.37702,voor,-1.3135432,-15.813543,voor,-3.048649,-15.173649,voor,-2.1269987,-15.626999,voor,-1.701499,-14.576499,voor,-2.5789557,-15.453956,voor,-2.3502843,-15.475285,voor,-0.6932757,-14.943275,voor,-2.1270077,-15.1270075,voor,-2.1270115,-13.627011,voor,-1.50207,-11.87707,voor,-2.1270752,-16.252075,Voor,-0.8260406,-12.82604,voor,-2.5789702,-17.32897
1578,voor,-3.2887366,-15.538736,voor,-2.5789452,-15.953945,voor,-2.350322,-15.975322,voor,-1.9103179,-14.785318,voor,-2.5789433,-16.328943,voor,-2.35029,-15.10029,voor,-3.0486412,-16.173641,voor,-2.3502738,-14.850274,voor,-3.5298002,-15.5298,voor,-3.2880871,-17.288088,voor,-3.0486412,-15.423641,voor,-2.3503215,-17.10032,voor,-2.8120418,-13.937042,voor,-1.9103037,-14.285304,voor,-3.5298097,-14.90481
1579,voor,-2.9305742,-15.555574,voor,-1.5020387,-12.752039,voor,-2.6954844,-15.445484,voor,-1.3133987,-13.688398,Voor,-0.97419256,-14.349193,voor,-0.69329816,-14.818298,voor,-2.1270134,-14.502013,Voor,-0.82610255,-13.451102,voor,-1.1369834,-14.261984,voor,-0.97422963,-14.09923,Voor,-0.8260773,-13.576077,voor,-1.1369969,-13.136997,voor,-2.8120534,-16.812054,voor,-0.6932877,-12.818288,voor,-2.3502998,-13.6003
1580,voor,-4.759828,-14.884829,voor,-1.9102998,-15.035299,voor,-3.7733102,-17.64831,voor,-2.5789628,-16.328962,voor,-2.812034,-16.437035,voor,-2.127051,-13.752051,voor,-4.141077,-16.766077,voor,-3.0486553,-16.423655,voor,-3.5297987,-17.029799,voor,-4.3875465,-17.637547,voor,-2.5789661,-14.578966,voor,-3.0487168,-16.173717,voor,-4.7587132,-16.633713,voor,-2.1270072,-17.502007,voor,-5.0067534,-16.756754
1581,voor,-4.1413646,-15.891364,voor,-2.35027,-15.72527,voor,-2.3503144,-12.975314,voor,-3.7733178,-17.648317,voor,-1.7015215,-15.576522,voor,-2.5789769,-15.828977,voor,-3.7732954,-15.898295,voor,-3.2881012,-16.163101,voor,-2.8120391,-16.437038,voor,-3.7732937,-17.273294,voor,-3.048655,-15.5486555,voor,-3.0486877,-16.923687,voor,-4.387567,-17.262568,voor,-1.7015066,-14.576507,voor,-4.141086,-15.016086
1582,voor,-4.158122,-9.658122,voor,-3.5298758,-16.279877,voor,-3.4111667,-13.786166,voor,-4.511111,-17.13611,voor,-2.8120432,-13.937043,voor,-4.018392,-15.143392,voor,-3.0487554,-16.173756,voor,-3.408748,-16.408749,voor,-2.9303014,-15.180302,voor,-3.1681008,-16.5431,voor,-3.7736678,-14.523667,voor,-3.1697824,-13.544783,voor,-3.6546822,-13.279682,voor,-3.048682,-17.048681,voor,-4.3878007,-14.762801
1583,voor,-3.7003868,-11.575387,voor,-2.9300005,-16.805,voor,-3.2917345,-13.916735,voor,-4.882669,-17.25767,voor,-2.3503203,-16.72532,voor,-2.3503377,-16.725338,voor,-3.2882404,-16.66324,voor,-3.2881439,-17.038143,voor,-2.6952028,-15.820203,voor,-4.018206,-17.143206,voor,-3.7744958,-14.524496,voor,-3.051194,-13.551194,voor,-4.2674584,-13.517459,voor,-2.5789964,-15.453997,voor,-3.048982,-15.048982
1584,tegen,-11.270858,-10.145858,tegen,-14.283834,-9.908834,tegen,-12.264346,-10.639346,tegen,-12.523423,-9.898423,tegen,-13.276511,-9.901511,tegen,-10.445356,-10.070356,tegen,-11.89846,-10.39846,tegen,-13.2041235,-9.9541235,tegen,-10.964201,-10.089201,tegen,-13.756094,-10.256094,tegen,-13.418218,-9.918218,tegen,-9.339457,-9.714457,tegen,-13.158815,-10.283815,tegen,-12.785516,-9.535516,tegen,-13.033852,-10.408852
1585,voor,-3.5339804,-10.65898,voor,-1.5020432,-15.252043,voor,-2.127114,-16.377113,voor,-1.9103291,-14.160329,voor,-0.9741927,-14.224193,voor,-2.350339,-16.725338,voor,-1.9103296,-14.28533,voor,-1.3133901,-14.43839,voor,-0.97419995,-13.0992,voor,-1.502049,-15.1270485,voor,-1.701529,-13.826529,voor,-2.238023,-15.988023,voor,-3.9081688,-12.283169,voor,-0.69331783,-13.068317,voor,-3.0486934,-16.298693
1586,tegen,-5.571511,-8.571511,voor,-3.6519375,-14.5269375,voor,-3.9442759,-10.569276,voor,-5.506652,-13.006652,voor,-4.267894,-13.017894,voor,-4.7685285,-12.143529,voor,-4.0250187,-12.650019,voor,-4.024289,-12.274289,voor,-3.7736368,-14.523637,voor,-5.3797946,-15.629795,voor,-4.8851857,-13.260185,voor,-4.467458,-8.342458,voor,-5.32543,-10.20043,voor,-3.8967228,-13.146723,voor,-4.77136,-11.64636
1587,tegen,-7.044572,-8.669572,voor,-4.283105,-8.283105,tegen,-4.666849,-8.416849,tegen,-7.9343243,-7.9343243,tegen,-5.4054995,-8.030499,voor,-3.6441183,-8.894118,tegen,-5.981763,-8.481763,voor,-3.1232312,-10.248231,tegen,-4.779182,-8.2791815,tegen,-5.647729,-8.397729,tegen,-4.443671,-8.068671,voor,-3.2975705,-9.42257,tegen,-7.2948246,-8.044825,tegen,-5.477316,-7.352316,tegen,-6.3919525,-8.0169525
1588,voor,-4.2824326,-11.657433,voor,-1.7014973,-13.076497,voor,-3.530073,-13.905073,voor,-3.5298092,-17.52981,voor,-1.910312,-13.535312,voor,-3.168107,-16.043106,voor,-3.6514103,-16.151411,voor,-3.0486484,-14.798649,voor,-3.5298114,-15.904811,voor,-4.264209,-15.389209,voor,-4.264292,-14.889292,voor,-3.16878,-13.29378,voor,-4.5121784,-12.512178,voor,-2.1270165,-13.002017,voor,-4.1411357,-15.641135
1589,tegen,-7.5466037,-8.546603,voor,-3.7371507,-8.23715,tegen,-9.259489,-8.634489,tegen,-7.8948197,-8.019819,tegen,-8.053848,-7.928848,tegen,-8.405502,-8.030502,tegen,-8.772221,-8.272221,voor,-3.808394,-9.0583935,tegen,-6.4168005,-8.1668005,tegen,-8.307891,-8.182891,voor,-4.027714,-9.527714,tegen,-8.268068,-8.018068,tegen,-9.020789,-8.395789,tegen,-9.027696,-7.4026957,tegen,-9.642976,-8.267976
1590,tegen,-11.25912,-9.25912,tegen,-9.521621,-8.646621,tegen,-11.268459,-9.143459,tegen,-9.512084,-8.512084,tegen,-11.635196,-8.635196,tegen,-10.77679,-8.65179,tegen,-12.014392,-9.389392,tegen,-10.39404,-8.51904,tegen,-11.385226,-8.635226,tegen,-13.003534,-8.628534,tegen,-11.023877,-8.523877,tegen,-11.386474,-8.511474,tegen,-12.379511,-8.629511,tegen,-11.293878,-8.043878,tegen,-12.508893,-9.133893
1591,tegen,-7.1609373,-9.160937,voor,-1.9103062,-14.660306,voor,-2.1270692,-16.12707,voor,-3.288104,-15.913104,voor,-2.3502707,-15.35027,voor,-2.350303,-16.725304,voor,-2.3502743,-13.975274,voor,-2.350292,-15.225292,voor,-2.3502884,-13.600288,voor,-3.2880905,-16.41309,voor,-1.9103268,-14.535327,voor,-3.9626691,-9.587669,tegen,-6.0943365,-9.0943365,voor,-1.7015116,-17.201511,voor,-3.6514409,-16.151442
1592,voor,-1.5024916,-14.752492,Voor,-0.9742051,-13.474205,voor,-0.9742648,-16.724264,voor,-0.97424805,-13.224248,voor,-0.9742091,-13.224209,voor,-0.82609653,-12.201097,voor,-0.8260954,-12.451096,voor,-1.5020503,-17.87705,voor,-1.7015209,-17.70152,voor,-1.3133937,-14.313394,Voor,-0.97423553,-13.974236,voor,-0.82612056,-16.70112,voor,-1.9104316,-16.91043,Voor,-0.82610583,-12.451106,voor,-2.3503237,-17.350323
1593,voor,-3.98428,-10.85928,voor,-2.127025,-12.502025,voor,-3.1755939,-13.050594,voor,-4.1411247,-16.641125,voor,-2.5789766,-12.953977,voor,-2.3507135,-15.100714,voor,-4.1412873,-15.516288,voor,-3.5298352,-16.654835,voor,-2.695094,-11.695094,voor,-4.3876553,-16.137655,voor,-4.0207257,-13.520725,voor,-2.9408286,-12.440828,voor,-4.6685724,-11.043572,voor,-3.7733448,-16.398344,voor,-4.141925,-14.141925
1594,voor,-2.9303794,-16.05538,voor,-1.9103167,-15.035316,voor,-1.5020429,-14.002043,voor,-3.2881048,-17.913105,voor,-1.5020049,-15.252005,voor,-2.350293,-15.225293,voor,-2.578966,-15.078966,voor,-1.9103159,-14.2853155,voor,-3.0486531,-15.298653,voor,-2.812029,-17.187029,voor,-3.0486562,-14.423656,voor,-2.9299722,-16.804972,voor,-3.2880974,-15.038097,voor,-1.9103057,-17.660305,voor,-3.2881103,-15.03811
1595,voor,-3.1978803,-11.947881,voor,-0.826055,-13.951055,voor,-1.9115596,-14.41156,voor,-2.1270201,-13.75202,voor,-1.1370038,-12.512004,voor,-1.502078,-11.627078,voor,-2.4641001,-16.2141,voor,-1.9103334,-13.285334,voor,-2.350303,-13.225303,voor,-2.5789804,-16.95398,voor,-1.5020874,-11.752088,voor,-2.0180287,-15.018029,voor,-3.6573465,-12.782347,voor,-1.9103141,-16.910315,voor,-4.0183907,-15.268391
1596,voor,-4.3890834,-14.139083,voor,-2.812044,-17.312044,voor,-3.8956811,-16.145681,voor,-3.7733173,-17.773317,voor,-3.2881002,-14.9131,voor,-3.7733388,-16.773338,voor,-4.0182185,-17.393219,voor,-4.141092,-18.016092,voor,-3.0486627,-14.798663,voor,-4.1410832,-17.766083,voor,-4.2642584,-16.38926,voor,-3.895878,-14.895878,voor,-4.018836,-14.768836,voor,-2.3503072,-16.975307,voor,-5.006778,-16.881779
1597,voor,-3.4350548,-12.685055,voor,-2.127018,-13.127018,voor,-2.4650867,-14.590087,voor,-3.5298593,-16.65486,voor,-1.9103804,-16.28538,voor,-2.238135,-15.613135,voor,-2.8120825,-16.937082,voor,-1.9105631,-15.910563,voor,-1.9104209,-16.285421,voor,-3.8956375,-17.020638,voor,-4.1443033,-13.394303,voor,-2.4648387,-14.589839,voor,-3.532679,-13.53268,voor,-2.578981,-15.95398,voor,-3.8958385,-15.395839
1598,voor,-4.0755334,-10.075534,voor,-3.5298703,-16.529871,voor,-3.4139524,-13.038953,voor,-5.0067706,-17.256771,voor,-3.5299113,-16.029911,voor,-4.3876247,-16.262625,voor,-3.5302474,-15.280248,voor,-4.5111103,-17.26111,voor,-3.773351,-16.523352,voor,-5.130979,-17.13098,voor,-4.3876595,-15.63766,voor,-3.2991118,-12.299112,voor,-6.130852,-12.755852,voor,-3.7733064,-16.773306,voor,-4.758778,-15.508778
