,id,title,link,date,indieners (leden),indieners (partijen),PVV,GroenLinks-PvdA,VVD,NSC,D66,BBB,CDA,SP,ChristenUnie,DENK,PvdD,SGP,FVD,Volt,JA21,moties_volledig
1478.0,2023D22567,Nader gewijzigde motie van het lid Dassen c.s. over een plan van aanpak om het integriteitsbeleid binnen bestuurslagen zo nodig te harmoniseren en te versterken (t.v.v. 28844-257),/kamerstukken/moties/detail?id=2023Z09405&did=2023D22567,30 mei 2023,[],[],1,1,1,,1,1,1,1,1,1,1,1,-1,1,1,"verzoekt de Minister om na de gesprekken en in samenspraak met IPO, VNG en UvW over het integriteitsbeleid van decentrale overheden, met een plan van aanpak te komen om het integriteitsbeleid binnen bestuurs-lagen zo nodig te harmoniseren en te versterken, en hierover voor het einde van dit kalenderjaar aan de Kamer te rapporteren,"
1479.0,2023D22776,Nader gewijzigde motie van het lid Martin Bosma over het opzetten van een parlementair onderzoek naar de banden tussen D66 en Dröge & van Drimmelen (t.v.v. 28844-255),/kamerstukken/moties/detail?id=2023Z09505&did=2023D22776,30 mei 2023,[],[],1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,verzoekt het Presidium tot het opzetten van een parlementair onderzoek naar de banden tussen D66 en Dröge en Van Drimmelen – nu Publyon;
1480.0,2023D22492,Gewijzigde motie van de leden Bisschop en Beertema over verkennen hoe indicatoren als de H-index een meer evenwichtige plaats in het Strategie Evaluatie Protocol kunnen krijgen (t.v.v. 31288-1047),/kamerstukken/moties/detail?id=2023Z09389&did=2023D22492,30 mei 2023,[],[],1,-1,-1,,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,"verzoekt de regering met de verantwoordelijken voor het Strategisch evaluatieprotocol te verkennen hoe indicatoren zoals de H-index een meer evenwichtige plaats in het protocol kunnen krijgen,"
1481.0,2023D22764,Gewijzigde motie van het lid Dijk over in kaart brengen wat de mogelijke gevolgen zijn als artikel 296 uit het Wetboek van Strafrecht wordt gehaald (t.v.v. 36326-3),/kamerstukken/moties/detail?id=2023Z09498&did=2023D22764,30 mei 2023,[],[],-1,1,1,,1,1,-1,1,-1,-1,1,-1,-1,1,-1,verzoekt de regering om in kaart te brengen wat de mogelijke gevolgen zijn als Artikel 296 uit het Wetboek van Strafrecht wordt gehaald en dit schriftelijk met de Kamer te delen;
1482.0,2023D22992,Motie van het lid Mohandis c.s. over afzien van de aanwijzing aan de NZa inzake de ombuiging verpleeghuisuitgaven,/kamerstukken/moties/detail?id=2023Z09588&did=2023D22992,30 mei 2023,"['Mohammed Mohandis', 'Jimmy Dijk', 'Fleur Agema']","['PvdA', 'SP', 'PVV']",1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,1,"verzoekt de regering af te zien van de aanwijzing aan de NZa inzake de ombuiging verpleeghuisuitgaven ten gevolge van de doorontwikkeling van het Kwaliteitskader Verpleeghuiszorg, die oploopt van 100 miljoen in 2024 tot 350 miljoen structureel vanaf 2026,"
1483.0,2023D22262,Motie van de leden Thijssen en Kröger over inzichtelijk maken in hoeverre de financiële steun uit het Klimaatfonds aan de industrie doelmatig en noodzakelijk is,/kamerstukken/moties/detail?id=2023Z09282&did=2023D22262,25 mei 2023,"['Joris Thijssen', 'Suzanne Kröger']","['PvdA', 'GroenLinks']",1,1,-1,,1,1,-1,1,1,1,1,1,-1,1,-1,"verzoekt de regering om inzichtelijk te maken in hoeverre de financiële steun uit het Klimaatfonds aan de industrie doelmatig en noodzakelijk is,"
1484.0,2023D22225,Motie van de leden Boucke en Van der Graaf over een zwaar verhoogd tarief voor of een verbod op fossiele privépassagiersvluchten op korte afstanden,/kamerstukken/moties/detail?id=2023Z09250&did=2023D22225,25 mei 2023,[],[],-1,1,-1,1,1,-1,1,1,1,-1,1,1,-1,1,-1,"verzoekt de regering om in gesprek te gaan met de buurlanden en zich tevens op EU-niveau in te zetten om tot een zwaar verhoogd tarief voor of een verbod op fossiele privépassagiersvliegtuigen op korte afstanden te komen,"
1485.0,2023D22191,"Motie van de leden Van Ginneken en Van der Graaf over de mogelijkheden, belemmeringen en kosten van het aan minima ter beschikking stellen van vervoersbewijzen",/kamerstukken/moties/detail?id=2023Z09224&did=2023D22191,25 mei 2023,[],[],1,1,-1,,1,1,-1,1,1,1,1,1,1,1,-1,"verzoekt de regering de mogelijkheden, belemmeringen en kosten inzichtelijk te maken van het aan minima ter beschikking stellen van vervoersbewijzen voor de NS en voor het streekvervoer,"
1486.0,2023D22483,Motie van het lid Van der Plas c.s. over een plek in de plenaire zaal voor een vlag met de beeltenissen van de twaalf provincies die deel uitmaken van Nederland,/kamerstukken/moties/detail?id=2023Z09382&did=2023D22483,25 mei 2023,['Caroline van der Plas'],['BBB'],1,1,-1,,-1,1,1,-1,-1,-1,-1,-1,1,1,1,"verzoekt het Presidium om in de plenaire zaal een plek aan te wijzen voor een vlag met de beeltenissen van de twaalf provincies die deel uitmaken van Nederland,"
1487.0,2023D22481,Motie van de leden Dassen en Van der Lee over het spitzenkandidatensysteem voor de Europese verkiezingen van 2024 in werking laten treden,/kamerstukken/moties/detail?id=2023Z09380&did=2023D22481,25 mei 2023,"['Laurens Dassen', 'Tom van der Lee']","['Volt', 'GroenLinks']",-1,1,-1,,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,"verzoekt de regering zich in Europees verband in te zetten om het spitzenkandidatensysteem voor de Europese verkiezingen van 2024 in werking te laten treden,"
1488.0,2023D22477,Motie van het lid Van der Lee c.s. over de inkomsten voor de Russische staat verder afknijpen door nadrukkelijker te kijken naar sancties tegen de nucleaire-energiesector,/kamerstukken/moties/detail?id=2023Z09376&did=2023D22477,25 mei 2023,"['Tom van der Lee', 'Kati Piri', 'Laurens Dassen']","['GroenLinks', 'PvdA', 'Volt']",-1,1,1,,1,1,1,1,1,1,1,1,-1,1,-1,"verzoekt het kabinet ervoor te pleiten de inkomsten voor de Russische staat verder af te knijpen door nadrukkelijker te kijken naar sancties tegen de nucleaire-energiesector,"
1489.0,2023D22482,Motie van het lid Dassen over pleiten voor het volledig afschaffen van het vetorecht,/kamerstukken/moties/detail?id=2023Z09381&did=2023D22482,25 mei 2023,['Laurens Dassen'],['Volt'],-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,"verzoekt de regering te pleiten voor het volledig afschaffen van het vetorecht,"
1490.0,2023D22479,Motie van de leden Van der Lee en Piri over onderzoeken hoe Nederland proactief kan deelnemen aan de Europese alliantie voor batterijen,/kamerstukken/moties/detail?id=2023Z09378&did=2023D22479,25 mei 2023,"['Tom van der Lee', 'Kati Piri']","['GroenLinks', 'PvdA']",-1,1,1,,1,-1,1,1,1,1,1,1,-1,1,-1,"verzoekt de regering te onderzoeken hoe Nederland proactief kan deelnemen aan de Europese Batterijen Alliantie,"
1491.0,2023D22471,Motie van het lid Maeijer over ons vetorecht op het gebied van buitenlandbeleid volledig behouden,/kamerstukken/moties/detail?id=2023Z09370&did=2023D22471,25 mei 2023,['Vicky Maeijer'],['PVV'],1,-1,-1,,-1,1,-1,1,-1,-1,1,1,1,-1,1,"verzoekt de regering om ons vetorecht op het gebied van buitenland-beleid volledig te behouden,"
1492.0,2023D22467,Motie van het lid Van Wijngaarden c.s. over een plan hoe Nederland zijn representativiteit van ambtenaren in EU-instellingen kan vergroten,/kamerstukken/moties/detail?id=2023Z09366&did=2023D22467,25 mei 2023,"['Tom van der Lee', 'Caroline van der Plas']","['GroenLinks', 'BBB']",-1,1,1,,1,1,1,1,1,1,1,1,-1,1,1,"verzoekt de regering in kaart te brengen hoe omliggende landen (met name Frankrijk, Duitsland en Finland) hun belangen in EU-instellingen behartigen, hoe Nederland van deze landen kan leren, deze best practices over te nemen en een plan op te stellen hoe Nederland zijn representati-viteit van ambtenaren in de EU-instellingen kan vergroten, en ernaar te streven de Kamer hierover nog dit jaar te rapporteren,"
1493.0,2023D22472,Motie van de leden Maeijer en Wilders over geen F-16-vliegtuigen aan Oekraïne leveren,/kamerstukken/moties/detail?id=2023Z09371&did=2023D22472,25 mei 2023,"['Vicky Maeijer', 'Geert Wilders']","['PVV', 'PVV']",1,-1,-1,,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,"verzoekt de regering geen F-16-vliegtuigen aan Oekraïne te leveren,"
1494.0,2023D22475,Motie van het lid Futselaar over afzien van de gekozen weg en het unanimiteitsbeginsel bepleiten binnen het Gemeenschappelijk Veiligheids- en Defensiebeleid,/kamerstukken/moties/detail?id=2023Z09374&did=2023D22475,25 mei 2023,[],[],1,-1,-1,,-1,1,-1,1,-1,-1,1,1,1,-1,1,"verzoekt de regering af te zien van de gekozen weg en het unanimiteitsbe-ginsel te bepleiten binnen het GVDB,"
1495.0,2023D22293,Motie van de leden Van der Lee en Nijboer over het niet doorzetten van de verkoop van TenneT Duitsland,/kamerstukken/moties/detail?id=2023Z09296&did=2023D22293,25 mei 2023,['Tom van der Lee'],['GroenLinks'],-1,1,-1,,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,"verzoekt de regering de verkoop van TenneT Duitsland niet door te zetten,"
1496.0,2023D22473,Motie van het lid Maeijer over geen stappen zetten richting uitbreiding van de Europese Unie,/kamerstukken/moties/detail?id=2023Z09372&did=2023D22473,25 mei 2023,['Vicky Maeijer'],['PVV'],1,-1,-1,,-1,1,-1,1,-1,-1,1,1,1,-1,1,"verzoekt de regering geen stappen te zetten richting uitbreiding van de Europese Unie,"
1497.0,2023D22468,Motie van de leden Sjoerdsma en Dassen over de Europese vlag in de plenaire zaal plaatsen,/kamerstukken/moties/detail?id=2023Z09367&did=2023D22468,25 mei 2023,['Laurens Dassen'],['Volt'],-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,"verzoekt het Presidium om naast de Nederlandse ook de Europese vlag te plaatsen in de plenaire zaal,"
1498.0,2023D22470,Motie van het lid Maeijer over niet meegaan in een verdere integratie richting een politieke unie,/kamerstukken/moties/detail?id=2023Z09369&did=2023D22470,25 mei 2023,['Vicky Maeijer'],['PVV'],1,-1,-1,,-1,1,-1,1,-1,-1,1,1,1,-1,1,"verzoekt de regering om zolang Nederland nog deel uitmaakt van de Europese Unie niet mee te gaan in verdere integratie richting een politieke unie en in te zetten op het behouden en terughalen van onze nationale bevoegdheden,"
1499.0,2023D22469,Motie van het lid Maeijer over een Nederlands vertrek uit de Europese Unie aankondigen,/kamerstukken/moties/detail?id=2023Z09368&did=2023D22469,25 mei 2023,['Vicky Maeijer'],['PVV'],1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,"verzoekt de regering een nexit, een Nederlands vertrek uit de Europese Unie, aan te kondigen,"
1500.0,2023D22255,Motie van de leden Erkens en Boucke over een plan van aanpak om de verwerking van grondstoffen die cruciaal zijn voor de energietransitie naar Nederland te halen,/kamerstukken/moties/detail?id=2023Z09276&did=2023D22255,25 mei 2023,['Silvio Erkens'],['VVD'],-1,1,1,,1,1,-1,1,1,1,-1,1,-1,1,1,"verzoekt de regering om op korte termijn een plan van aanpak te maken om de verwerking van grondstoffen die cruciaal zijn voor de energietran-sitie naar Nederland te halen en de Kamer daarover te informeren uiterlijk eind 2023,"
1501.0,2023D22252,Motie van het lid Boucke over de mogelijkheden onderzoeken om met wetgeving te waarborgen dat Tata Steel zo snel mogelijk overgaat tot groenstaalproductie,/kamerstukken/moties/detail?id=2023Z09275&did=2023D22252,25 mei 2023,[],[],-1,1,1,,1,1,1,1,1,1,-1,1,-1,1,-1,"verzoekt de regering om te onderzoeken welke mogelijkheden er zijn om met wetgeving te waarborgen dat Tata Steel zo snel als mogelijk overgaat tot groenstaalproductie,"
1502.0,2023D22264,Motie van de leden Thijssen en Kröger over definitieve keuzes over de toekomst van de industrie integraal onderdeel laten zijn van het Nationaal Plan Energiesysteem,/kamerstukken/moties/detail?id=2023Z09283&did=2023D22264,25 mei 2023,"['Joris Thijssen', 'Suzanne Kröger']","['PvdA', 'GroenLinks']",-1,1,-1,,-1,1,-1,1,-1,1,1,-1,-1,1,-1,"verzoekt het kabinet om duidelijk te maken hoe zij met de tegengestelde signalen denkt om te gaan; verzoekt het kabinet definitieve keuzes over de toekomst van de industrie integraal onderdeel te laten zijn van het NPE, "
1503.0,2023D22245,Motie van het lid Alkaya over een wettelijke maximumnormering voor emissies van zeer zorgwekkende stoffen afkomstig van vliegtuigbewegingen,/kamerstukken/moties/detail?id=2023Z09259&did=2023D22245,25 mei 2023,[],[],-1,1,-1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,"verzoekt de regering parallel aan het vervolgonderzoek te werken aan wettelijke maximumnormering voor ZZS-emissies afkomstig van vliegtuigbewegingen,"
1504.0,2023D22251,Motie van de leden Boutkan en Kröger over in de maatwerkafspraken opnemen dat maatwerksubsidies niet verstrekt worden aan bedrijven die tegelijkertijd ook bonussen uitkeren,/kamerstukken/moties/detail?id=2023Z09274&did=2023D22251,25 mei 2023,['Suzanne Kröger'],['GroenLinks'],-1,1,-1,,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,"verzoekt de regering om in de maatwerkafspraken helder en bindend op te nemen dat de maatwerksubsidies niet verstrekt worden aan bedrijven die tegelijkertijd ook bonussen uitkeren,"
1505.0,2023D22240,Motie van de leden Van Esch en Van Raan over uitspreken dat biobrandstoffen geen substantiële bijdrage kunnen leveren aan de verduurzaming van de luchtvaart,/kamerstukken/moties/detail?id=2023Z09256&did=2023D22240,25 mei 2023,[],[],-1,1,-1,,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,"spreekt uit dat biobrandstoffen geen substantiële bijdrage kunnen leveren aan de verduurzaming van de luchtvaart,"
1506.0,2023D22244,Motie van het lid Eppink over voor het einde van 2023 een akkoord in Brussel bereiken voor een gemeenschappelijk Europees luchtruim,/kamerstukken/moties/detail?id=2023Z09258&did=2023D22244,25 mei 2023,[],[],1,-1,-1,,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,"verzoekt de Minister samen met zijn collega’s een akkoord in Brussel te bereiken voor een Europees gemeenschappelijk luchtruim voor het einde van 2023,"
1507.0,2023D22227,Motie van het lid Boutkan c.s. over het versnellen van de onderhandelingen over een gemeenschappelijk Europees luchtruim,/kamerstukken/moties/detail?id=2023Z09252&did=2023D22227,25 mei 2023,['Suzanne Kröger'],['GroenLinks'],-1,1,1,,1,-1,1,1,1,1,-1,1,-1,1,1,"verzoekt de regering in het vervolg van de onderhandelingen in de Raad aan te dringen op het vinden van oplossingen voor de struikelblokken en een actieve rol te spelen in het versnellen van de onderhandelingen, en de Kamer hierover te informeren,"
1508.0,2023D22236,Motie van de leden Van Esch en Van Raan over het aanpakken van de uitstoot van zeer zorgwekkende stoffen in de luchtvaart,/kamerstukken/moties/detail?id=2023Z09255&did=2023D22236,25 mei 2023,[],[],-1,1,-1,,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,"verzoekt de regering ZZS’en aan te pakken door: •de uitstoot zo snel als mogelijk zo veel als mogelijk te reduceren; •de omgeving gedegen te informeren en beschermen; •een uitgebreid meetnetwerk aan te leggen voor alle stoffen; •een neutraal adviesbureau in te schakelen dat expertise heeft in het modelleren van de uitstoot van ZZS,"
1509.0,2023D22250,Motie van het lid Boutkan over binnen de maatwerkafspraken de gezondheidseffecten voor omwonenden meenemen,/kamerstukken/moties/detail?id=2023Z09272&did=2023D22250,25 mei 2023,[],[],1,1,-1,,-1,-1,-1,1,-1,1,1,1,-1,1,1,"verzoekt de regering expliciet binnen de maatwerkafspraken de gezond-heidseffecten voor omwonenden mee te nemen; verzoekt de regering hierbij eisen die verder gaan dan de wet niet te schuwen,"
1510.0,2023D22213,Motie van de leden Van Haga en Smolders over Lelystad Airport snel openen voor vakantievluchten,/kamerstukken/moties/detail?id=2023Z09242&did=2023D22213,25 mei 2023,[],[],1,-1,-1,,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,"verzoekt Lelystad Airport snel te openen voor vakantievluchten,"
1511.0,2023D22220,Motie van het lid Kröger over met de Benelux-partners tot afspraken komen over het verbieden van korteafstandsvluchten,/kamerstukken/moties/detail?id=2023Z09247&did=2023D22220,25 mei 2023,['Suzanne Kröger'],['GroenLinks'],-1,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,-1,"verzoekt de regering om met de Benelux-partners tot afspraken te komen die korteafstandsvluchten verbieden,"
1512.0,2023D22211,Motie van het lid Koerhuis c.s. over de Kamer regelmatig informeren over de zakenvluchten die regionale luchthavens van Schiphol hebben overgenomen,/kamerstukken/moties/detail?id=2023Z09240&did=2023D22211,25 mei 2023,"['Chris Stoffer', 'Dion Graus', 'Harmen Krul']","['SGP', 'PVV', 'CDA']",1,-1,1,,-1,1,1,-1,-1,1,-1,1,1,-1,1,"verzoekt de regering om de regie te pakken en de Kamer regelmatig te informeren over de zakenvluchten die regionale luchthavens van Schiphol hebben overgenomen,"
1513.0,2023D22218,Motie van het lid Kröger c.s. over een plan voor een alternatieve invulling van de reductiedoelen,/kamerstukken/moties/detail?id=2023Z09246&did=2023D22218,25 mei 2023,['Suzanne Kröger'],['GroenLinks'],-1,1,-1,,1,-1,-1,1,1,1,1,1,-1,1,-1,"verzoekt de regering om voor het eind van dit jaar met een plan voor een alternatieve invulling van de doelen te komen, die met zekerheid optelt tot minimaal dezelfde afrekenbare reductiepercentages,"
1514.0,2023D22217,Motie van de leden Van Haga en Smolders over investeren in de concurrentiepositie van Schiphol,/kamerstukken/moties/detail?id=2023Z09245&did=2023D22217,25 mei 2023,[],[],1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,"verzoekt het kabinet om te investeren in de concurrentiepositie van Schiphol en de luchthaven een belangrijke overstapluchthaven te laten blijven,"
1515.0,2023D22214,Motie van de leden Van Haga en Smolders over inzetten op meer vluchten vanuit Rotterdam The Hague Airport,/kamerstukken/moties/detail?id=2023Z09243&did=2023D22214,25 mei 2023,[],[],1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,"verzoekt het kabinet in te zetten op meer vluchten vanuit Rotterdam The Hague Airport,"
1516.0,2023D22259,Motie van het lid Teunissen c.s. over een rechtvaardigheidstoets op de maatwerkafspraken met de twintig grootste vervuilers,/kamerstukken/moties/detail?id=2023Z09280&did=2023D22259,25 mei 2023,"['Christine Teunissen', 'Joris Thijssen', 'Suzanne Kröger']","['PvdD', 'PvdA', 'GroenLinks']",-1,1,-1,,1,1,-1,1,1,1,1,-1,-1,1,-1,"verzoekt de regering een rechtvaardigheidstoets uit te voeren op de maatwerkafspraken met de 20 grootste vervuilers en daarbij in lijn met het WRR-rapport het volgende te beschrijven: •welk verdelingsprincipe aan de maatwerkafspraken en de bekostiging ervan ten grondslag ligt; •wat de verdelingseffecten zijn op grote en kleine industrie, mkb en burgers; •of deze effecten (kunnen) leiden tot maatschappelijke frictie; •wat mogelijke rechtvaardige verdelingen zijn en daarbij alternatieve bekostiging dan wel randvoorwaarden aan bekostiging door te overheid te verkennen,"
1517.0,2023D22196,Motie van het lid Madlener over de accijnskorting op brandstof verlengen tot en met 31 december 2023,/kamerstukken/moties/detail?id=2023Z09228&did=2023D22196,25 mei 2023,['Barry Madlener'],['PVV'],1,-1,-1,,-1,1,-1,1,-1,1,-1,-1,1,-1,1,"verzoekt de regering om de accijnskorting op brandstof, die per 1 juli afloopt, te verlengen tot en met 31 december 2023,"
1518.0,2023D22199,Motie van het lid Van der Graaf over bij gesprekken met de ov-sector het invoeren van betalen naar gebruik en de daarmee gepaard gaande verwachte reizigersgroei meewegen,/kamerstukken/moties/detail?id=2023Z09230&did=2023D22199,25 mei 2023,[],[],-1,1,1,,1,1,-1,1,1,1,1,1,-1,1,-1,"verzoekt de regering in gesprekken met de ov-sector het invoeren van betalen naar gebruik en de daarmee gepaard gaande verwachte reizigers-groei nadrukkelijk mee te wegen,"
1519.0,2023D22193,Motie van het lid Madlener over nu en in de toekomst de betaalbaarheid van automobiliteit garanderen,/kamerstukken/moties/detail?id=2023Z09226&did=2023D22193,25 mei 2023,['Barry Madlener'],['PVV'],1,-1,-1,,-1,1,-1,1,-1,1,-1,1,1,-1,1,"verzoekt de regering om nu en in de toekomst de betaalbaarheid van automobiliteit te garanderen,"
1520.0,2023D22195,Motie van het lid Madlener over per direct afzien van het voornemen om betalen naar gebruik in te voeren,/kamerstukken/moties/detail?id=2023Z09227&did=2023D22195,25 mei 2023,['Barry Madlener'],['PVV'],1,-1,-1,,-1,1,-1,1,-1,1,-1,-1,1,-1,1,"verzoekt de regering om per direct af te zien van het voornemen om betalen naar gebruik in te voeren,"
1521.0,2023D22126,Motie van het lid Omtzigt c.s. over toetsing van de Grondwet aan institutioneel-organisatorische bepalingen en beslechting van bestuursgeschillen bij de rechter mogelijk maken,/kamerstukken/moties/detail?id=2023Z09196&did=2023D22126,24 mei 2023,"['Pieter Omtzigt', 'Caroline van der Plas', 'Laurens Dassen']","['Omtzigt', 'BBB', 'Volt']",-1,-1,-1,,-1,1,-1,1,-1,1,1,-1,-1,1,1,"verzoekt de regering om toetsing van de Grondwet aan institutioneel-organisatorische bepalingen, alsook de beslechting van bestuursge-schillen bij de rechter mogelijk te maken,"
1522.0,2023D22134,Motie van het lid Van Baarle c.s. over het introduceren van een interne toezichts- en handhavingsmogelijkheid voor de gedragscode bewindspersonen,/kamerstukken/moties/detail?id=2023Z09204&did=2023D22134,24 mei 2023,"['Stephan van Baarle', 'Laurens Dassen']","['DENK', 'Volt']",1,1,-1,,-1,1,-1,1,-1,1,1,-1,-1,1,1,"verzoekt de regering om een interne toezichts- en handhavingsmoge-lijkheid te introduceren voor de gedragscode bewindspersonen, waarbinnen onafhankelijk onderzoek en advisering aan bewindspersonen kan plaatsvinden,"
1523.0,2023D22132,Motie van het lid Leijten over in het wetsvoorstel ook een afkoelperiode voor Kamerleden opnemen,/kamerstukken/moties/detail?id=2023Z09202&did=2023D22132,24 mei 2023,[],[],1,-1,-1,,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,"verzoekt de regering het wetsvoorstel zo vorm te geven dat er ook een afkoelperiode voor Kamerleden wordt bereikt,"
1524.0,2023D22128,Motie van het lid Van Baarle over nader onderzoek naar de mogelijkheden om toetsing aan sociale grondrechten mogelijk te maken,/kamerstukken/moties/detail?id=2023Z09198&did=2023D22128,24 mei 2023,['Stephan van Baarle'],['DENK'],-1,1,-1,,-1,1,-1,1,-1,1,1,-1,-1,1,-1,"verzoekt de regering om nader onderzoek te doen naar de mogelijkheden om toetsing aan sociale grondrechten mogelijk te maken,"
1525.0,2023D22124,Motie van het lid Van Houwelingen over uitspreken dat elke abortus een tragedie is,/kamerstukken/moties/detail?id=2023Z09194&did=2023D22124,24 mei 2023,['Pepijn van Houwelingen'],['FVD'],1,-1,-1,,,1,-1,,1,1,-1,,1,-1,1,"spreekt uit dat elke abortus een tragedie is,"
1526.0,2023D22096,Motie van het lid Ellemeet c.s. over uitspreken dat abortus geen misdaad is,/kamerstukken/moties/detail?id=2023Z09191&did=2023D22096,24 mei 2023,"['Laurens Dassen', 'Jimmy Dijk', 'Wieke Paulusma']","['Volt', 'SP', 'D66']",-1,1,-1,,1,1,-1,1,-1,-1,1,-1,-1,1,-1,"spreekt uit dat abortus geen misdaad is,"
1527.0,2023D22130,Motie van het lid Dassen c.s. over het wettelijk vastleggen van de verplichting van een gedragscode integriteitsregels voor bewindspersonen,/kamerstukken/moties/detail?id=2023Z09200&did=2023D22130,24 mei 2023,"['Laurens Dassen', 'Pieter Omtzigt', 'Stephan van Baarle']","['Volt', 'Omtzigt', 'DENK']",1,1,1,,1,1,1,1,1,1,1,1,-1,1,1," verzoekt de Minister om de verplichting tot het hebben van een gedragscode integriteitsregels voor bewindspersonen wettelijk vast te leggen en een voorstel hiertoe dit kalenderjaar naar de Kamer toe te sturen,"
1528.0,2023D22127,Motie van het lid Omtzigt c.s. over oprichting van een grondwettelijk hof meenemen in de consultatieversie van de voorstellen,/kamerstukken/moties/detail?id=2023Z09197&did=2023D22127,24 mei 2023,"['Pieter Omtzigt', 'Caroline van der Plas']","['Omtzigt', 'BBB']",-1,-1,-1,,-1,1,-1,1,-1,1,1,-1,-1,1,1,"verzoekt de regering in de consultatieversie van de voorstellen oprichting van een grondwettelijk hof mee te nemen,"
1529.0,2023D21990,Motie van de leden Stoffer en Bisschop over het ontwikkelen van een landelijke aanpak voor shishalounges,/kamerstukken/moties/detail?id=2023Z09161&did=2023D21990,24 mei 2023,['Chris Stoffer'],['SGP'],1,-1,1,,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,"verzoekt de regering een landelijke aanpak voor shishalounges te ontwikkelen en de regelgeving rond shishalounges te verscherpen,"
1530.0,2023D21904,Motie van het lid Boutkan over niet instemmen met een EU-Mercosur-verdrag waarin duurzaamheidsstandaarden niet juridisch afdwingbaar zijn,/kamerstukken/moties/detail?id=2023Z09119&did=2023D21904,24 mei 2023,[],[],-1,1,-1,1,-1,1,-1,1,1,1,1,1,-1,1,,"verzoekt de regering niet in te stemmen met een EU-Mercosur-verdrag waarin duurzaamheidsstandaarden, zoals het Parijsakkoord, de ILO-conventies en mensenrechten, niet juridisch afdwingbaar zijn,"
1531.0,2023D21903,Motie van het lid Boutkan over bij Frankrijk en Oostenrijk aansluiten en de Europese Commissie oproepen tot het opnemen van spiegelclausules in het EU-Mercosur-verdrag,/kamerstukken/moties/detail?id=2023Z09118&did=2023D21903,24 mei 2023,[],[],1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,,"verzoekt de regering zich bij Frankrijk en Oostenrijk aan te sluiten en de Europese Commissie op te roepen tot het opnemen van een spiegel-clausule in het EU-Mercosur-verdrag,"
1532.0,2023D21975,Motie van het lid Bikker c.s. over een landelijke uitrol van de Brabantse aanpak om boeren weerbaarder te maken tegen drugscriminaliteit,/kamerstukken/moties/detail?id=2023Z09157&did=2023D21975,24 mei 2023,"['Mirjam Bikker', 'Ingrid Michon-Derkzen', 'Caroline van der Plas']","['ChristenUnie', 'VVD', 'BBB']",1,1,1,,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering met ZLTO, politie en OM toe te werken naar een landelijke uitrol van deze aanpak zodat ook in andere gebieden boeren weerbaarder worden tegen drugscriminaliteit en de drempels om hulp te vragen worden verlaagd,"
1533.0,2023D21856,Motie van de leden Kwint en Westerveld over het aanscherpen van de randvoorwaarden voor financiering van een opleiding of faculteit,/kamerstukken/moties/detail?id=2023Z09104&did=2023D21856,24 mei 2023,['Lisa Westerveld'],['GroenLinks'],1,1,-1,,-1,1,-1,1,-1,1,1,-1,1,1,1,"verzoekt de regering om de randvoorwaarden voor financiering van een opleiding of faculteit dusdanig aan te scherpen dat onder meer inhoude-lijke bemoeienis met het curriculum, gevraagde wederdiensten in de vorm van personele inzet bij de sponsor en het met het eigen personeel invullen van aangeschafte hoogleraarsplekken niet langer tot de mogelijkheden behoren,"
1534.0,2023D21855,Motie van de leden Kwint en Westerveld over een register voor meer zicht op de financiering van leerstoelen en betaalde nevenfuncties van hoogleraren,/kamerstukken/moties/detail?id=2023Z09103&did=2023D21855,24 mei 2023,['Lisa Westerveld'],['GroenLinks'],1,1,-1,,-1,1,-1,1,-1,1,1,-1,1,1,1,"verzoekt de regering te komen tot één openbaar register in beheer van het ministerie, met daarin onder meer leerstoelen en bijzonder hoogleraren, inclusief het ontvangen bedrag, de betalende partij en eventuele voorwaarden die hiermee gepaard gaan en nevenfuncties van al dan niet bijzonder hoogleraren,"
