,id,category
974,2023D31802,"[""Immigratie, Asiel en Integratie""]"
975,2023D31798,"[""Immigratie, Asiel en Integratie"", ""Veiligheid en Justitie""]"
976,2023D31796,"[""Immigratie, Asiel en Integratie""]"
977,2023D31733,"[""Immigratie, Asiel en Integratie""]"
978,2023D31794,"[""Immigratie, Asiel en Integratie""]"
979,2023D31724,"[""Economie & Financiën"", ""Onderwijs, Cultuur en Wetenschap""]"
980,2023D31787,"[""Immigratie, Asiel en Integratie""]"
981,2023D31841,"[""Economie & Financiën"", ""Immigratie, Asiel en Integratie""]"
982,2023D31740,"[""Onderwijs, Cultuur en Wetenschap""]"
983,2023D31858,"[""Buitenlands Beleid""]"
984,2023D31852,"[""Buitenlands Beleid"", ""Economie & Financiën""]"
985,2023D31568,"[""Immigratie, Asiel en Integratie""]"
986,2023D31572,"[""Veiligheid en Justitie""]"
987,2023D31564,"[""Veiligheid en Justitie""]"
988,2023D31569,"[""Veiligheid en Justitie""]"
989,2023D31506,"[""Veiligheid en Justitie""]"
990,2023D31851,"[""Buitenlands Beleid""]"
991,2023D31209,"[""Milieu en Natuur""]"
992,2023D31876,"[""Economie & Financiën""]"
993,2023D31208,"[""Milieu en Natuur""]"
994,2023D31833,"[""Buitenlands Beleid""]"
995,2023D31836,"[""Buitenlands Beleid"", ""Economie & Financiën""]"
996,2023D31837,"[""Buitenlands Beleid""]"
997,2023D31701,"[""Economie & Financiën""]"
998,2023D31702,"[""Technologie""]"
999,2023D31860,"[""Buitenlands Beleid"", ""Veiligheid en Justitie"", ""Technologie""]"
1000,2023D31861,"[""Buitenlands Beleid""]"
1001,2023D31703,"[""Technologie""]"
1002,2023D31863,"[""Buitenlands Beleid""]"
1003,2023D31676,"[""Veiligheid en Justitie""]"
1004,2023D31675,"[""Economie & Financiën""]"
1005,2023D31666,"[""Veiligheid en Justitie"", ""Buitenlands Beleid""]"
1006,2023D31205,"[""Milieu en Natuur""]"
1007,2023D31672,"[""Veiligheid en Justitie""]"
1008,2023D31244,"[""Verkeer en Vervoer""]"
1009,2023D31700,"[""Technologie"", ""Buitenlands Beleid""]"
1010,2023D31839,"[""Buitenlands Beleid""]"
1011,2023D31196,"[""Milieu en Natuur""]"
1012,2023D31189,"[""Milieu en Natuur""]"
1013,2023D31248,"[""Verkeer en Vervoer""]"
1014,2023D31171,"[""Verkeer en Vervoer""]"
1015,2023D31250,"[""Verkeer en Vervoer""]"
1016,2023D31819,"[""Veiligheid en Justitie""]"
1017,2023D31814,"[""Immigratie, Asiel en Integratie""]"
1018,2023D31821,"[""Immigratie, Asiel en Integratie""]"
1019,2023D31812,"[""Immigratie, Asiel en Integratie""]"
1020,2023D31805,"[""Immigratie, Asiel en Integratie"", ""Veiligheid en Justitie""]"
1021,2023D31809,"[""Veiligheid en Justitie""]"
1022,2023D31808,"[""Immigratie, Asiel en Integratie""]"
1023,2023D31880,"[""Economie & Financiën""]"
1024,2023D31166,"[""Verkeer en Vervoer""]"
1025,2023D31194,"[""Immigratie, Asiel en Integratie"", ""Milieu en Natuur""]"
1026,2023D31169,"[""Verkeer en Vervoer""]"
1027,2023D31319,"[""Economie & Financiën""]"
1028,2023D31824,"[""Immigratie, Asiel en Integratie""]"
1029,2023D31247,"[""Economie & Financiën""]"
1030,2023D31293,"[""Verkeer en Vervoer"", ""Buitenlands Beleid""]"
1031,2023D31301,"[""Economie & Financiën""]"
1032,2023D31294,"[""Verkeer en Vervoer""]"
1033,2023D31332,"[""Veiligheid en Justitie""]"
1034,2023D31287,"[""Milieu en Natuur""]"
1035,2023D31331,"[""Veiligheid en Justitie"", ""Verkeer en Vervoer""]"
1036,2023D31369,"[""Technologie""]"
1037,2023D31320,"[""Milieu en Natuur""]"
1038,2023D31373,"[""Onderwijs, Cultuur en Wetenschap""]"
1039,2023D31324,"[""Verkeer en Vervoer""]"
1040,2023D31322,"[""Economie & Financiën""]"
1041,2023D31330,"[""Verkeer en Vervoer""]"
1042,2023D31329,"[""Buitenlands Beleid""]"
1043,2023D31321,"[""Milieu en Natuur""]"
1044,2023D31372,"[""Veiligheid en Justitie""]"
1045,2023D31370,"[""Veiligheid en Justitie""]"
1046,2023D31362,"[""Veiligheid en Justitie""]"
1047,2023D31365,"[""Veiligheid en Justitie""]"
1048,2023D31367,"[""Veiligheid en Justitie"", ""Technologie""]"
1049,2023D31356,"[""Milieu en Natuur""]"
1050,2023D31352,"[""Democratie en Bestuur""]"
1051,2023D31354,"[""Milieu en Natuur""]"
1052,2023D30722,"[""Economie & Financiën""]"
1053,2023D31076,"[""Zorg en Gezondheid""]"
1054,2023D31065,"[""Economie & Financiën""]"
1055,2023D31069,"[""Economie & Financiën""]"
1056,2023D31070,"[""Economie & Financiën""]"
1057,2023D31067,"[""Veiligheid en Justitie"", ""Economie & Financiën""]"
1058,2023D31066,"[""Economie & Financiën""]"
1059,2023D31064,"[""Economie & Financiën""]"
1060,2023D31063,"[""Zorg en Gezondheid"", ""Veiligheid en Justitie""]"
1061,2023D31068,"[""Economie & Financiën""]"
1062,2023D31074,"[""Economie & Financiën""]"
1063,2023D31072,"[""Verkeer en Vervoer"", ""Economie & Financiën""]"
1064,2023D31078,"[""Economie & Financiën""]"
1065,2023D31109,"[""Economie & Financiën""]"
1066,2023D31081,"[""Zorg en Gezondheid"", ""Economie & Financiën""]"
1067,2023D31080,"[""Economie & Financiën""]"
1068,2023D31110,"[""Economie & Financiën""]"
1069,2023D31075,"[""Economie & Financiën""]"
1070,2023D31071,"[""Immigratie, Asiel en Integratie""]"
1071,2023D31111,"[""Zorg en Gezondheid""]"
1072,2023D31105,"[""Immigratie, Asiel en Integratie""]"
1073,2023D31107,"[""Economie & Financiën""]"
1074,2023D31059,"[""Economie & Financiën""]"
1075,2023D31102,"[""Zorg en Gezondheid""]"
1076,2023D31057,"[""Economie & Financiën""]"
1077,2023D31104,"[""Zorg en Gezondheid""]"
1078,2023D31101,"[""Veiligheid en Justitie""]"
1079,2023D30981,"[""Zorg en Gezondheid""]"
1080,2023D31154,"[""Zorg en Gezondheid""]"
1081,2023D31089,"[""Zorg en Gezondheid"", ""Economie & Financiën""]"
1082,2023D31019,"[""Zorg en Gezondheid""]"
1083,2023D31022,"[""Zorg en Gezondheid"", ""Economie & Financiën""]"
1084,2023D31096,"[""Economie & Financiën""]"
1085,2023D31092,"[""Economie & Financiën""]"
1086,2023D31054,"[""Economie & Financiën""]"
1087,2023D31088,"[""Economie & Financiën""]"
1088,2023D31085,"[""Zorg en Gezondheid""]"
1089,2023D31083,"[""Zorg en Gezondheid""]"
1090,2023D31091,"[""Economie & Financiën""]"
1091,2023D31084,"[""Buitenlands Beleid""]"
1092,2023D31115,"[""Zorg en Gezondheid""]"
1093,2023D31118,"[""Zorg en Gezondheid"", ""Economie & Financiën""]"
1094,2023D31123,"[""Zorg en Gezondheid""]"
1095,2023D31124,"[""Zorg en Gezondheid""]"
1096,2023D31113,"[""Zorg en Gezondheid""]"
1097,2023D31116,"[""Onderwijs, Cultuur en Wetenschap"", ""Economie & Financiën""]"
1098,2023D31122,"[""Zorg en Gezondheid""]"
1099,2023D31112,"[""Zorg en Gezondheid""]"
1100,2023D31052,"[""Economie & Financiën""]"
1101,2023D31119,"[""Zorg en Gezondheid"", ""Economie & Financiën""]"
1102,2023D31117,"[""Zorg en Gezondheid""]"
1103,2023D31051,"[""Economie & Financiën""]"
1104,2023D31000,"[""Zorg en Gezondheid"", ""Economie & Financiën""]"
1105,2023D30996,"[""Zorg en Gezondheid""]"
1106,2023D30989,"[""Zorg en Gezondheid""]"
1107,2023D30994,"[""Zorg en Gezondheid""]"
1108,2023D30998,"[""Zorg en Gezondheid""]"
1109,2023D30988,"[""Zorg en Gezondheid"", ""Economie & Financiën""]"
1110,2023D31004,"[""Zorg en Gezondheid""]"
1111,2023D31049,"[""Zorg en Gezondheid""]"
1112,2023D31002,"[""Zorg en Gezondheid""]"
1113,2023D31005,"[""Zorg en Gezondheid""]"
1114,2023D30754,"[""Economie & Financiën"", ""Buitenlands Beleid""]"
1115,2023D30753,"[""Milieu en Natuur"", ""Buitenlands Beleid""]"
1116,2023D30752,"[""Milieu en Natuur""]"
1117,2023D30755,"[""Milieu en Natuur""]"
1118,2023D31048,"[""Economie & Financiën""]"
1119,2023D31047,"[""Economie & Financiën""]"
1120,2023D30745,"[""Buitenlands Beleid""]"
1121,2023D30706,"[""Milieu en Natuur""]"
1122,2023D31032,"[""Zorg en Gezondheid""]"
1123,2023D30751,"[""Milieu en Natuur"", ""Buitenlands Beleid""]"
1124,2023D30707,"[""Economie & Financiën"", ""Buitenlands Beleid""]"
1125,2023D30746,"[""Buitenlands Beleid""]"
1126,2023D30704,"[""Milieu en Natuur""]"
1127,2023D30681,"[""Buitenlands Beleid""]"
1128,2023D30665,"[""Economie & Financiën""]"
1129,2023D30666,"[""Economie & Financiën""]"
1130,2023D30683,"[""Milieu en Natuur""]"
1131,2023D30668,"[""Economie & Financiën""]"
1132,2023D30700,"[""Milieu en Natuur""]"
1133,2023D30650,"[""Economie & Financiën""]"
1134,2023D30685,"[""Milieu en Natuur""]"
1135,2023D30642,"[""Economie & Financiën""]"
1136,2023D30644,"[""Economie & Financiën""]"
1137,2023D30645,"[""Economie & Financiën""]"
1138,2023D30664,"[""Economie & Financiën"", ""Buitenlands Beleid""]"
1139,2023D30702,"[""Milieu en Natuur""]"
1140,2023D30684,"[""Milieu en Natuur"", ""Economie & Financiën""]"
1141,2023D30646,"[""Economie & Financiën""]"
1142,2023D30703,"[""Milieu en Natuur""]"
1143,2023D30626,"[""Economie & Financiën"", ""Verkeer en Vervoer""]"
1144,2023D30630,"[""Economie & Financiën""]"
1145,2023D30625,"[""Economie & Financiën""]"
1146,2023D30628,"[""Zorg en Zorg en Gezondheid""]"
1147,2023D30629,"[""Veiligheid en Justitie"", ""Economie & Financiën""]"
1148,2023D30633,"[""Economie & Financiën""]"
1149,2023D29231,"[""Veiligheid en Justitie""]"
1150,2023D28935,"[""Economie & Financiën""]"
1151,2023D29478,"[""Veiligheid en Justitie""]"
1152,2023D30569,"[""Economie & Financiën""]"
1153,2023D30568,"[""Milieu en Natuur""]"
1154,2023D30563,"[""Milieu en Natuur"", ""Economie & Financiën""]"
1155,2023D30560,"[""Economie & Financiën"", ""Milieu en Natuur""]"
1156,2023D30567,"[""Economie & Financiën""]"
1157,2023D30562,"[""Economie & Financiën"", ""Milieu en Natuur""]"
1158,2023D28932,"[""Onderwijs, Cultuur en Wetenschap""]"
1159,2023D29879,"[""Economie & Financiën""]"
1160,2023D29881,"[""Onderwijs, Cultuur en Wetenschap""]"
1161,2023D29882,"[""Immigratie, Asiel en Integratie""]"
1162,2023D29878,"[""Immigratie, Asiel en Integratie""]"
1163,2023D29445,"[""Veiligheid en Justitie""]"
1164,2023D29444,"[""Veiligheid en Justitie""]"
1165,2023D29443,"[""Economie & Financiën""]"
1166,2023D29432,"[""Economie & Financiën"", ""Milieu en Natuur""]"
1167,2023D29434,"[""Milieu en Natuur""]"
1168,2023D29431,"[""Milieu en Natuur"", ""Economie & Financiën""]"
1169,2023D29435,"[""Economie & Financiën""]"
1170,2023D29436,"[""Milieu en Natuur""]"
1171,2023D29439,"[""Milieu en Natuur""]"
1172,2023D29437,"[""Economie & Financiën""]"
1173,2023D29438,"[""Milieu en Natuur"", ""Economie & Financiën""]"
1174,2023D29433,"[""Milieu en Natuur""]"
1175,2023D29440,"[""Milieu en Natuur""]"
1176,2023D29441,"[""Milieu en Natuur""]"
1177,2023D29422,"[""Milieu en Natuur""]"
1178,2023D29425,"[""Milieu en Natuur"", ""Economie & Financiën"", ""Verkeer en Vervoer""]"
1179,2023D29428,"[""Economie & Financiën""]"
1180,2023D29420,"[""Milieu en Natuur"", ""Economie & Financiën""]"
1181,2023D29430,"[""Milieu en Natuur""]"
1182,2023D29421,"[""Economie & Financiën""]"
1183,2023D29429,"[""Milieu en Natuur""]"
1184,2023D29427,"[""Economie & Financiën""]"
1185,2023D29424,"[""Milieu en Natuur""]"
1186,2023D29423,"[""Milieu en Natuur"", ""Economie & Financiën""]"
1187,2023D29426,"[""Milieu en Natuur""]"
1188,2023D29144,"[""Zorg en Gezondheid""]"
1189,2023D29070,"[""Economie & Financiën""]"
1190,2023D29069,"[""Economie & Financiën"", ""Verkeer en Vervoer""]"
1191,2023D29068,"[""Economie & Financiën"", ""Zorg en Gezondheid""]"
1192,2023D29147,"[""Veiligheid en Justitie""]"
1193,2023D29145,"[""Veiligheid en Justitie""]"
1194,2023D29055,"[""Milieu en Natuur"", ""Buitenlands Beleid""]"
1195,2023D29057,"[""Economie & Financiën"", ""Buitenlands Beleid""]"
1196,2023D29066,"[""Buitenlands Beleid""]"
1197,2023D29063,"[""Buitenlands Beleid""]"
1198,2023D29048,"[""Economie & Financiën""]"
1199,2023D29042,"[""Buitenlands Beleid"", ""Economie & Financiën""]"
1200,2023D29052,"[""Buitenlands Beleid"", ""Economie & Financiën""]"
1201,2023D29040,"[""Economie & Financiën""]"
1202,2023D29039,"[""Buitenlands Beleid"", ""Mensenrechten""]"
1203,2023D28553,"[""Onderwijs, Cultuur en Wetenschap""]"
1204,2023D27965,"[""Veiligheid en Justitie""]"
1205,2023D28296,"[""Veiligheid en Justitie""]"
1206,2023D28569,"[""Zorg en Gezondheid""]"
1207,2023D28307,"[""Zorg en Gezondheid""]"
1208,2023D28548,"[""Zorg en Zorg en Gezondheid""]"
1209,2023D28570,"[""Economie & Financiën""]"
1210,2023D28599,"[""Zorg en Gezondheid""]"
1211,2023D28290,"[""Veiligheid en Justitie""]"
1212,2023D28557,"[""Economie & Financiën"", ""Milieu en Natuur""]"
1213,2023D27805,"[""Economie & Financiën""]"
1214,2023D27345,"[""Milieu en Natuur"", ""Economie & Financiën""]"
1215,2023D27728,"[""Buitenlands Beleid""]"
1216,2023D28861,"[""Economie & Financiën""]"
1217,2023D28855,"[""Zorg en Gezondheid""]"
1218,2023D28858,"[""Zorg en Gezondheid"", ""Onderwijs, Cultuur en Wetenschap""]"
1219,2023D28851,"[""Zorg en Gezondheid""]"
1220,2023D28853,"[""Onderwijs, Cultuur en Wetenschap""]"
1221,2023D28433,"[""Immigratie, Asiel en Integratie""]"
1222,2023D28439,"[""Immigratie, Asiel en Integratie"", ""Onderwijs, Cultuur en Wetenschap""]"
1223,2023D28376,"[""Onderwijs, Cultuur en Wetenschap""]"
1224,2023D28542,"[""Immigratie, Asiel en Integratie""]"
1225,2023D28436,"[""Immigratie, Asiel en Integratie""]"
1226,2023D27835,"[""Zorg en Gezondheid""]"
1227,2023D27891,"[""Economie & Financiën""]"
1228,2023D27888,"[""Economie & Financiën""]"
1229,2023D27896,"[""Immigratie, Asiel en Integratie""]"
1230,2023D27902,"[""Immigratie, Asiel en Integratie"", ""Buitenlands Beleid""]"
1231,2023D27898,"[""Immigratie, Asiel en Integratie"", ""Economie & Financiën""]"
1232,2023D27879,"[""Economie & Financiën""]"
1233,2023D27609,"[""Zorg en Gezondheid""]"
1234,2023D27611,"[""Zorg en Gezondheid""]"
1235,2023D27630,"[""Zorg en Gezondheid"", ""Economie & Financiën""]"
1236,2023D27637,"[""Zorg en Gezondheid"", ""Economie & Financiën""]"
1237,2023D27642,"[""Zorg en Gezondheid""]"
1238,2023D27629,"[""Zorg en Gezondheid""]"
1239,2023D27640,"[""Zorg en Gezondheid""]"
1240,2023D27634,"[""Zorg en Gezondheid""]"
1241,2023D27636,"[""Zorg en Gezondheid""]"
1242,2023D27628,"[""Zorg en Gezondheid""]"
1243,2023D27886,"[""Economie & Financiën""]"
1244,2023D27887,"[""Zorg en Gezondheid""]"
1245,2023D27922,"[""Economie & Financiën""]"
1246,2023D27882,"[""Economie & Financiën""]"
1247,2023D27901,"[""Economie & Financiën""]"
1248,2023D27878,"[""Economie & Financiën""]"
1249,2023D27900,"[""Immigratie, Asiel en Integratie"", ""Veiligheid en Justitie""]"
1250,2023D27905,"[""Buitenlands Beleid""]"
1251,2023D27903,"[""Veiligheid en Justitie""]"
1252,2023D27899,"[""Immigratie, Asiel en Integratie"", ""Economie & Financiën""]"
1253,2023D27906,"[""Veiligheid en Justitie""]"
1254,2023D27889,"[""Veiligheid en Justitie""]"
1255,2023D27890,"[""Immigratie, Asiel en Integratie""]"
1256,2023D27893,"[""Economie & Financiën""]"
1257,2023D27859,"[""Economie & Financiën""]"
1258,2023D27837,"[""Zorg en Gezondheid"", ""Economie & Financiën""]"
1259,2023D27843,"[""Zorg en Gezondheid""]"
1260,2023D27831,"[""Zorg en Gezondheid""]"
1261,2023D27836,"[""Zorg en Gezondheid""]"
1262,2023D27834,"[""Zorg en Gezondheid""]"
1263,2023D27918,"[""Economie & Financiën"", ""Werkgelegenheid""]"
1264,2023D27826,"[""Zorg en Gezondheid""]"
1265,2023D27827,"[""Zorg en Gezondheid""]"
1266,2023D27820,"[""Zorg en Gezondheid""]"
1267,2023D27823,"[""Onderwijs, Cultuur en Wetenschap""]"
1268,2023D27874,"[""Immigratie, Asiel en Integratie""]"
1269,2023D27915,"[""Technologie"", ""Economie & Financiën"", ""Onderwijs, Cultuur en Wetenschap""]"
1270,2023D27822,"[""Zorg en Gezondheid""]"
1271,2023D27578,"[""Veiligheid en Justitie""]"
1272,2023D27579,"[""Economie & Financiën""]"
1273,2023D27580,"[""Veiligheid en Justitie""]"
1274,2023D27577,"[""Economie & Financiën""]"
1275,2023D27581,"[""Milieu en Natuur""]"
1276,2023D27385,"[""Economie & Financiën""]"
1277,2023D27374,"[""Economie & Financiën"", ""Milieu en Natuur""]"
1278,2023D27360,"[""Milieu en Natuur""]"
1279,2023D27361,"[""Buitenlands Beleid""]"
1280,2023D27372,"[""Milieu en Natuur""]"
1281,2023D27363,"[""Milieu en Natuur""]"
1282,2023D27370,"[""Economie & Financiën"", ""Milieu en Natuur""]"
1283,2023D27386,"[""Economie & Financiën"", ""Wonen en Ruimtelijke Ordening""]"
1284,2023D27388,"[""Economie & Financiën""]"
1285,2023D27389,"[""Veiligheid en Justitie""]"
1286,2023D27390,"[""Economie & Financiën""]"
1287,2023D27424,"[""Immigratie, Asiel en Integratie"", ""Buitenlands Beleid""]"
1288,2023D27428,"[""Buitenlands Beleid""]"
1289,2023D27422,"[""Immigratie, Asiel en Integratie"", ""Buitenlands Beleid""]"
1290,2023D27429,"[""Veiligheid en Justitie""]"
1291,2023D27418,"[""Economie & Financiën"", ""Buitenlands Beleid""]"
1292,2023D27417,"[""Buitenlands Beleid""]"
1293,2023D27414,"[""Buitenlands Beleid""]"
1294,2023D27421,"[""Buitenlands Beleid""]"
1295,2023D27398,"[""Economie & Financiën""]"
1296,2023D27394,"[""Milieu en Natuur""]"
1297,2023D27382,"[""Economie & Financiën""]"
1298,2023D27309,"[""Economie & Financiën""]"
1299,2023D27196,"[""Milieu en Natuur""]"
1300,2023D27256,"[""Zorg en Gezondheid"", ""Economie & Financiën""]"
1301,2023D27260,"[""Zorg en Gezondheid""]"
1302,2023D27253,"[""Zorg en Gezondheid""]"
1303,2023D27255,"[""Economie & Financiën""]"
1304,2023D26722,"[""Zorg en Gezondheid""]"
1305,2023D26718,"[""Zorg en Gezondheid""]"
1306,2023D26871,"[""Buitenlands Beleid""]"
1307,2023D27027,"[""Milieu en Natuur""]"
1308,2023D26719,"[""Zorg en Gezondheid""]"
1309,2023D26767,"[""Zorg en Gezondheid""]"
1310,2023D26504,"[""Onderwijs, Cultuur en Wetenschap""]"
1311,2023D27076,"[""Economie & Financiën""]"
1312,2023D26784,"[""Veiligheid en Justitie""]"
1313,2023D27278,"[""Economie & Financiën"", ""Milieu en Natuur""]"
1314,2023D27276,"[""Milieu en Natuur"", ""Economie & Financiën""]"
1315,2023D27277,"[""Milieu en Natuur"", ""Economie & Financiën""]"
1316,2023D27282,"[""Economie & Financiën"", ""Milieu en Natuur""]"
1317,2023D27267,"[""Economie & Financiën"", ""Milieu en Natuur"", ""Verkeer en Vervoer""]"
1318,2023D27268,"[""Economie & Financiën""]"
1319,2023D27266,"[""Milieu en Natuur""]"
1320,2023D27275,"[""Milieu en Natuur"", ""Economie & Financiën""]"
1321,2023D27274,"[""Milieu en Natuur""]"
1322,2023D27272,"[""Technologie""]"
1323,2023D27273,"[""Milieu en Natuur""]"
1324,2023D27270,"[""Economie & Financiën"", ""Milieu en Natuur""]"
1325,2023D27217,"[""Economie & Financiën"", ""Milieu en Natuur""]"
1326,2023D27263,"[""Milieu en Natuur"", ""Verkeer en Vervoer""]"
1327,2023D27214,"[""Economie & Financiën""]"
1328,2023D27265,"[""Milieu en Natuur""]"
1329,2023D27215,"[""Economie & Financiën""]"
1330,2023D27264,"[""Milieu en Natuur""]"
1331,2023D27203,"[""Milieu en Natuur""]"
1332,2023D27201,"[""Milieu en Natuur"", ""Technologie""]"
1333,2023D27212,"[""Economie & Financiën""]"
1334,2023D27213,"[""Milieu en Natuur"", ""Economie & Financiën""]"
1335,2023D26899,"[""Buitenlands Beleid""]"
1336,2023D26897,"[""Zorg en Gezondheid""]"
1337,2023D26892,"[""Veiligheid en Justitie""]"
1338,2023D26898,"[""Buitenlands Beleid""]"
1339,2023D26456,"[""Zorg en Zorg en Gezondheid""]"
1340,2023D26454,"[""Zorg en Gezondheid""]"
1341,2023D26455,"[""Zorg en Gezondheid""]"
1342,2023D26450,"[""Milieu en Natuur"", ""Economie & Financiën""]"
1343,2023D26449,"[""Milieu en Natuur"", ""Economie & Financiën""]"
1344,2023D26201,"[""Veiligheid en Justitie""]"
1345,2023D26459,"[""Zorg en Zorg en Gezondheid""]"
1346,2023D26457,"[""Veiligheid en Justitie""]"
1347,2023D26461,"[""Zorg en Zorg en Gezondheid""]"
1348,2023D26460,"[""Zorg en Zorg en Gezondheid""]"
1349,2023D26193,"[""Zorg en Gezondheid""]"
1350,2023D26195,"[""Zorg en Zorg en Gezondheid""]"
1351,2023D26189,"[""Veiligheid en Justitie""]"
1352,2023D26199,"[""Veiligheid en Justitie"", ""Technologie""]"
1353,2023D26192,"[""Veiligheid en Justitie""]"
1354,2023D26197,"[""Veiligheid en Justitie""]"
1355,2023D26160,"[""Milieu en Natuur""]"
1356,2023D26158,"[""Milieu en Natuur""]"
1357,2023D26180,"[""Zorg en Gezondheid""]"
1358,2023D26050,"[""Buitenlands Beleid""]"
1359,2023D26122,"[""Werkgelegenheid en Sociale Zaken""]"
1360,2023D26056,"[""Veiligheid en Justitie""]"
1361,2023D26057,"[""Buitenlands Beleid""]"
1362,2023D26028,"[""Buitenlands Beleid""]"
1363,2023D26032,"[""Onderwijs, Cultuur en Wetenschap""]"
1364,2023D26053,"[""Economie & Financiën""]"
1365,2023D26049,"[""Buitenlands Beleid""]"
1366,2023D26043,"[""Veiligheid en Justitie""]"
1367,2023D26040,"[""Onderwijs, Cultuur en Wetenschap""]"
1368,2023D26038,"[""Buitenlands Beleid""]"
1369,2023D26027,"[""Onderwijs, Cultuur en Wetenschap"", ""Buitenlands Beleid""]"
1370,2023D26029,"[""Buitenlands Beleid"", ""Geschiedenis""]"
1371,2023D26046,"[""Veiligheid en Justitie""]"
1372,2023D25692,"[""Milieu en Natuur""]"
1373,2023D25828,"[""Zorg en Gezondheid"", ""Milieu en Natuur"", ""Economie & Financiën""]"
1374,2023D25821,"[""Zorg en Gezondheid""]"
1375,2023D25845,"[""Verkeer en Vervoer"", ""Economie & Financiën""]"
1376,2023D25822,"[""Milieu en Natuur""]"
1377,2023D25450,"[""Veiligheid en Justitie""]"
1378,2023D25447,"[""Veiligheid en Justitie"", ""Milieu en Natuur""]"
1379,2023D25559,"[""Veiligheid en Justitie""]"
1380,2023D25639,"[""Veiligheid en Justitie""]"
1381,2023D25562,"[""Veiligheid en Justitie""]"
1382,2023D25449,"[""Veiligheid en Justitie""]"
1383,2023D25560,"[""Veiligheid en Justitie""]"
1384,2023D25452,"[""Veiligheid en Justitie""]"
1385,2023D25531,"[""Economie & Financiën""]"
1386,2023D25451,"[""Veiligheid en Justitie""]"
1387,2023D25172,"[""Economie & Financiën""]"
1388,2023D25076,"[""Economie & Financiën"", ""Verkeer en Vervoer""]"
1389,2023D25078,"[""Economie & Financiën"", ""Verkeer en Vervoer""]"
1390,2023D25140,"[""Economie & Financiën""]"
1391,2023D25085,"[""Economie & Financiën""]"
1392,2023D25121,"[""Zorg en Gezondheid""]"
1393,2023D25084,"[""Economie & Financiën""]"
1394,2023D25109,"[""Economie & Financiën""]"
1395,2023D25075,"[""Economie & Financiën""]"
1396,2023D25136,"[""Economie & Financiën""]"
1397,2023D25092,"[""Economie & Financiën""]"
1398,2023D25081,"[""Economie & Financiën""]"
1399,2023D25142,"[""Veiligheid en Justitie""]"
1400,2023D25099,"[""Economie & Financiën""]"
1401,2023D25113,"[""Zorg en Gezondheid""]"
1402,2023D25102,"[""Buitenlands Beleid"", ""Immigratie, Asiel en Integratie""]"
1403,2023D25096,"[""Economie & Financiën""]"
1404,2023D25080,"[""Economie & Financiën""]"
1405,2023D25071,"[""Economie & Financiën""]"
1406,2023D25148,"[""Milieu en Natuur""]"
1407,2023D25127,"[""Economie & Financiën""]"
1408,2023D25103,"[""Economie & Financiën""]"
1409,2023D25074,"[""Economie & Financiën""]"
1410,2023D25073,"[""Economie & Financiën""]"
1411,2023D25077,"[""Zorg en Gezondheid"", ""Economie & Financiën""]"
1412,2023D25083,"[""Economie & Financiën""]"
1413,2023D25082,"[""Economie & Financiën"", ""Verkeer en Vervoer""]"
1414,2023D25079,"[""Economie & Financiën""]"
1415,2023D25123,"[""Economie & Financiën""]"
1416,2023D25101,"[""Economie & Financiën""]"
1417,2023D24497,"[""Economie & Financiën""]"
1418,2023D24748,"[""Milieu en Natuur""]"
1419,2023D24618,"[""Immigratie, Asiel en Integratie""]"
1420,2023D24625,"[""Immigratie, Asiel en Integratie""]"
1421,2023D24628,"[""Immigratie, Asiel en Integratie"", ""Veiligheid en Justitie""]"
1422,2023D24633,"[""Immigratie, Asiel en Integratie"", ""Veiligheid en Justitie"", ""Zorg en Gezondheid"", ""Onderwijs, Cultuur en Wetenschap""]"
1423,2023D24496,"[""Economie & Financiën""]"
1424,2023D24498,"[""Economie & Financiën""]"
1425,2023D24494,"[""Economie & Financiën""]"
1426,2023D24769,"[""Verkeer en Vervoer""]"
1427,2023D24493,"[""Zorg en Gezondheid""]"
1428,2023D24489,"[""Economie & Financiën""]"
1429,2023D24765,"[""Milieu en Natuur""]"
1430,2023D24763,"[""Bestuur en Organisatie""]"
1431,2023D24760,"[""Milieu en Natuur""]"
1432,2023D24764,"[""Milieu en Natuur"", ""Economie & Financiën""]"
1433,2023D24757,"[""Milieu en Natuur"", ""Zorg en Gezondheid""]"
1434,2023D24755,"[""Milieu en Natuur"", ""Economie & Financiën""]"
1435,2023D24752,"[""Politiek en Bestuur""]"
1436,2023D24750,"[""Economie & Financiën"", ""Milieu en Natuur""]"
1437,2023D24751,"[""Binnenlands Beleid""]"
1438,2023D24747,"[""Milieu en Natuur""]"
1439,2023D24749,"[""Economie & Financiën"", ""Milieu en Natuur""]"
1440,2023D24743,"[""Veiligheid en Justitie""]"
1441,2023D24746,"[""Milieu en Natuur""]"
1442,2023D24072,"[""Technologie""]"
1443,2023D23698,"[""Economie & Financiën""]"
1444,2023D23694,"[""Economie & Financiën"", ""Milieu en Natuur""]"
1445,2023D23511,"[""Economie & Financiën""]"
1446,2023D23685,"[""Veiligheid en Justitie""]"
1447,2023D23509,"[""Economie & Financiën""]"
1448,2023D23679,"[""Veiligheid en Justitie""]"
1449,2023D23677,"[""Media en Communicatie""]"
1450,2023D23678,"[""Economie & Financiën""]"
1451,2023D23683,"[""Economie & Financiën"", ""Media en Communicatie""]"
1452,2023D23684,"[""Veiligheid en Justitie""]"
