,gpt4o_mini_rechts,gpt4o_mini_rechts_voor_lprob,gpt4o_mini_rechts_tegen_lprob,gpt4o_mini_centristisch,gpt4o_mini_centristisch_voor_lprob,gpt4o_mini_centristisch_tegen_lprob
765,tegen,-5.753463,-0.0034629868,voor,-0.12701221,-14.377012
766,tegen,-3.0512605,-0.051260434,voor,-0.12701747,-14.002017
767,tegen,-12.752344,-0.0023440155,voor,-0.10080446,-7.6008043
768,tegen,-2.6958025,-0.070802525,voor,-0.038097493,-14.413097
769,tegen,-13.000914,-0.0009136092,voor,-0.018397734,-8.518397
770,tegen,-9.125504,-0.00050394284,voor,-0.048661515,-11.048661
771,tegen,-3.1705875,-0.045587454,voor,-0.011128345,-10.136128
772,tegen,-3.531316,-0.031316053,voor,-0.062034458,-13.312035
773,tegen,-11.250605,-0.0006050991,voor,-0.0145450495,-8.014545
774,tegen,-13.251118,-0.0011178309,tegen,-11.125471,-0.0004715451
775,tegen,-10.500475,-0.00047475993,voor,-0.6353355,-0.7603355
776,tegen,-5.2572966,-0.007296621,voor,-0.048654474,-13.298655
777,tegen,-8.500423,-0.00042352435,voor,-0.1603144,-15.285315
778,tegen,-9.002179,-0.0021786925,voor,-0.16252911,-6.162529
779,tegen,-4.5133996,-0.013399382,voor,-0.062075913,-10.062076
780,tegen,-8.875414,-0.00041434568,voor,-0.048664466,-10.548664
781,tegen,-8.125767,-0.0007667448,voor,-0.062034458,-14.562035
782,tegen,-12.001292,-0.0012922626,tegen,-7.751112,-0.0011121164
783,tegen,-1.1395996,-0.38959956,voor,-0.04864596,-13.423646
784,tegen,-9.502661,-0.0026603162,tegen,-0.97564673,-0.47564673
785,voor,-0.07894388,-14.078944,tegen,-2.2387257,-0.11372559
786,voor,-0.062249772,-8.43725,voor,-0.023923585,-7.3989234
787,tegen,-9.751077,-0.0010765148,voor,-0.06776205,-2.8177621
788,tegen,-10.251047,-0.0010472201,voor,-0.020884136,-8.1458845
789,voor,-0.067033686,-2.9420338,voor,-0.12701325,-12.877013
790,tegen,-8.626814,-0.001813821,tegen,-1.2267168,-0.35171676
791,tegen,-2.9319723,-0.056972317,voor,-0.07897164,-11.953972
792,voor,-0.13174133,-5.3817415,tegen,-8.878153,-0.0031528843
793,tegen,-11.501002,-0.0010023243,tegen,-6.377429,-0.002429048
794,voor,-0.03293357,-5.0329337,voor,-0.036454227,-5.911454
795,tegen,-7.1276994,-0.0026994243,voor,-0.06203244,-13.687033
796,tegen,-10.626479,-0.0014790291,voor,-0.055379804,-7.80538
797,tegen,-12.504755,-0.004755496,voor,-0.027847389,-6.5278473
798,tegen,-6.377325,-0.0023251025,voor,-0.07897549,-12.703976
799,tegen,-5.383527,-0.008526987,voor,-0.018498505,-5.1434984
800,tegen,-1.8072742,-0.18227427,voor,-0.06205014,-11.06205
801,tegen,-3.7771285,-0.027128555,voor,-0.012888655,-5.2628884
802,voor,-0.21672887,-1.7167289,tegen,-3.7742205,-0.024220461
803,tegen,-6.5022526,-0.0022527915,voor,-0.04863426,-13.173635
804,tegen,-10.625663,-0.0006631146,tegen,-10.375611,-0.00061104825
805,tegen,-2.4761457,-0.10114563,voor,-0.048842262,-8.673842
806,voor,-0.25687912,-1.5068791,voor,-0.12703204,-15.752032
807,tegen,-6.1283913,-0.003391472,voor,-0.011985984,-6.136986
808,tegen,-12.00476,-0.0047596497,voor,-0.025751619,-4.9007516
809,voor,-0.16031359,-13.285314,tegen,-8.250804,-0.0008040298
810,tegen,-9.875455,-0.0004547447,voor,-0.03809863,-12.413098
811,tegen,-6.2532096,-0.0032096806,voor,-0.02344381,-8.898444
812,tegen,-4.1430125,-0.018012619,voor,-0.04864414,-12.423644
813,voor,-0.05702851,-6.1820283,tegen,-14.87552,-0.00051955116
814,voor,-0.07895941,-12.203959,voor,-0.1635447,-1.9135447
815,tegen,-10.250348,-0.00034762095,voor,-0.078974836,-15.828975
816,voor,-0.31336254,-15.813362,voor,-0.083975255,-2.5839753
817,tegen,-6.877284,-0.0022838379,voor,-0.016314588,-5.2663145
818,tegen,-6.1315694,-0.006569364,voor,-0.5760705,-15.826071
819,tegen,-4.2669063,-0.016906427,voor,-0.019118765,-7.019119
820,voor,-0.08334602,-5.458346,tegen,-7.129579,-0.004579296
821,tegen,-9.625561,-0.0005611349,voor,-0.008158141,-6.133158
822,tegen,-5.0074353,-0.0074353004,tegen,-15.503308,-0.003307943
823,voor,-0.04864845,-16.548649,voor,-0.20929193,-3.584292
824,voor,-0.20151928,-15.451519,voor,-0.008029242,-7.8830295
825,voor,-0.10027568,-13.225276,tegen,-15.126247,-0.0012476125
826,voor,-0.12717041,-8.752171,tegen,-5.013723,-0.013723024
827,tegen,-1.3196893,-0.3196893,tegen,-10.378352,-0.0033519017
828,voor,-0.2520527,-10.627052,tegen,-13.375986,-0.0009860081
829,voor,-0.4742401,-15.47424,tegen,-6.1290445,-0.0040443256
830,tegen,-12.12592,-0.000919916,voor,-0.062047902,-11.437048
831,voor,-0.6118184,-0.9868184,tegen,-9.383866,-0.008866284
832,voor,-0.12461418,-3.1246142,tegen,-5.258329,-0.008328748
833,tegen,-3.1700175,-0.04501738,voor,-0.020146025,-4.270146
834,tegen,-9.877378,-0.002378381,voor,-0.10030394,-10.850304
835,tegen,-9.25077,-0.0007694865,voor,-0.062037036,-14.562037
836,tegen,-6.3777027,-0.0027027584,voor,-0.16031034,-16.41031
837,tegen,-3.4097064,-0.034706265,voor,-0.062036585,-12.5620365
838,tegen,-7.626255,-0.0012552305,voor,-0.07895864,-12.5789585
839,voor,-0.062177073,-8.812177,voor,-0.033765335,-9.658766
840,tegen,-7.626117,-0.0011170001,voor,-0.065965004,-2.815965
841,voor,-0.3583099,-1.2333099,voor,-0.048658337,-11.548658
842,tegen,-12.001831,-0.0018311808,voor,-0.030821573,-6.905822
843,tegen,-2.579809,-0.07980893,voor,-0.044778842,-3.1697788
844,tegen,-6.1280055,-0.003005631,tegen,-12.125349,-0.000349409
845,voor,-0.3133804,-10.81338,tegen,-9.750977,-0.00097624067
846,voor,-0.091317885,-6.0913177,tegen,-12.378298,-0.0032980784
847,tegen,-13.750805,-0.0008048643,voor,-0.03880653,-7.2888064
848,tegen,-10.002104,-0.002103864,tegen,-2.4679244,-0.092924416
849,voor,-0.06202538,-15.812025,voor,-0.03038231,-3.6553824
850,tegen,-4.0199585,-0.01995872,voor,-0.026359988,-11.65136
851,voor,-0.029102053,-5.904102,tegen,-13.126791,-0.0017914401
852,tegen,-9.000732,-0.0007320932,voor,-0.020593857,-12.020594
853,tegen,-6.2527156,-0.0027157147,voor,-0.0144760925,-6.2644763
854,tegen,-2.4675953,-0.09259531,voor,-0.023037562,-6.0230374
855,tegen,-4.3884573,-0.013457496,voor,-0.2520415,-13.752042
856,tegen,-12.1254225,-0.0004225707,voor,-0.050312724,-6.4253125
857,tegen,-14.502305,-0.002304889,tegen,-3.2910955,-0.041095532
858,tegen,-12.751285,-0.0012848756,voor,-0.048674915,-10.923675
859,tegen,-13.001028,-0.001028285,voor,-0.007792579,-6.8827925
860,tegen,-9.752405,-0.0024049084,tegen,-9.628841,-0.0038409291
861,voor,-0.1357602,-2.1357603,tegen,-9.751478,-0.0014780828
862,tegen,-5.381058,-0.0060582017,tegen,-4.511857,-0.01185688
863,tegen,-5.007315,-0.00731495,voor,-0.062030204,-12.43703
864,tegen,-4.6377892,-0.01278933,tegen,-0.84594625,-0.59594625
865,tegen,-0.8360097,-0.5860097,voor,-0.02067058,-9.395671
866,voor,-0.1270143,-17.627014,voor,-0.062043197,-16.062044
867,tegen,-12.127054,-0.0020543816,voor,-0.045616496,-3.5456164
868,tegen,-11.125301,-0.00030090412,voor,-0.01573167,-5.765732
869,tegen,-3.5381324,-0.038132492,tegen,-6.8787427,-0.0037426024
870,tegen,-10.626302,-0.0013020226,voor,-0.32018998,-1.32019
871,tegen,-7.001696,-0.0016962457,voor,-0.01821105,-10.768211
872,tegen,-13.125632,-0.000632736,voor,-0.0620451,-11.937045
873,tegen,-3.5318801,-0.031880032,voor,-0.026420357,-9.651421
874,tegen,-6.7517266,-0.0017268223,tegen,-4.3886757,-0.013675754
875,tegen,-11.001637,-0.0016373354,voor,-0.31341106,-10.438411
876,tegen,-9.877674,-0.0026743456,voor,-0.07747205,-2.827472
877,tegen,-10.877329,-0.002328671,voor,-0.04913376,-7.674134
878,tegen,-4.5133433,-0.013343513,voor,-0.051952615,-3.3019526
879,tegen,-11.126454,-0.0014545209,voor,-0.026549105,-8.526549
880,tegen,-7.8765593,-0.0015592587,tegen,-2.8152804,-0.06528032
881,tegen,-15.1259,-0.0009001429,tegen,-5.629467,-0.0044670315
882,voor,-0.10027568,-13.225276,tegen,-15.252024,-0.002023924
883,voor,-0.20154949,-10.45155,voor,-0.038193773,-9.163194
884,tegen,-6.8771615,-0.0021616833,voor,-0.12700707,-12.8770075
885,tegen,-12.500533,-0.0005332559,voor,-0.009827634,-10.259828
886,tegen,-8.502056,-0.0020559274,voor,-0.1603138,-13.535314
887,tegen,-4.7596416,-0.0096416995,voor,-0.12700717,-12.7520075
888,tegen,-13.25162,-0.001620192,voor,-0.016708555,-7.3917084
889,tegen,-7.627193,-0.002193087,voor,-0.1270119,-12.752012
890,tegen,-2.4717314,-0.096731424,voor,-0.020788746,-8.520789
891,tegen,-6.8794403,-0.004440205,voor,-0.034319427,-4.5343194
892,tegen,-10.001227,-0.0012271352,voor,-0.017397527,-4.6423974
893,tegen,-8.001087,-0.0010871129,voor,-0.062055185,-10.812056
894,tegen,-5.007833,-0.0078329155,tegen,-9.750978,-0.0009786248
895,tegen,-3.1713042,-0.046304137,voor,-0.06228046,-8.312281
896,tegen,-13.626599,-0.0015997257,voor,-0.21149518,-1.7114952
897,voor,-0.12700559,-16.502007,voor,-0.07897693,-16.453978
898,tegen,-1.3157928,-0.3157928,voor,-0.03809588,-12.913095
899,tegen,-0.90628886,-0.53128886,voor,-0.02253277,-6.272533
900,voor,-0.25204778,-10.252048,tegen,-9.501004,-0.0010044663
901,tegen,-6.7535706,-0.0035707306,tegen,-3.7770784,-0.027078437
902,tegen,-4.141787,-0.0167871,voor,-0.008445076,-7.1334453
903,tegen,-4.3895993,-0.014599211,tegen,-2.6970432,-0.07204319
904,voor,-0.59420377,-0.84420377,voor,-0.03496151,-5.2849617
905,tegen,-2.020597,-0.14559686,voor,-0.045923594,-4.4209237
906,voor,-0.18932313,-1.8143232,voor,-0.20151372,-12.326513
907,tegen,-9.500986,-0.0009857697,tegen,-5.6304994,-0.00549948
908,tegen,-3.7740223,-0.024022285,voor,-0.078973845,-14.953974
909,voor,-0.43618897,-1.0611889,voor,-0.25204313,-14.127043
910,tegen,-9.625739,-0.0007388731,voor,-0.020651782,-9.645652
911,tegen,-4.020696,-0.020696273,voor,-0.038289472,-8.538289
912,voor,-0.058646385,-3.1836464,voor,-0.048654586,-13.298655
913,tegen,-1.1508398,-0.40083975,voor,-0.20150544,-13.326506
914,tegen,-5.007281,-0.0072809956,voor,-0.033714976,-11.283715
915,tegen,-7.2528696,-0.0028694232,voor,-0.10094274,-2.4759429
916,tegen,-13.125578,-0.0005776969,tegen,-9.250552,-0.0005520791
917,tegen,-3.052377,-0.052376937,voor,-0.069444776,-2.8194447
918,voor,-0.3623672,-1.3623672,voor,-0.029891992,-9.404892
919,voor,-0.01499809,-7.139998,voor,-0.07896359,-16.203964
920,tegen,-1.5040975,-0.25409743,voor,-0.015686017,-5.390686
921,tegen,-8.37571,-0.0007090979,voor,-0.048646413,-12.048646
922,tegen,-9.375815,-0.0008149892,voor,-0.018284442,-9.393285
923,tegen,-6.7519836,-0.0019838295,voor,-0.048694786,-10.173695
924,voor,-0.29249254,-1.4174925,tegen,-1.4084423,-0.2834423
925,tegen,-11.001276,-0.00127595,voor,-0.09460158,-2.8446016
926,voor,-0.24441281,-2.244413,tegen,-0.8311802,-0.5811802
927,tegen,-5.5054417,-0.005441501,tegen,-11.626016,-0.001016018
928,tegen,-9.50089,-0.00088966393,voor,-0.20151821,-14.076518
929,tegen,-3.1690931,-0.0440931,voor,-0.029792843,-13.654793
930,tegen,-11.625733,-0.0007330321,voor,-0.012984679,-7.7629848
931,tegen,-13.251028,-0.0010278082,voor,-0.12703468,-14.502035
932,tegen,-6.628469,-0.0034690478,tegen,-5.6308403,-0.0058402843
933,tegen,-6.753265,-0.0032646959,voor,-0.12808432,-6.878084
934,tegen,-7.8768525,-0.0018526007,voor,-0.10030059,-10.975301
935,tegen,-9.750673,-0.0006728783,voor,-0.043103214,-10.043103
936,tegen,-5.380524,-0.0055240155,tegen,-10.625875,-0.00087585096
937,tegen,-12.375952,-0.00095207535,voor,-0.038135253,-10.038136
938,voor,-0.049847607,-3.5498476,voor,-0.023306275,-11.148306
939,voor,-0.019518081,-4.644518,voor,-0.029815292,-11.154816
940,tegen,-4.6358085,-0.01080857,voor,-0.016079536,-11.39108
941,tegen,-6.252694,-0.0026940785,voor,-0.029869778,-9.77987
942,tegen,-3.657636,-0.032635942,voor,-0.20153555,-11.701535
943,tegen,-10.251669,-0.0016689957,voor,-0.034842815,-3.6598427
944,voor,-0.2015535,-9.826553,voor,-0.4818659,-0.9818659
945,tegen,-10.875589,-0.0005892523,voor,-0.10034771,-9.6003475
946,tegen,-1.609647,-0.23464699,voor,-0.062046103,-10.937046
947,tegen,-3.410813,-0.035812993,voor,-0.021152496,-7.5211525
948,tegen,-13.003737,-0.0037370182,tegen,-5.7541895,-0.0041892794
949,tegen,-9.375676,-0.00067609677,voor,-0.31343243,-15.188433
950,tegen,-12.755361,-0.005360402,voor,-0.039442535,-4.6644425
951,tegen,-1.9124995,-0.16249952,voor,-0.078976154,-14.203976
952,voor,-0.20156713,-9.951567,tegen,-9.000568,-0.0005681643
953,tegen,-7.252791,-0.0027910883,voor,-0.048729185,-9.298729
954,tegen,-6.003984,-0.0039841277,voor,-0.062029976,-12.31203
955,tegen,-9.6266985,-0.0016982723,voor,-0.062035687,-12.812036
956,tegen,-6.6275253,-0.0025252455,voor,-0.04864516,-12.173645
957,tegen,-4.883132,-0.008131891,voor,-0.014229914,-10.38923
958,voor,-0.030380571,-3.6553805,voor,-0.100283764,-16.850285
959,voor,-0.048842378,-8.548842,voor,-0.100287646,-11.850287
960,voor,-0.09870676,-3.3487067,voor,-0.068531305,-5.0685315
961,voor,-0.25203425,-13.877034,voor,-0.07897748,-10.828978
962,tegen,-9.125713,-0.00071302796,voor,-0.048652995,-12.173653
963,voor,-0.08531301,-5.085313,tegen,-9.626897,-0.0018967483
964,tegen,-2.365044,-0.11504401,tegen,-6.510428,-0.01042807
965,tegen,-1.3145182,-0.3145182,voor,-0.078970425,-13.45397
966,tegen,-14.127919,-0.002919234,tegen,-0.84070987,-0.59070987
967,tegen,-5.7537932,-0.003793066,voor,-0.038088422,-12.038089
968,Voor,-0.4742192,-13.849219,tegen,-8.125973,-0.00097232533
969,tegen,-8.500747,-0.00074649847,voor,-0.10026016,-16.47526
970,tegen,-6.2530513,-0.0030515043,voor,-0.043097734,-10.4180975
971,tegen,-4.883512,-0.008511857,voor,-0.0046021994,-7.6296024
972,tegen,-10.001495,-0.0014952188,voor,-0.048651405,-11.798652
973,tegen,-6.1284194,-0.0034193892,tegen,-13.887687,-0.012686579
974,tegen,-8.878861,-0.0038615935,tegen,-11.377304,-0.0023045314
975,tegen,-8.378191,-0.003191024,tegen,-15.387696,-0.012696351
976,tegen,-13.251619,-0.0016191228,tegen,-10.750622,-0.00062224973
977,tegen,-4.884096,-0.009096313,tegen,-11.000864,-0.0008642956
978,tegen,-1.2343338,-0.35933375,tegen,-14.751617,-0.0016175732
979,tegen,-3.1700342,-0.045034245,voor,-0.16030495,-13.660305
980,tegen,-4.0196075,-0.019607741,voor,-0.0054987683,-8.380499
981,tegen,-7.377528,-0.0025282183,voor,-0.023485618,-8.648485
982,tegen,-11.250308,-0.00030805267,voor,-0.048641186,-13.548641
983,tegen,-3.170636,-0.045635972,voor,-0.043264877,-8.543265
984,tegen,-8.00061,-0.00061021384,voor,-0.038290486,-8.53829
985,tegen,-9.002741,-0.0027406851,tegen,-1.8149562,-0.18995616
986,tegen,-1.2278204,-0.35282043,voor,-0.042153366,-3.4171534
987,tegen,-10.501502,-0.0015024792,voor,-0.062406916,-7.937407
988,tegen,-2.932746,-0.05774586,voor,-0.0080790315,-6.633079
989,tegen,-5.506976,-0.006976079,voor,-0.23519005,-1.61019
990,tegen,-0.8301613,-0.5801613,voor,-0.01255792,-11.387558
991,voor,-0.06330192,-6.688302,voor,-0.53044176,-0.90544176
992,tegen,-5.255852,-0.0058521163,voor,-0.20151117,-14.451511
993,tegen,-0.83220637,-0.58220637,voor,-0.062033787,-12.937034
994,tegen,-7.5016813,-0.0016813673,voor,-0.02337301,-9.523373
995,voor,-0.16431998,-5.53932,tegen,-13.877284,-0.002284076
996,tegen,-6.003562,-0.0035618234,voor,-0.026456352,-9.401456
997,tegen,-5.505293,-0.005292935,voor,-0.02727334,-7.027273
998,tegen,-1.8127999,-0.18779992,voor,-0.10030469,-12.225305
999,voor,-0.048663102,-10.548663,voor,-0.0620274,-13.812027
1000,voor,-0.16032232,-12.535322,voor,-0.25204223,-13.377042
1001,tegen,-5.3805695,-0.0055695404,voor,-0.048718408,-9.548718
1002,voor,-0.07391642,-5.5739164,voor,-0.03472296,-6.909723
1003,voor,-0.102016,-3.102016,voor,-0.20159607,-9.326596
1004,tegen,-9.875802,-0.0008018842,voor,-0.08911372,-9.339114
1005,voor,-0.07895401,-12.828954,voor,-0.06202718,-12.062027
1006,tegen,-9.501526,-0.0015254525,voor,-0.2090428,-1.7090428
1007,tegen,-1.0729535,-0.44795343,voor,-0.12701535,-12.502015
1008,voor,-0.017351951,-5.767352,voor,-0.0142165115,-11.139216
1009,tegen,-7.003228,-0.0032282178,tegen,-9.001112,-0.0011115205
1010,voor,-0.21218304,-1.837183,voor,-0.0553233,-7.930323
1011,voor,-0.16620862,-5.1662087,tegen,-11.381071,-0.006071237
1012,tegen,-9.001061,-0.0010615098,voor,-0.0487402,-9.29874
1013,voor,-0.07931449,-2.8293145,voor,-0.026368575,-11.401368
1014,voor,-0.40743634,-1.1574364,tegen,-2.8136616,-0.06366149
1015,tegen,-1.1392006,-0.38920057,voor,-0.06202807,-12.187028
1016,tegen,-4.391225,-0.016224988,voor,-0.054998618,-9.929998
1017,tegen,-12.501157,-0.001156651,voor,-0.16033004,-11.91033
1018,voor,-0.10033617,-10.350336,voor,-0.028468149,-3.7784681
1019,tegen,-9.87736,-0.0023607828,tegen,-7.0036445,-0.003644615
1020,tegen,-2.5810244,-0.081024416,tegen,-15.005407,-0.0054069962
1021,tegen,-3.6528134,-0.027813533,voor,-0.062055413,-12.437056
1022,tegen,-12.502594,-0.0025942076,voor,-0.20165384,-8.9516535
1023,tegen,-8.875811,-0.00081022107,voor,-0.04864573,-13.298646
1024,tegen,-4.761742,-0.0117420135,voor,-0.048673436,-10.423674
1025,voor,-0.06227027,-8.31227,tegen,-11.375373,-0.00037299667
1026,tegen,-0.765682,-0.640682,voor,-0.25204343,-14.002044
1027,tegen,-8.377876,-0.0028764382,tegen,-5.00837,-0.008370012
1028,voor,-0.10103897,-7.226039,voor,-0.026377868,-10.401378
1029,voor,-0.10573053,-2.3557305,voor,-0.006764753,-11.506764
1030,tegen,-7.6258826,-0.00088264194,voor,-0.018209763,-10.768209
1031,voor,-0.038358513,-8.288359,voor,-0.20151703,-11.451517
1032,tegen,-2.1306586,-0.13065875,voor,-0.043064848,-11.668065
1033,voor,-0.019649593,-5.6446495,voor,-0.03810759,-12.038108
1034,tegen,-8.75353,-0.0035298748,voor,-0.03901396,-7.039014
1035,voor,-0.023358217,-9.523358,voor,-0.020625042,-10.270625
1036,tegen,-1.4086764,-0.28367642,voor,-0.020608922,-11.645609
1037,tegen,-3.656247,-0.031246845,tegen,-3.7753716,-0.025371514
1038,tegen,-8.128002,-0.0030021851,tegen,-8.003028,-0.0030279828
1039,tegen,-3.531275,-0.03127492,voor,-0.062036365,-13.1870365
1040,tegen,-1.4114499,-0.28644985,voor,-0.38701272,-15.1370125
1041,voor,-0.5295544,-0.9045544,voor,-0.0069911154,-6.881991
1042,tegen,-3.898623,-0.023622898,voor,-0.10028473,-12.225285
1043,tegen,-8.875942,-0.0009424308,voor,-0.03434408,-7.409344
1044,voor,-0.4820524,-0.9820524,voor,-0.030361954,-7.530362
1045,voor,-0.4817395,-0.9817395,voor,-0.062042862,-11.187043
1046,tegen,-8.87631,-0.001310002,tegen,-12.000487,-0.00048763392
1047,tegen,-11.625348,-0.0003480978,voor,-0.014211333,-11.389212
1048,tegen,-8.375831,-0.0008303555,voor,-0.12703688,-10.877037
1049,tegen,-12.251818,-0.0018180978,voor,-0.026371945,-10.651372
1050,tegen,-11.6258335,-0.00083321275,voor,-0.013394331,-5.6383944
1051,tegen,-8.876073,-0.0010728232,tegen,-1.5037713,-0.25377136
1052,voor,-0.12299961,-2.2479997,voor,-0.03809577,-12.913095
1053,tegen,-8.1267805,-0.0017808529,voor,-0.12702282,-11.627023
1054,tegen,-15.126153,-0.001153436,voor,-0.016515926,-5.0165157
1055,tegen,-14.376206,-0.001206423,voor,-0.0486589,-11.923659
1056,tegen,-7.8770413,-0.0020412947,voor,-0.048657086,-11.923657
1057,tegen,-6.2525725,-0.002572329,voor,-0.07896867,-11.578969
1058,tegen,-15.252067,-0.00206628,tegen,-7.3762636,-0.0012635675
1059,tegen,-12.12555,-0.0005500526,voor,-0.04864664,-13.048647
1060,tegen,-6.5023885,-0.002388495,voor,-0.07895126,-13.703951
1061,tegen,-11.500835,-0.00083547767,voor,-0.026360214,-11.1513605
1062,tegen,-4.5118065,-0.011806452,voor,-0.20151831,-14.201518
1063,tegen,-5.5053964,-0.005396561,voor,-0.0620423,-10.687042
1064,tegen,-9.376138,-0.0011381926,voor,-0.026395628,-10.026396
1065,tegen,-12.252086,-0.0020855467,tegen,-2.352044,-0.1020441
1066,tegen,-4.8871474,-0.012147335,voor,-0.046303112,-3.796303
1067,tegen,-11.877073,-0.002072825,voor,-0.037283435,-3.6622834
1068,tegen,-2.8135257,-0.063525796,voor,-0.009866348,-9.509867
1069,tegen,-5.75402,-0.004020338,voor,-0.16032618,-14.910326
1070,tegen,-9.376158,-0.0011574854,voor,-0.2520311,-13.002031
1071,tegen,-9.875969,-0.0009689876,voor,-0.062038373,-12.187038
1072,tegen,-3.896765,-0.021764949,voor,-0.018194543,-13.893194
1073,tegen,-5.7545013,-0.004501331,voor,-0.01821866,-10.768219
1074,tegen,-10.875667,-0.0006664486,tegen,-13.375639,-0.0006391693
1075,tegen,-10.62709,-0.002090185,voor,-0.1003241,-10.100324
1076,tegen,-12.751137,-0.0011368814,tegen,-13.750637,-0.00063690444
1077,tegen,-11.250777,-0.0007769926,voor,-0.07897638,-12.328977
1078,voor,-0.085099205,-3.3350992,tegen,-10.6262865,-0.0012860677
1079,tegen,-5.506155,-0.006154885,voor,-0.029886905,-9.279887
1080,voor,-0.53005046,-0.90505046,voor,-0.04865004,-13.04865
1081,tegen,-7.6262064,-0.0012061846,voor,-0.12701641,-11.377016
1082,tegen,-1.3211923,-0.32119223,voor,-0.21007669,-1.7100767
1083,tegen,-2.5838597,-0.08385973,tegen,-1.818902,-0.19390202
1084,voor,-0.20151928,-11.201519,voor,-0.16031735,-11.535317
1085,tegen,-11.125766,-0.0007660296,voor,-0.029891182,-9.529891
1086,tegen,-3.1707144,-0.04571433,voor,-0.20151527,-14.701515
1087,tegen,-8.501378,-0.0013783294,voor,-0.045475494,-3.2954755
1088,tegen,-6.2582994,-0.008299427,tegen,-1.8093512,-0.18435116
1089,tegen,-12.251315,-0.0013147627,tegen,-6.3778996,-0.0028996167
1090,tegen,-3.6522586,-0.027258724,voor,-0.10025121,-15.100251
1091,tegen,-7.5012302,-0.0012301116,tegen,-3.2890053,-0.039005358
1092,tegen,-0.90269464,-0.52769464,voor,-0.048651632,-12.798652
1093,voor,-0.062048573,-11.437049,voor,-0.026363472,-11.401363
1094,tegen,-1.4139286,-0.28892866,voor,-0.07896525,-13.203965
1095,tegen,-2.8199303,-0.06993043,voor,-0.5324321,-0.9074321
1096,tegen,-6.0041795,-0.0041795485,voor,-0.57606405,-16.076063
1097,tegen,-1.2271955,-0.3521955,voor,-0.0486438,-12.798644
1098,voor,-0.17637523,-1.9263753,voor,-0.02330581,-10.898306
1099,tegen,-8.875735,-0.00073565455,voor,-0.02981564,-11.404816
1100,tegen,-11.875392,-0.0003918272,voor,-0.062022246,-12.437022
1101,tegen,-4.2668557,-0.016855549,voor,-0.07902507,-9.579025
1102,voor,-0.15553255,-2.0305326,voor,-0.030146493,-4.2801466
1103,tegen,-7.7573447,-0.0073446576,voor,-0.3676586,-1.2426586
1104,tegen,-13.50686,-0.006860055,voor,-0.10035235,-9.725352
1105,tegen,-14.003312,-0.0033121041,voor,-0.04669319,-3.921693
1106,voor,-0.18151785,-1.8065178,voor,-0.018198758,-14.018199
1107,tegen,-15.251825,-0.0018251233,tegen,-6.003436,-0.0034358962
1108,tegen,-3.6536355,-0.028635554,voor,-0.009958656,-5.7599587
1109,tegen,-7.127384,-0.0023840917,tegen,-4.636,-0.011000308
1110,tegen,-10.751847,-0.0018473667,voor,-0.04312251,-9.668122
1111,tegen,-7.0027823,-0.0027822927,voor,-0.31339782,-10.438397
1112,tegen,-9.376727,-0.0017275377,voor,-0.04875587,-9.173756
1113,tegen,-13.376813,-0.0018125097,voor,-0.047740456,-3.2977405
1114,voor,-0.038291868,-8.538292,voor,-0.38699636,-16.011997
1115,tegen,-8.500885,-0.0008845492,voor,-0.016072614,-13.016072
1116,tegen,-6.128172,-0.003171772,voor,-0.16032943,-15.53533
1117,tegen,-10.37558,-0.0005799581,voor,-0.10028603,-13.3502865
1118,tegen,-2.0201893,-0.14518929,voor,-0.1603277,-12.535328
1119,tegen,-11.876621,-0.001620788,voor,-0.06204734,-11.312047
1120,tegen,-8.125799,-0.0007990269,voor,-0.029809497,-12.02981
1121,tegen,-0.90440446,-0.52940446,voor,-0.10027708,-15.350277
1122,tegen,-10.12618,-0.0011801084,voor,-0.029889798,-9.40489
1123,tegen,-9.500558,-0.0005579164,voor,-0.02635081,-12.776351
1124,tegen,-10.001183,-0.0011821311,voor,-0.25203767,-12.627038
1125,tegen,-3.7746372,-0.024637287,voor,-0.03808957,-12.53809
1126,voor,-0.18336694,-1.8083669,voor,-0.07896293,-11.703963
1127,tegen,-11.000664,-0.000663707,tegen,-8.126037,-0.0010363836
1128,tegen,-7.501165,-0.0011651034,voor,-0.029834026,-10.654834
1129,tegen,-5.8808804,-0.0058804406,voor,-0.02194679,-5.146947
1130,tegen,-5.8784895,-0.0034893586,voor,-0.012254502,-5.3872547
1131,tegen,-4.885557,-0.010557357,voor,-0.15980124,-2.0348012
1132,tegen,-13.375816,-0.0008165352,voor,-0.03810701,-12.163107
1133,voor,-0.15257035,-2.0275702,voor,-0.04863551,-12.6736355
1134,voor,-0.5353006,-0.9103006,tegen,-4.143107,-0.018106751
1135,tegen,-7.003542,-0.0035418593,voor,-0.0685903,-2.9435904
1136,voor,-0.29271665,-1.4177166,tegen,-5.257238,-0.0072380253
1137,tegen,-5.255813,-0.0058128913,voor,-0.029834142,-10.654834
1138,tegen,-2.3535028,-0.10350263,voor,-0.025758002,-6.025758
1139,tegen,-15.127316,-0.0023160721,voor,-0.025764864,-6.025765
1140,tegen,-2.2408226,-0.11582244,tegen,-5.6300306,-0.005030829
1141,tegen,-6.5031905,-0.0031903093,voor,-0.20170139,-8.701701
1142,tegen,-1.5047028,-0.25470278,voor,-0.20152542,-14.201526
1143,tegen,-1.7044297,-0.20442976,tegen,-3.65317,-0.028170211
