,id,gpt-3.5turbo_de PVV_vote,gpt-3.5turbo_de PVV_voor_lprob,gpt-3.5turbo_de PVV_tegen_lprob,gpt-3.5turbo_GroenLinks-PvdA_vote,gpt-3.5turbo_GroenLinks-PvdA_voor_lprob,gpt-3.5turbo_GroenLinks-PvdA_tegen_lprob,gpt-3.5turbo_de VVD_vote,gpt-3.5turbo_de VVD_voor_lprob,gpt-3.5turbo_de VVD_tegen_lprob,gpt-3.5turbo_het NSC_vote,gpt-3.5turbo_het NSC_voor_lprob,gpt-3.5turbo_het NSC_tegen_lprob,gpt-3.5turbo_D66_vote,gpt-3.5turbo_D66_voor_lprob,gpt-3.5turbo_D66_tegen_lprob,gpt-3.5turbo_de BBB_vote,gpt-3.5turbo_de BBB_voor_lprob,gpt-3.5turbo_de BBB_tegen_lprob,gpt-3.5turbo_het CDA_vote,gpt-3.5turbo_het CDA_voor_lprob,gpt-3.5turbo_het CDA_tegen_lprob,gpt-3.5turbo_de SP_vote,gpt-3.5turbo_de SP_voor_lprob,gpt-3.5turbo_de SP_tegen_lprob,gpt-3.5turbo_de ChristenUnie_vote,gpt-3.5turbo_de ChristenUnie_voor_lprob,gpt-3.5turbo_de ChristenUnie_tegen_lprob,gpt-3.5turbo_DENK_vote,gpt-3.5turbo_DENK_voor_lprob,gpt-3.5turbo_DENK_tegen_lprob,gpt-3.5turbo_PvdD_vote,gpt-3.5turbo_PvdD_voor_lprob,gpt-3.5turbo_PvdD_tegen_lprob,gpt-3.5turbo_SGP_vote,gpt-3.5turbo_SGP_voor_lprob,gpt-3.5turbo_SGP_tegen_lprob,gpt-3.5turbo_de FVD_vote,gpt-3.5turbo_de FVD_voor_lprob,gpt-3.5turbo_de FVD_tegen_lprob,gpt-3.5turbo_Volt_vote,gpt-3.5turbo_Volt_voor_lprob,gpt-3.5turbo_Volt_tegen_lprob,gpt-3.5turbo_JA21_vote,gpt-3.5turbo_JA21_voor_lprob,gpt-3.5turbo_JA21_tegen_lprob
1156,2023D30567,tegen,-3.1887197,-0.260131,voor,-0.013790982,-9.582021,tegen,-1.3918283,-0.3198735,voor,-0.0030850247,-6.599826,voor,-0.0179789,-4.1624317,voor,-0.04311235,-3.3186688,voor,-0.08301089,-2.6650937,voor,-0.07475471,-2.6811752,voor,-0.04769192,-3.7249837,voor,-0.026568137,-3.9560668,voor,-0.026623283,-3.8377938,voor,-0.09294266,-2.6018043,voor,-0.4609858,-4.238976,voor,-0.0026204893,-7.3799667,voor,-0.012790273,-5.4739127
1157,2023D30562,tegen,-3.4553313,-0.1400561,voor,-0.5419148,-0.8800229,tegen,-1.5900823,-0.23709881,tegen,-0.9575821,-0.48815116,tegen,-1.0695293,-0.432656,tegen,-2.2596953,-0.123915024,tegen,-2.0465424,-0.14266315,tegen,-1.9834163,-0.15350224,tegen,-1.393506,-0.29386428,tegen,-2.82212,-0.069428764,tegen,-2.3630347,-0.10291635,tegen,-1.0490451,-0.44681495,tegen,-4.1959357,-0.017985806,tegen,-1.1700828,-0.37448958,tegen,-2.202625,-0.117889196
1158,2023D28932,tegen,-1.6775358,-0.2444722,voor,-0.0017863252,-9.158248,voor,-0.20980631,-1.7498244,voor,-0.0033146,-6.023029,voor,-0.0020863777,-7.5978484,voor,-0.009301959,-6.1090527,voor,-0.008846549,-5.1852174,voor,-0.011407007,-4.6277037,voor,-0.11790424,-2.4313445,voor,-0.015216256,-4.245773,voor,-0.005843585,-5.2405086,voor,-0.022696396,-3.910386,voor,-0.07819197,-3.0019553,voor,-0.0020977992,-6.8897014,voor,-0.0022169882,-6.5919366
1159,2023D29879,voor,-0.29612428,-1.4143875,voor,-0.004872943,-5.9926486,voor,-0.08098242,-2.617098,voor,-0.010643932,-4.613782,voor,-0.0067233024,-5.1859245,voor,-0.019153973,-4.5385327,voor,-0.080044776,-2.6188002,voor,-0.0108595155,-4.688716,voor,-0.0715478,-2.8663762,voor,-0.03464766,-3.4045837,voor,-0.04058089,-3.2949736,voor,-0.04341099,-3.1820982,voor,-0.4314854,-1.0614426,voor,-0.0067048315,-5.0847173,voor,-0.049223304,-3.0514512
1160,2023D29881,tegen,-4.710437,-0.18369983,voor,-0.084272906,-2.6158948,tegen,-2.6928785,-0.07918323,voor,-0.13495651,-2.096207,voor,-0.49432847,-0.9761858,tegen,-1.4374323,-0.31051725,tegen,-0.98536944,-0.79426646,tegen,-1.663455,-0.2765684,voor,-0.54665923,-0.94816947,tegen,-1.0408335,-0.44514564,voor,-0.5230149,-0.9030503,tegen,-0.9211651,-0.53849566,tegen,-2.7014394,-0.09046232,voor,-0.25009847,-1.5137932,voor,-0.11188847,-2.368524
1161,2023D29882,voor,-0.101500355,-2.3716075,voor,-0.0019779995,-6.8496647,voor,-0.037724238,-3.6443202,voor,-0.0014128545,-9.193255,voor,-0.001603056,-7.2246027,voor,-0.004739484,-7.068847,voor,-0.0034252084,-6.7855983,voor,-0.040715843,-3.278196,voor,-0.025509816,-4.247031,voor,-0.003756021,-5.931332,voor,-0.0025411784,-6.275767,voor,-0.04015693,-3.2721114,voor,-0.21727407,-1.6521953,voor,-0.0063697784,-6.6763906,voor,-0.0043744594,-5.6777163
1162,2023D29878,voor,-0.13766558,-2.1127422,voor,-0.0100682955,-4.8221984,voor,-0.0924986,-2.4833963,voor,-0.0040350645,-5.8488264,voor,-0.0038691894,-6.376441,voor,-0.048897896,-3.0720494,voor,-0.029801289,-4.0886526,voor,-0.017630514,-4.1630507,voor,-0.07305948,-2.8553567,voor,-0.008021564,-4.9441233,voor,-0.0075161224,-4.9807444,voor,-0.013199171,-4.5573964,voor,-0.14153062,-2.1740508,voor,-0.00219416,-6.3417935,voor,-0.029587219,-3.5668302
1163,2023D29445,tegen,-4.0250735,-0.022975579,voor,-0.0065616635,-5.579758,voor,-0.43496567,-1.2237115,voor,-0.00642616,-5.2576375,voor,-0.05072595,-3.0401459,voor,-0.05188245,-3.0872753,voor,-0.04981653,-5.826758,voor,-0.024258394,-4.1582174,voor,-0.08934618,-2.5244524,tegen,-1.448813,-0.2719751,voor,-0.22664417,-1.6197563,tegen,-0.80510134,-0.5946178,tegen,-2.0544963,-0.14112242,voor,-0.013824608,-4.4257736,tegen,-1.1228391,-0.40106785
1164,2023D29444,tegen,-0.9249979,-0.5229498,voor,-0.00068896345,-8.045185,voor,-0.14374186,-2.0308173,voor,-0.00061962724,-8.410242,voor,-0.0015524752,-7.45512,voor,-0.00995724,-9.820128,voor,-0.004308584,-6.281082,voor,-0.0020736484,-7.091805,voor,-0.009225425,-4.854625,voor,-0.0019651512,-8.252372,voor,-0.00044628125,-9.410034,voor,-0.01642963,-4.269468,voor,-0.02255037,-3.9639852,voor,-0.0023431848,-7.5298223,voor,-0.0010763956,-10.92846
1165,2023D29443,voor,-0.023624415,-4.010504,voor,-0.00059390126,-7.9424124,voor,-0.020684013,-4.7772875,voor,-0.00035131257,-11.529499,voor,-0.000616174,-9.631586,voor,-0.0017616905,-7.819608,voor,-0.0014814131,-9.038463,voor,-0.0015569974,-9.448638,voor,-0.011992932,-5.823562,voor,-0.0015380734,-9.189601,voor,-0.0016563749,-7.5785303,voor,-0.067981474,-2.7314374,voor,-0.0018289342,-6.692005,voor,-0.0010347146,-7.775792,voor,-0.0008456026,-7.66647
1166,2023D29432,tegen,-2.6167877,-0.07826297,voor,-0.013415852,-6.0204635,voor,-0.4182239,-1.3051219,voor,-0.03212595,-3.5050817,voor,-0.007782881,-5.204339,voor,-0.016929755,-4.8137302,voor,-0.042016786,-3.6007001,voor,-0.2703093,-1.5371608,voor,-0.11678155,-2.313595,voor,-0.0949917,-2.4318256,voor,-0.16505495,-1.910853,tegen,-1.020852,-0.45062146,voor,-0.67183924,-0.7337842,voor,-0.009111909,-5.1483865,voor,-0.0465455,-3.1267056
1167,2023D29434,tegen,-1.3631685,-0.3050344,voor,-0.1068469,-2.317174,tegen,-0.9318854,-0.5303866,voor,-0.6860558,-0.70689166,voor,-0.067548804,-2.9467793,tegen,-1.643067,-0.22467484,voor,-0.3349086,-1.2682449,tegen,-2.362016,-0.10373606,voor,-0.5570581,-1.0969083,voor,-0.6361134,-0.7596295,tegen,-1.0251756,-0.45100635,tegen,-1.7245038,-0.20038527,tegen,-1.3876967,-0.3108249,tegen,-1.5610788,-0.24260306,voor,-0.119694114,-2.2259488
1168,2023D29431,voor,-0.007931677,-5.812505,voor,-0.00026526954,-9.341087,voor,-0.00442454,-6.185018,voor,-0.00026073982,-11.631095,voor,-0.00020926216,-11.964623,voor,-0.00058806024,-8.930171,voor,-0.0011995166,-12.862698,voor,-0.00041780257,-8.781397,voor,-0.0010172101,-8.136371,voor,-0.00026109742,-10.66819,voor,-0.00038908547,-9.672306,voor,-0.00025728656,-9.717371,voor,-0.0018747397,-6.740719,voor,-0.000107953725,-10.207217,voor,-0.0005718596,-7.6582522
1169,2023D29435,tegen,-1.8633702,-0.17592363,voor,-0.015279289,-4.263309,voor,-0.12897725,-2.2878041,voor,-0.032616097,-3.4889302,voor,-0.39763716,-1.1211555,voor,-0.123116605,-2.1761656,voor,-0.10250006,-2.3518019,voor,-0.12052927,-2.1875267,voor,-0.09966051,-2.42386,tegen,-0.92555076,-0.51193076,voor,-0.25878662,-1.4851203,voor,-0.08143218,-2.5709283,voor,-0.19427165,-1.7663866,voor,-0.09478918,-2.4116037,voor,-0.011981863,-4.501112
1170,2023D29436,tegen,-13.861733,-0.00030400342,tegen,-8.499932,-0.008322481,tegen,-12.063852,-0.0025898118,tegen,-8.365394,-0.0007659103,tegen,-10.631647,-0.01819981,tegen,-10.293098,-0.000442232,tegen,-10.5217285,-0.023481425,tegen,-12.380536,-0.00059616246,tegen,-10.206729,-0.021428498,tegen,-11.282023,-0.00035751116,tegen,-11.343596,-0.0021923755,tegen,-9.629299,-0.0013196426,tegen,-11.539095,-0.0009786248,tegen,-10.796236,-0.00013703208,tegen,-5.552127,-0.006819924
1171,2023D29439,tegen,-8.60228,-0.0004366294,tegen,-6.256506,-0.002454607,tegen,-6.9060864,-0.001217498,tegen,-5.6086826,-0.004152126,tegen,-7.1270065,-0.0011787971,tegen,-7.567504,-0.0014144004,tegen,-6.9058647,-0.0012034466,tegen,-8.6246195,-0.0004207827,tegen,-7.2901716,-0.0014488028,tegen,-7.537291,-0.0011489099,tegen,-8.073596,-0.0025126392,tegen,-6.2432437,-0.002536306,tegen,-7.3123426,-0.00086667965,tegen,-7.36998,-0.00088109233,tegen,-6.0624094,-0.0024479465
1172,2023D29437,tegen,-1.5347191,-0.25575027,voor,-0.002768621,-6.1968985,voor,-0.11345711,-2.2885404,voor,-0.014431557,-4.2769647,voor,-0.017151482,-4.1007714,voor,-0.047290415,-3.1403632,voor,-0.122278325,-2.179905,voor,-0.039738845,-3.2752182,voor,-0.031818025,-4.2471137,voor,-0.030122666,-3.534361,voor,-0.040219102,-3.2678993,tegen,-0.92115057,-0.5106853,voor,-0.08798964,-2.4827306,voor,-0.010084461,-4.6833825,voor,-0.0030693375,-6.090756
1173,2023D29438,voor,-0.0522138,-3.1153643,voor,-0.001058295,-7.872186,voor,-0.013413967,-4.878917,voor,-0.0010575798,-7.5704756,voor,-0.0018147636,-6.8404875,voor,-0.0022843108,-7.495025,voor,-0.008076074,-5.910174,voor,-0.0048174304,-6.13574,voor,-0.025199717,-3.9844263,voor,-0.0024875496,-6.2334332,voor,-0.00185082,-8.206269,voor,-0.010789472,-5.613027,voor,-0.0077860737,-5.1853166,voor,-0.003436731,-6.7488475,voor,-0.003173195,-6.007049
1174,2023D29433,tegen,-1.6328593,-0.22491372,voor,-0.001034357,-7.774298,voor,-0.13913594,-2.0814347,voor,-0.0018110794,-7.6928625,voor,-0.0034021672,-5.8878264,voor,-0.008428877,-5.456795,voor,-0.0048766197,-5.982864,voor,-0.04059314,-3.2613192,voor,-0.14132291,-2.254585,voor,-0.04881809,-3.1564784,voor,-0.011918013,-4.5310926,voor,-0.12615165,-2.167438,voor,-0.22882427,-1.8773361,voor,-0.0025781554,-6.57484,voor,-0.008121839,-4.8920465
1175,2023D29440,tegen,-11.093426,-0.0060008443,tegen,-7.3136926,-0.073122635,tegen,-11.7338295,-0.005893834,tegen,-10.07878,-0.0005810309,tegen,-10.807911,-0.0005438577,tegen,-9.057902,-0.0003156817,tegen,-12.472676,-0.001980618,tegen,-10.750052,-0.0001823258,tegen,-9.4729595,-0.00070528337,tegen,-10.173441,-0.0004957251,tegen,-10.44864,-0.0005295606,tegen,-9.068385,-0.0005906827,tegen,-8.906425,-0.0007653143,tegen,-8.539696,-0.0005836534,tegen,-8.111687,-0.000722799
1176,2023D29441,tegen,-12.613535,-0.0029618926,tegen,-8.253469,-0.24837713,tegen,-9.837496,-0.020776846,tegen,-11.490678,-0.0016757795,tegen,-10.35001,-0.02190947,tegen,-8.631,-0.0014768906,tegen,-11.918677,-0.004198779,tegen,-12.510515,-0.0026439065,tegen,-11.460123,-0.0036143241,tegen,-11.884657,-0.0022960864,tegen,-11.083868,-0.0019092427,tegen,-11.754385,-0.00056292297,tegen,-12.416168,-0.0010719887,tegen,-10.154677,-0.01170065,tegen,-13.264922,-0.00033665422
1177,2023D29422,voor,-0.43486673,-1.2285945,voor,-0.029145122,-3.622981,voor,-0.07171569,-3.354707,voor,-0.008946627,-4.803458,voor,-0.023186073,-3.8686278,voor,-0.14626698,-2.0903168,voor,-0.6445951,-0.77135175,voor,-0.1780576,-1.8808144,voor,-0.5450976,-0.90334535,voor,-0.3813243,-1.178884,voor,-0.034104463,-3.4344282,voor,-0.14494294,-2.0246313,voor,-0.35611182,-1.4568064,voor,-0.1570091,-1.9391937,voor,-0.027253386,-3.7316105
1178,2023D29425,voor,-0.08975598,-2.6463814,voor,-0.0007904516,-10.84345,voor,-0.005671845,-8.326613,voor,-0.002691225,-6.1493073,voor,-0.0014217838,-7.57747,voor,-0.0038391445,-10.2006035,voor,-0.0017816873,-6.9761047,voor,-0.0013683346,-8.901841,voor,-0.005725063,-8.124286,voor,-0.0009186048,-11.444493,voor,-0.0008757318,-7.9574857,voor,-0.0032499623,-6.040327,voor,-0.006613177,-6.0232034,voor,-0.0012086843,-8.153796,voor,-0.0016726837,-7.55245
1179,2023D29428,voor,-0.23123181,-1.596428,voor,-0.006505286,-5.11667,voor,-0.12088627,-2.2439523,voor,-0.011252477,-4.5679464,voor,-0.005801875,-5.5817084,voor,-0.0070687705,-5.2044296,voor,-0.02760412,-3.886857,voor,-0.017525211,-4.2318807,voor,-0.22046936,-1.6876763,voor,-0.06022042,-2.8552892,voor,-0.382169,-1.1589673,voor,-0.15096955,-1.9870005,voor,-0.07451276,-3.037739,voor,-0.022133604,-3.8780506,voor,-0.012254028,-4.483051
1180,2023D29420,voor,-0.42463902,-1.0934737,voor,-0.0022206763,-6.6645055,voor,-0.016525073,-4.1971893,voor,-0.0027484114,-6.3071327,voor,-0.0015500947,-6.991775,voor,-0.08170522,-2.6579115,voor,-0.013134586,-4.860539,voor,-0.012150872,-4.53543,voor,-0.06005743,-3.2388752,voor,-0.030837642,-3.522346,voor,-0.19645049,-1.7282689,voor,-0.048897553,-3.072396,voor,-0.041045535,-3.7836163,voor,-0.00467683,-5.529436,voor,-0.008565048,-4.9049807
1181,2023D29430,tegen,-2.061777,-0.14166069,voor,-0.0027107229,-6.152638,voor,-0.116738796,-4.0185905,voor,-0.002624766,-6.6205525,voor,-0.015236094,-4.2309513,voor,-0.006797321,-5.43205,voor,-0.010454959,-5.4157495,voor,-0.03145076,-3.53262,voor,-0.016370758,-5.531254,voor,-0.07832448,-2.6454575,voor,-0.007291531,-5.0344977,voor,-0.021491861,-3.963188,voor,-0.13838428,-2.074614,voor,-0.009422894,-4.717259,voor,-0.0074818027,-5.321967
1182,2023D29421,voor,-0.091794126,-2.8066607,voor,-0.002859082,-7.700287,voor,-0.013559344,-4.7135353,voor,-0.0022171075,-7.251542,voor,-0.0037284647,-5.9250712,voor,-0.0046973573,-7.4452834,voor,-0.023029169,-6.14929,voor,-0.008169727,-4.928208,voor,-0.0063111507,-5.9083285,voor,-0.0043783784,-7.16545,voor,-0.0034848433,-5.82666,voor,-0.042241592,-3.207025,voor,-0.010813402,-5.1022363,voor,-0.001995728,-6.9073644,voor,-0.0078100855,-5.041858
1183,2023D29429,voor,-0.02392615,-4.5281873,voor,-0.0032165686,-8.893493,voor,-0.0051285652,-7.5262427,voor,-0.00057555124,-8.856901,voor,-0.0018291725,-9.862068,voor,-0.004175272,-7.556118,voor,-0.0041628066,-8.338386,voor,-0.009107892,-4.8209863,voor,-0.03676315,-7.3631086,voor,-0.0014448762,-7.675908,voor,-0.007029235,-8.267728,voor,-0.008230623,-6.286551,voor,-0.014884529,-5.0787654,voor,-0.0017750228,-8.689036,voor,-0.00949528,-7.966746
1184,2023D29427,voor,-0.41445354,-1.0918751,voor,-0.0031540694,-6.371742,voor,-0.37915963,-1.1613176,voor,-0.0073147123,-4.9720554,voor,-0.0032714684,-5.790465,voor,-0.009294753,-6.0795255,voor,-0.024175428,-3.8309667,voor,-0.029306745,-3.594189,voor,-0.06035151,-2.8904393,voor,-0.008318345,-4.8511033,voor,-0.002468644,-6.102898,voor,-0.026347445,-3.681554,voor,-0.026848223,-3.7794461,voor,-0.0023799269,-6.534805,voor,-0.017619152,-4.128707
1185,2023D29424,tegen,-0.76930267,-0.63282806,voor,-0.0017596714,-10.270213,voor,-0.0060815453,-5.976739,voor,-0.0010909239,-7.1968193,voor,-0.0016822017,-6.946707,voor,-0.0048486306,-5.9124794,voor,-0.006212697,-8.259911,voor,-0.005186913,-7.729411,voor,-0.008393413,-7.249675,voor,-0.00053158705,-8.318946,voor,-0.00089776615,-8.549258,voor,-0.007379808,-7.313761,voor,-0.016001284,-4.273976,voor,-0.0029935127,-7.1132174,voor,-0.0010419787,-7.6272454
1186,2023D29423,tegen,-1.4291574,-0.39103708,voor,-0.004181329,-5.82322,voor,-0.0902444,-2.9883442,voor,-0.003662668,-5.922156,voor,-0.0021701246,-6.611999,voor,-0.011367048,-5.989808,voor,-0.054740544,-3.5169864,voor,-0.037880346,-3.3466172,voor,-0.015328487,-5.3482485,voor,-0.15764761,-1.972156,voor,-0.015122088,-4.412253,voor,-0.13901697,-2.0576494,voor,-0.18891601,-1.793843,voor,-0.013171997,-4.5478573,voor,-0.006181306,-5.479587
1187,2023D29426,tegen,-1.0469602,-0.55500543,voor,-0.008111318,-5.0278773,tegen,-0.72116446,-0.6857164,voor,-0.05024244,-3.0296717,voor,-0.0113824885,-4.5276732,voor,-0.045682896,-3.2136173,voor,-0.08708085,-2.5392904,voor,-0.27496332,-1.4431725,voor,-0.13770278,-2.202957,voor,-0.22295873,-1.6190158,voor,-0.027873933,-3.6518612,voor,-0.14273241,-2.0541418,tegen,-1.2079388,-0.3710343,voor,-0.008733823,-4.8266735,voor,-0.06811902,-2.83362
1188,2023D29144,voor,-0.004841273,-6.2583795,voor,-0.00073744263,-11.422685,voor,-0.005201978,-5.759171,voor,-0.0002972088,-9.898729,voor,-0.0012309459,-9.319747,voor,-0.007694406,-8.788099,voor,-0.0013044031,-8.592464,voor,-0.00079104764,-9.456561,voor,-0.0013477345,-8.43023,voor,-0.0012557073,-13.475915,voor,-0.0027331936,-11.501385,voor,-0.004272377,-5.704977,voor,-0.00046665774,-8.90627,voor,-0.00045259902,-9.978,voor,-0.00095981994,-10.353697
1189,2023D29070,tegen,-1.698514,-0.21600433,voor,-0.0019022207,-6.5704045,voor,-0.43742883,-1.050609,voor,-0.01109722,-4.603621,voor,-0.028203942,-3.6440983,voor,-0.031773794,-3.5672581,voor,-0.035826568,-3.6164026,voor,-0.3192647,-1.3042576,voor,-0.24164675,-1.5768194,voor,-0.08371139,-2.5528276,voor,-0.019802477,-3.9615865,voor,-0.45831192,-1.0048016,tegen,-0.81359017,-0.59015,voor,-0.032092005,-3.496562,voor,-0.049313407,-3.0493553
1190,2023D29069,tegen,-0.9716351,-0.4905751,voor,-0.16065505,-1.9620695,voor,-0.35628104,-1.2628858,voor,-0.02097753,-3.9331727,voor,-0.096847974,-2.3951497,voor,-0.05713829,-2.9374464,voor,-0.04871057,-3.3107479,voor,-0.1696959,-1.8904982,voor,-0.09551637,-2.4627745,voor,-0.10957189,-2.27735,voor,-0.34792393,-1.2273109,voor,-0.5644488,-0.84514946,voor,-0.3313892,-1.270808,voor,-0.28285304,-1.4043854,voor,-0.05493746,-2.953867
1191,2023D29068,tegen,-0.8160881,-0.593737,voor,-0.0047638034,-7.036929,voor,-0.31316888,-1.3276876,voor,-0.029583395,-3.5578866,voor,-0.0034462379,-5.711036,voor,-0.02600742,-3.7669513,voor,-0.099695906,-2.4013584,voor,-0.009038182,-4.7872725,voor,-0.054147966,-3.0930235,voor,-0.008364923,-4.8285346,voor,-0.025482506,-3.7109988,voor,-0.14733367,-1.9973531,voor,-0.09290333,-2.446953,voor,-0.0015689032,-6.722577,voor,-0.009306799,-4.7350035
1192,2023D29147,voor,-0.21831304,-1.6638086,voor,-0.0006414269,-9.542689,voor,-0.0047331993,-7.2013597,voor,-0.00062844466,-8.388341,voor,-0.0026354687,-11.24278,voor,-0.0013646431,-9.592128,voor,-0.003593183,-10.272081,voor,-0.0012814223,-7.472896,voor,-0.012560036,-8.168083,voor,-0.0025852893,-8.277968,voor,-0.0027421121,-6.3598704,voor,-0.0041755103,-6.395676,voor,-0.0037155228,-6.1480274,voor,-0.0020111948,-10.513644,voor,-0.0013561904,-9.647257
1193,2023D29145,voor,-0.016772095,-5.0812864,voor,-0.0009604159,-7.848077,voor,-0.010693228,-6.0226083,voor,-0.0026733994,-8.331054,voor,-0.00045795587,-10.371222,voor,-0.0037624286,-8.901824,voor,-0.011088262,-9.57726,voor,-0.0011074712,-8.374568,voor,-0.016424,-6.0154953,voor,-0.0012276083,-7.2886076,voor,-0.003921907,-7.0585237,voor,-0.006579424,-5.3960257,voor,-0.0022033092,-7.262036,voor,-0.00090907945,-9.12481,voor,-0.0008268986,-10.225875
1194,2023D29055,tegen,-2.149603,-0.1298676,voor,-0.0026294002,-7.6917315,voor,-0.22117479,-1.6331755,voor,-0.0396229,-3.2763991,voor,-0.09782472,-2.397227,voor,-0.05243067,-3.096231,voor,-0.12498835,-2.3494928,voor,-0.24177629,-1.5432479,voor,-0.429672,-1.0677202,voor,-0.3735841,-1.1701005,voor,-0.11363707,-2.2561388,voor,-0.5313313,-0.9017689,voor,-0.5136845,-0.9276326,voor,-0.035866242,-3.3613133,voor,-0.10815817,-2.2896233
1195,2023D29057,tegen,-3.9606845,-0.02403322,voor,-0.009477799,-5.0514812,voor,-0.8205553,-1.7350794,voor,-0.028161407,-3.669044,tegen,-1.2714942,-0.33433363,voor,-0.07076843,-2.8165817,voor,-0.38378868,-1.1680027,voor,-0.23398684,-1.5808687,voor,-0.37930143,-1.1778854,voor,-0.5578239,-0.8535507,voor,-0.034132224,-3.4287055,voor,-0.5713374,-0.8376376,tegen,-3.7849278,-0.028969238,voor,-0.06547686,-2.7744765,tegen,-2.0980275,-0.13427478
1196,2023D29066,tegen,-4.425716,-0.014983651,tegen,-5.391727,-0.015172464,tegen,-3.9581802,-0.034079358,tegen,-3.316254,-0.03761323,tegen,-4.1163716,-0.019605989,tegen,-1.9347452,-0.17141664,tegen,-6.0284696,-0.005463317,tegen,-4.45853,-0.012219882,tegen,-2.702152,-0.081682034,tegen,-5.8496375,-0.0033356333,tegen,-3.609132,-0.02861134,tegen,-1.4514138,-0.2789055,tegen,-5.468963,-0.0056051076,tegen,-6.134318,-0.0024819616,tegen,-3.3231297,-0.037483256
1197,2023D29063,tegen,-5.5609174,-0.0072219274,tegen,-0.69826555,-0.69540834,tegen,-4.1939936,-0.016766464,voor,-0.34138113,-1.2488098,tegen,-3.434095,-0.0335287,voor,-0.33423975,-1.2842901,tegen,-1.6867815,-0.26722586,tegen,-2.3859043,-0.10206034,tegen,-1.0412569,-0.47330183,tegen,-3.7795138,-0.02425525,tegen,-0.7688804,-0.624559,tegen,-1.6483101,-0.215052,voor,-0.099239066,-2.6309125,tegen,-2.535662,-0.084802784,voor,-0.55284464,-0.8618771
1198,2023D29048,tegen,-3.4994237,-0.050485354,voor,-0.0054183775,-5.413072,tegen,-1.8152225,-0.18962169,voor,-0.04783353,-3.0734453,voor,-0.15051822,-1.9805753,voor,-0.5615687,-0.8935351,voor,-0.28020346,-1.4269453,tegen,-0.768737,-0.62962645,tegen,-1.5188255,-0.2764072,voor,-0.34819254,-1.2412132,voor,-0.35405567,-1.217314,voor,-0.6366063,-0.75827223,tegen,-3.75458,-0.027714284,voor,-0.06297648,-2.8149314,voor,-0.29047927,-1.3845688
1199,2023D29042,voor,-0.1352126,-2.2430065,voor,-0.007017049,-6.750496,voor,-0.07092502,-2.7071536,voor,-0.010900198,-4.576263,voor,-0.008173867,-4.9949427,voor,-0.015871646,-4.391228,voor,-0.015804183,-4.580282,voor,-0.02351077,-3.8606346,voor,-0.038851485,-3.8013828,voor,-0.28867662,-1.3947214,voor,-0.2514958,-1.512917,voor,-0.024186134,-3.84542,voor,-0.009480396,-5.1168737,voor,-0.006270513,-5.3129816,voor,-0.008759216,-4.8429055
1200,2023D29052,voor,-0.121997684,-2.3915327,voor,-0.010505097,-4.9575,voor,-0.21195558,-1.6846824,voor,-0.0029132885,-6.983144,voor,-0.0031955359,-5.9180727,voor,-0.0069949008,-6.5596833,voor,-0.01207126,-5.647075,voor,-0.02073294,-3.9834366,voor,-0.06557846,-2.9084225,voor,-0.09840796,-2.3898737,voor,-0.045398034,-3.1752865,voor,-0.029508153,-3.5944228,voor,-0.06896689,-2.7906466,voor,-0.013461013,-4.4227247,voor,-0.004613234,-5.642141
1201,2023D29040,tegen,-2.5921543,-0.09845042,voor,-0.04479263,-3.4363008,tegen,-2.1382408,-0.12831312,voor,-0.027912661,-3.6473203,voor,-0.2545834,-1.5014725,tegen,-0.898609,-0.5330618,voor,-0.63921463,-0.7780086,voor,-0.1925786,-1.8145688,tegen,-1.163362,-0.39347216,tegen,-1.862659,-0.17166658,voor,-0.15217696,-1.9667026,tegen,-1.907043,-0.16249993,tegen,-1.4669062,-0.2680327,voor,-0.29084358,-1.3787304,voor,-0.68374515,-0.7046726
1202,2023D29039,voor,-0.0857723,-2.5511653,voor,-0.0020703254,-8.651645,voor,-0.052271727,-3.1877012,voor,-0.00407389,-5.57489,voor,-0.004960851,-5.4519234,voor,-0.003013715,-6.3979588,voor,-0.005088595,-6.4755497,voor,-0.004001942,-6.018393,voor,-0.007573966,-6.379633,voor,-0.0020765057,-6.7365527,voor,-0.0025530695,-8.708726,voor,-0.016269669,-4.2001324,voor,-0.0016492337,-6.8890033,voor,-0.002430121,-6.2030315,voor,-0.0017965621,-8.244194
1203,2023D28553,tegen,-1.7504737,-0.20623082,voor,-0.0020109564,-7.937033,voor,-0.09606913,-2.4576433,voor,-0.0010365028,-7.0896997,voor,-0.003237013,-5.9515653,voor,-0.045856867,-3.2496362,voor,-0.0054858373,-6.644219,voor,-0.015623355,-4.241904,voor,-0.05997335,-2.9917989,voor,-0.0070160986,-5.146762,voor,-0.008694227,-4.796374,voor,-0.2739333,-1.4330596,voor,-0.05078431,-3.324525,voor,-0.010566907,-4.818083,voor,-0.007398384,-4.9813366
1204,2023D27965,tegen,-0.7448811,-0.65662426,voor,-0.000932183,-7.7628665,voor,-0.2095404,-1.6940279,voor,-0.0006130747,-9.604892,voor,-0.0012445169,-7.4514856,voor,-0.0076121865,-9.620817,voor,-0.0019687198,-6.9758134,voor,-0.0021455009,-6.7480845,voor,-0.0008230914,-8.401441,voor,-0.0008490558,-8.282473,voor,-0.0015309321,-8.238418,voor,-0.030390175,-3.5493188,voor,-0.03659192,-3.420547,voor,-0.00053575553,-9.004169,voor,-0.0012907129,-8.063119
