,id,PVV,GroenLinks-PvdA,VVD,NSC,D66,BBB,CDA,SP,ChristenUnie,DENK,PvdD,SGP,FVD,Volt,JA21,gpt-3.5turbo_vote,gpt-3.5turbo_voor_lprob,gpt-3.5turbo_tegen_lprob
1333,2023D27212,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,-1,-1.0,1.0,-1,1.0,voor,-0.2515303,-1.5035483
1334,2023D27213,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,tegen,-2.8358226,-0.060601614
1335,2023D26899,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,-1.0,voor,-0.069161594,-2.706857
1336,2023D26897,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.0062616277,-5.078924
1337,2023D26892,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.017415691,-4.060098
1338,2023D26898,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,-1.0,tegen,-13.382704,-7.278864e-05
1339,2023D26456,1.0,-1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,-1,1.0,voor,-0.019723466,-3.936563
1340,2023D26454,1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.002464956,-6.009625
1341,2023D26455,1.0,-1.0,-1.0,,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,-1.0,tegen,-2.4918718,-0.087054305
1342,2023D26450,-1.0,1.0,-1.0,,-1.0,-1.0,-1,1.0,-1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.030278232,-3.513793
1343,2023D26449,-1.0,1.0,1.0,,1.0,-1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.0038965144,-5.5558014
1344,2023D26201,1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.19075459,-1.7508476
1345,2023D26459,1.0,1.0,-1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.041852627,-3.195276
1346,2023D26457,1.0,-1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,-1,1.0,voor,-0.01806331,-4.024619
1347,2023D26461,1.0,-1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,-1,-1.0,1.0,-1,1.0,tegen,-0.73379266,-0.6543249
1348,2023D26460,-1.0,-1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,-1,1.0,voor,-0.24907087,-1.51243
1349,2023D26193,1.0,-1.0,-1.0,,-1.0,1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,-1.0,voor,-0.023162559,-3.7780492
1350,2023D26195,1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.009539794,-4.6595125
1351,2023D26189,1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,-1,1.0,voor,-0.006919969,-4.980625
1352,2023D26199,1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.013507121,-4.4362
1353,2023D26192,1.0,-1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,-1,1.0,1.0,-1,1.0,voor,-0.11336324,-2.2338734
1354,2023D26197,1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.021903403,-3.879188
1355,2023D26160,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,1.0,-1,-1.0,1,-1.0,-1.0,1,-1.0,voor,-0.3221512,-1.2903233
1356,2023D26158,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,1.0,-1,1.0,voor,-0.0136854,-4.2999535
1357,2023D26180,1.0,-1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,-1.0,1.0,-1,1.0,tegen,-0.7533567,-0.6367452
1358,2023D26050,-1.0,,-1.0,,-1.0,1.0,-1,1.0,-1,-1.0,1,-1.0,-1.0,1,-1.0,voor,-0.083180614,-2.528333
1359,2023D26122,1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.07206159,-2.6665478
1360,2023D26056,1.0,-1.0,-1.0,,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,tegen,-1.308776,-0.31555283
1361,2023D26057,1.0,-1.0,-1.0,,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,voor,-0.5297568,-0.8889487
1362,2023D26028,1.0,-1.0,-1.0,,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,-1.0,tegen,-2.1644506,-0.1236696
1363,2023D26032,1.0,-1.0,-1.0,,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,tegen,-0.80157983,-0.59562624
1364,2023D26053,1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.013083172,-4.344641
1365,2023D26049,-1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.0068868157,-4.9871554
1366,2023D26043,-1.0,1.0,-1.0,,1.0,1.0,-1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.0026723302,-5.9290733
1367,2023D26040,1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,-1,1.0,1.0,1,1.0,voor,-0.00846446,-4.781076
1368,2023D26038,1.0,1.0,1.0,,1.0,1.0,1,-1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.042271648,-3.1856318
1369,2023D26027,1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.02355269,-3.7666252
1370,2023D26029,1.0,-1.0,-1.0,,-1.0,1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,voor,-0.0013697614,-6.661324
1371,2023D26046,-1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,1.0,voor,-0.023615096,-3.7615912
1372,2023D25692,1.0,1.0,-1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.0037985346,-5.5786905
1373,2023D25828,-1.0,1.0,-1.0,,1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.012821936,-4.3667746
1374,2023D25821,-1.0,1.0,-1.0,,1.0,-1.0,-1,1.0,-1,-1.0,1,-1.0,-1.0,1,-1.0,voor,-0.31618658,-1.3059098
1375,2023D25845,-1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,-1,1.0,-1.0,1,1.0,voor,-0.014382678,-4.2737
1376,2023D25822,-1.0,1.0,-1.0,,-1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.06282043,-2.799038
1377,2023D25450,1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.053668022,-2.9524794
1378,2023D25447,1.0,-1.0,1.0,,-1.0,1.0,1,-1.0,1,1.0,-1,1.0,1.0,-1,1.0,voor,-0.016173018,-4.134066
1379,2023D25559,1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.031254355,-3.4817777
1380,2023D25639,1.0,-1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,-1,1.0,voor,-0.016604565,-4.107112
1381,2023D25562,-1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.24868125,-1.5137761
1382,2023D25449,-1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.008200351,-4.8091702
1383,2023D25560,1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,1.0,voor,-0.030266093,-3.5136015
1384,2023D25452,1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.03917388,-3.260678
1385,2023D25531,1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.0028341117,-5.896015
1386,2023D25451,1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.23860444,-1.5504903
1387,2023D25172,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.46840265,-0.9837148
1388,2023D25076,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,-1,-1.0,1.0,-1,1.0,voor,-0.31659177,-1.3044991
1389,2023D25078,1.0,-1.0,1.0,1.0,-1.0,1.0,1,1.0,-1,1.0,-1,1.0,1.0,-1,1.0,voor,-0.56595135,-0.8390608
1390,2023D25140,-1.0,1.0,1.0,-1.0,1.0,1.0,1,-1.0,1,1.0,-1,1.0,1.0,1,1.0,voor,-0.4903691,-0.94807553
1391,2023D25085,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.014413586,-4.2508864
1392,2023D25121,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,1.0,voor,-0.041077223,-3.213719
1393,2023D25084,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.0031976777,-5.7544985
1394,2023D25109,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,1.0,voor,-0.38934088,-1.13236
1395,2023D25075,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,-1,-1.0,1.0,-1,1.0,voor,-0.26084465,-1.4717097
1396,2023D25136,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1.0,1,1.0,-1,1.0,1.0,1,1.0,voor,-0.073698185,-2.6447318
1397,2023D25092,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.0016257872,-6.436658
1398,2023D25081,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,-1,-1.0,voor,-0.12650697,-2.1302302
1399,2023D25142,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,1.0,voor,-0.01583727,-4.154799
1400,2023D25099,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.079067685,-2.5769544
1401,2023D25113,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.06501226,-2.765978
1402,2023D25102,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,-1.0,-1,-1.0,tegen,-0.93786323,-0.49713603
1403,2023D25096,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.0063310442,-5.069987
1404,2023D25080,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,-1.0,1,-1.0,-1.0,-1,-1.0,voor,-0.31747732,-1.3020965
1405,2023D25071,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.0042201476,-5.4737864
1406,2023D25148,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.5424414,-0.8709288
1407,2023D25127,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.079133555,-2.576383
1408,2023D25103,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.009328176,-4.68119
1409,2023D25074,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,-1.0,voor,-0.024219882,-3.7352777
1410,2023D25073,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,-1,-1.0,voor,-0.54459834,-0.86789393
1411,2023D25077,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,-1.0,1,-1.0,1.0,-1,-1.0,voor,-0.14155596,-2.0252955
1412,2023D25083,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,-1.0,-1,-1.0,1.0,-1,-1.0,tegen,-1.3603257,-0.2966584
1413,2023D25082,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,-1,-1.0,voor,-0.33066088,-1.2678862
1414,2023D25079,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,-1.0,1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.017215343,-4.074924
1415,2023D25123,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,-1.0,-1,1.0,1.0,1,1.0,voor,-0.023388848,-3.769124
1416,2023D25101,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.013147876,-4.3391976
1417,2023D24497,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,1.0,voor,-0.06264857,-2.8021886
1418,2023D24748,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,-1.0,voor,-0.041652888,-3.2002738
1419,2023D24618,1.0,-1.0,-1.0,,-1.0,1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,tegen,-3.9997048,-0.018600896
1420,2023D24625,-1.0,1.0,-1.0,,1.0,1.0,-1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.06631146,-2.7476583
1421,2023D24628,-1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.3302932,-1.2685905
1422,2023D24633,-1.0,-1.0,-1.0,,1.0,-1.0,1,1.0,1,-1.0,1,1.0,-1.0,-1,-1.0,voor,-0.045931105,-3.1037467
1423,2023D24496,-1.0,,-1.0,-1.0,-1.0,-1.0,-1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.22655728,-1.596209
1424,2023D24498,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.044281404,-3.1406293
1425,2023D24494,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.019371934,-3.9552813
1426,2023D24769,-1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.021039866,-3.8841305
1427,2023D24493,1.0,1.0,-1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,-1.0,1.0,1,1.0,voor,-0.025184378,-3.7086542
1428,2023D24489,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.0040940735,-5.5211306
1429,2023D24765,1.0,,-1.0,1.0,-1.0,1.0,-1,,-1,1.0,1,1.0,-1.0,1,1.0,tegen,-4.405267,-0.012347293
1430,2023D24763,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.076592736,-2.6082547
1431,2023D24760,-1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.008001692,-4.8334794
1432,2023D24764,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,-1.0,voor,-0.14104156,-2.0300682
1433,2023D24757,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.06252629,-2.8043857
1434,2023D24755,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.098693684,-2.3653142
1435,2023D24752,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,tegen,-1.6534443,-0.21634679
1436,2023D24750,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,tegen,-1.2883247,-0.3227409
1437,2023D24751,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,voor,-0.13840356,-2.0471752
1438,2023D24747,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.027061729,-3.6237376
1439,2023D24749,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,voor,-0.40666163,-1.0964848
1440,2023D24743,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,1.0,tegen,-2.5933535,-0.077923164
1441,2023D24746,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.0007013569,-7.375667
1442,2023D24072,-1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.028537888,-3.576485
1443,2023D23698,1.0,-1.0,1.0,1.0,1.0,1.0,1,-1.0,1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.00067955,-7.362984
1444,2023D23694,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.010601709,-4.5536847
1445,2023D23511,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-6.313315e-05,-10.097149
1446,2023D23685,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,voor,-0.056974456,-2.8941212
1447,2023D23509,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.000640123,-7.404355
1448,2023D23679,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.00057447836,-7.4758725
1449,2023D23677,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.11723954,-2.20233
1450,2023D23678,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,-1.0,tegen,-1.284355,-0.32429877
1451,2023D23683,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,1.0,voor,-0.08351117,-2.5256498
1452,2023D23684,1.0,1.0,1.0,1.0,1.0,1.0,-1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.0014448762,-6.566966
1453,2023D23515,-1.0,-1.0,1.0,1.0,1.0,1.0,1,-1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.14254037,-2.01899
1454,2023D23517,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.007417794,-4.9218884
1455,2023D23513,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.013031632,-4.351916
1456,2023D23564,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,-1,1.0,tegen,-2.2762878,-0.10842197
1457,2023D23674,-1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.0056330822,-5.184027
1458,2023D23514,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.072691865,-2.6588964
1459,2023D23506,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,-1.0,1,-1.0,-1.0,-1,-1.0,voor,-0.039572485,-3.2503936
1460,2023D23507,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,-1.0,1,-1.0,-1.0,-1,-1.0,voor,-0.048034992,-3.0604365
1461,2023D23504,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.09981901,-2.3541028
1462,2023D23512,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.083190046,-2.528552
1463,2023D23372,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,-1,-1.0,voor,-0.0057720076,-5.1619153
1464,2023D23385,1.0,-1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,-1,1.0,1.0,-1,1.0,voor,-0.14229533,-2.0208697
1465,2023D23334,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,1.0,voor,-0.10156077,-2.337767
1466,2023D23374,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,-1,-1.0,1.0,-1,1.0,voor,-0.30872294,-1.3259616
1467,2023D23332,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,-1,-1.0,voor,-0.2727811,-1.4326894
1468,2023D23373,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,1,-1.0,1.0,-1,-1.0,tegen,-0.8819319,-0.53453887
1469,2023D23355,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,-1.0,1,1.0,voor,-0.01689963,-4.0902047
1470,2023D23352,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.0018758015,-6.293502
1471,2023D23342,-1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.0067878435,-4.999086
1472,2023D23351,-1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.0017666933,-6.347605
1473,2023D23331,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.17816725,-1.813177
1474,2023D23348,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,-1.0,1,1.0,1.0,-1,1.0,voor,-0.020677002,-3.8904243
1475,2023D23347,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.030175183,-3.5167131
1476,2023D23333,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.02743295,-3.611112
1477,2023D22993,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.01947716,-3.9497902
1478,2023D22567,1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.002146097,-6.148665
1479,2023D22776,1.0,-1.0,-1.0,,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,-1.0,tegen,-1.4946647,-0.254148
1480,2023D22492,1.0,-1.0,-1.0,,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.09687362,-2.382785
1481,2023D22764,-1.0,1.0,1.0,,1.0,1.0,-1,1.0,-1,-1.0,1,-1.0,-1.0,1,-1.0,voor,-0.03209455,-3.4557967
1482,2023D22992,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.6155099,-0.77742475
1483,2023D22262,1.0,1.0,-1.0,,1.0,1.0,-1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.0077443253,-4.868752
1484,2023D22225,-1.0,1.0,-1.0,1.0,1.0,-1.0,1,1.0,1,-1.0,1,1.0,-1.0,1,-1.0,voor,-0.011105949,-4.5068984
1485,2023D22191,1.0,1.0,-1.0,,1.0,1.0,-1,1.0,1,1.0,1,1.0,1.0,1,-1.0,voor,-0.014910369,-4.2149873
1486,2023D22483,1.0,1.0,-1.0,,-1.0,1.0,1,-1.0,-1,-1.0,-1,-1.0,1.0,1,1.0,voor,-0.119116604,-2.1870983
1487,2023D22481,-1.0,1.0,-1.0,,1.0,-1.0,-1,-1.0,-1,1.0,-1,-1.0,-1.0,1,-1.0,voor,-0.0069415066,-4.9778314
1488,2023D22477,-1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.4424294,-1.0287637
1489,2023D22482,-1.0,-1.0,-1.0,,1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1.0,1,-1.0,voor,-0.17269029,-1.8417805
1490,2023D22479,-1.0,1.0,1.0,,1.0,-1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.00044294354,-7.7835183
1491,2023D22471,1.0,-1.0,-1.0,,-1.0,1.0,-1,1.0,-1,-1.0,1,1.0,1.0,-1,1.0,voor,-0.2947726,-1.3656001
1492,2023D22467,-1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.021590324,-3.847495
1493,2023D22472,1.0,-1.0,-1.0,,-1.0,-1.0,-1,1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,tegen,-2.022435,-0.14210579
1494,2023D22475,1.0,-1.0,-1.0,,-1.0,1.0,-1,1.0,-1,-1.0,1,1.0,1.0,-1,1.0,tegen,-0.8224441,-0.5788413
1495,2023D22293,-1.0,1.0,-1.0,,-1.0,1.0,-1,-1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.1718472,-1.8461026
1496,2023D22473,1.0,-1.0,-1.0,,-1.0,1.0,-1,1.0,-1,-1.0,1,1.0,1.0,-1,1.0,tegen,-1.0391251,-0.43685305
1497,2023D22468,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1.0,-1,-1.0,-1,-1.0,-1.0,1,-1.0,voor,-0.026870383,-3.6309354
1498,2023D22470,1.0,-1.0,-1.0,,-1.0,1.0,-1,1.0,-1,-1.0,1,1.0,1.0,-1,1.0,voor,-0.5047957,-0.92575514
1499,2023D22469,1.0,-1.0,-1.0,,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,-1.0,tegen,-11.296475,-4.1080468e-05
