moties_small,id,moties_volledig
1358,2023D26050,verzoekt de regering uit te spreken dat schending van het (humanitaire) oorlogsrecht neerkomt op het plegen van een oorlogsmisdrijf
1359,2023D26122,"verzoekt de regering de resultaten van de invoeringstoets één jaar na invoering van de wetswijziging met de Kamer te delen; verzoekt de regering hierbij specifiek aandacht te hebben of de vormgeving van arbeidsmiddeling volstaat, of dat de jobcoaching overgeheveld moet worden naar het centrale steunpunt/servicepunt van het UWV,   "
1360,2023D26056,"spreekt uit dat de Nederlandse militairen helden waren en dat hun in de context van toen niets te verwijten valt,"
1361,2023D26057,"verzoekt de regering de schaderegeling voor weduwen en kinderen van vermeende Indonesische slachtoffers van Nederlandse geweld niet te versoepelen en verlengen,"
1362,2023D26028,"verzoekt de regering , om eerherstel voor generaal Spoor en kapitein Westerling, teneinde hun reputatie te zuiveren en erkenning te verlenen voor de taak die zij moesten uitvoeren en de omstandigheden en context waarin zij dat moesten doen; verzoekt de regering, om te onderzoeken welke onderscheidingen voor generaal Spoor en kapitein Westerling gepast zijn voor de onder zeer moeilijke omstandigheden verrichte heldendaden,"
1363,2023D26032,"spreekt uit dat de rijsttafel «niet racistisch» is en dat diens plek op de lijst van immaterieel erfgoed volkomen terecht is,"
1364,2023D26053,"verzoekt het kabinet om nog dit jaar volledige excuses aan te bieden en te onderzoeken hoe te komen tot een finale, allesomvattende, integrale en rechtvaardige regeling voor alle gedupeerden tot en met de tweede generatie, inclusief een backpayregeling voor weduwen van militairen en ambtenaren die tussen maart 1942 en augustus 1945 geen of slechts deels salaris kregen maar hier wel het volle recht op hebben,"
1365,2023D26049,"verzoekt de regering te komen tot een passende vorm van collectief eerherstel voor dienstweigeraars uit de tijd van de dekolonisatieoorlog met Indonesië,"
1366,2023D26043,"verzoekt de regering om de rehabilitatieverzoeken snel en soepel te behandelen, zonder een al te zware bewijslast te hanteren,"
1367,2023D26040,"verzoekt het kabinet om de makers van het geschiedeniscurriculum te verzoeken het perspectief van de individuele Indiëveteraan nadrukkelijk mee te nemen in het geschiedenisonderwijs over de dekolonisatieperiode,"
1368,2023D26038,"verzoekt de regering in contacten met veteranen en bij publieke bijeen-komsten met veteranen expliciet te benoemen dat het merendeel van de Nederlandse militairen in Indonesië niet schuldig of medeplichtig was aan extreem geweld,"
1369,2023D26027,"verzoekt de regering om na het advies van de Raad voor Cultuur over koloniale archieven met Indonesië in gesprek te gaan over het overdragen van van Indonesiërs gestolen stukken uit het NEFIS archief,"
1370,2023D26029,"verzoekt de regering een gelijkwaardig onderzoek in te stellen naar de gebeurtenissen, de impact en de slachtoffers van de bersiap, teneinde een complete en volledige reconstructie van de dekolonisatie van Nederland-Indië en deze periode uit de Nederlandse geschiedenis te verkrijgen,"
1371,2023D26046,"verzoekt de regering om een landelijke regeling op te tuigen ten aanzien van de grafrechten waarbij een coördinatiecentrum binnen Binnenlandse Zaken, contact gaat leggen met alle gemeenten over dit onderwerp,"
1372,2023D25692,"verzoekt het kabinet een meer voortvarende en effectieve aanpak te kiezen voor het behalen van de halveringsdoelstelling, inclusief een concreet tijdspad en planning met afrekenbare tussendoelen, en deze uiterlijk 19 september 2023 aan de Kamer te doen toekomen,"
1373,2023D25828,"verzoekt de regering te onderzoeken wat de potentiele maatschappelijke kosten van een nieuwe pandemie zijn, afgezet tegen de maatschappelijke baten van de intensieve veehouderij in Nederland, en de Kamer hierover te informeren,"
1374,2023D25821,"verzoekt de regering gezondheid altijd boven draagvlak en belangen van de veehouderij te stellen,"
1375,2023D25845,"verzoekt het kabinet met behulp van de bestaande plannen de Kamer te informeren over hoe, in samenwerking met medeoverheden, netbe-heerders, bedrijven en andere betrokkenen, voldoende laadpaalinfra-structuur voor zware voertuigen gerealiseerd zal worden, en daarin ook een lijst van mogelijke acties en een tijdpad op te nemen hoe het ondernemers gaat stimuleren en helpen bij het realiseren van private laadpaalinfrastructuur voor zware voertuigen; verzoekt het kabinet hierbij ook een verkenning aan de Kamer toe te sturen over of en hoe hogere aanschafkosten voor zero-emissietrucks en de hoge kosten voor realisatie van private laadpaalinfrastructuur zorgen voor hogere geschatte maatschappelijke kosten voor consumenten, "
1376,2023D25822,"verzoekt de regering te komen met een eigen plan voor het terugdringen van de fijnstofuitstoot uit pluimveestallen, met reductiedoelen gebaseerd op de nieuwe advieswaarden van de WHO voor luchtkwaliteit,"
1377,2023D25450,"verzoekt de regering in het integrale postplan ook extra maatregelen te treffen om de verzending van illegaal vuurwerk per post of pakket tegen te gaan,"
1378,2023D25447,"verzoekt de regering om in haar beleidskeuzes met betrekking tot vuurwerk en de jaarwisseling proportionaliteit van de maatregelen in het oog te houden zodat een feeststemming niet omslaat in frustraties en agressie die worden afgereageerd met meer vandalisme en intimidatie/geweld jegens ordehandhavers en hulpverleners,"
1379,2023D25559,"verzoekt de regering in de Wet op de rijksinspecties vast te leggen dat inspecties kunnen kiezen voor de mogelijkheid een collegiaal bestuur in te stellen,"
1380,2023D25639,"verzoekt de regering een pilot vorm te geven inzake een bredere invulling van de rol van de gerechtsdeurwaarder bij vroegsignalering, het coördi-neren om frustrerende beslagleggingen te voorkomen en een toepassing van het sociaal tarief, en de Kamer over de opzet en uitrol van de pilot te informeren in Q1 2024,"
1381,2023D25562,"verzoekt de regering bij de komende Wet rijksinspecties het onderscheid tussen privaat en publiekrechtelijk toezicht op te heffen,"
1382,2023D25449,"verzoekt de regering in gesprek met politie, OM en de VNG nader te bezien of de gerichte voorlichting over risico’s en sancties van vuurwerk-overtredingen en vuurwerkmisdrijven zowel richting gemeenten als potentiële consumenten kan worden uitgebreid,"
1383,2023D25560,"verzoekt de regering deze aanbevelingen over te nemen en waar mogelijk onderdeel te maken van de aankomende Wet rijksinspecties, en tot het wettelijk kader gereed is de aanbevelingen wel materieel toe te staan,"
1384,2023D25452,"verzoekt de regering om te bewerkstelligen dat de politie-inzet in de grensregio’s bij controle aan de grens op een meer evenwichtige manier wordt verdeeld; verzoekt de regering om de Kamer over de stand van zaken hieromtrent te informeren voor de begrotingsbehandeling van 2024,"
1385,2023D25531,"verzoekt de regering te onderzoeken hoe de overheid haar preferente positie kan benutten om een akkoord te sluiten tussen schuldenaar en schuldeiser teneinde prijzige gerechtelijke procedures en verdere problematische scenario’s voor de schuldenaar te voorkomen,"
1386,2023D25451,"verzoekt de regering in gesprek te gaan met de VNG met het doel een verbod op het gebruik van klaphamers op te nemen in de modelveror-dening APV van de VNG,"
1387,2023D25172,"verzoekt de regering  prijsregulerende, winstregulerende en/of tariefregulerende maatregelen toepassen wanneer kinderopvang nagenoeg gratis wordt"
1388,2023D25076,"verzoekt de regering om af te zien van de accijnsverhoging op brandstof per 1 juli 2023,"
1389,2023D25078,"verzoekt het kabinet in de zoektocht naar budgettaire inpasbaarheid van alle beleidsprioriteiten, lagere brandstofaccijnzen als optie op tafel te houden en deze mee te nemen in de augustusbesluitvorming; verzoekt het kabinet de inflatiecorrectie op de accijnzen bij deze afwegingen te betrekken,"
1390,2023D25140,"verzoekt de regering bij de cao-onderhandelingen over de inhuizing maximaal in te zetten op het niet van toepassing laten zijn van de «reistijd = werktijd»-regeling; verzoekt de regering, indien deze regeling onverhoopt en ongewenst toch tot het onderhandelingsresultaat behoort, de financiële gevolgen hiervan per taakstelling binnen de NVWA zelf te dekken,"
1391,2023D25085,"verzoekt de regering om voorafgaand aan de stemmingen over de Voorjaarsnota met een structureel sociaal pakket te komen waarmee de lonen substantieel stijgen, de armoededoelen van het kabinet wél worden gehaald en gezinnen met kinderen voldoende worden gecompenseerd voor het uitstel van gratis kinderopvang; verzoekt dit aanvullende pakket, in lijn met de eerder aangenomen motie-Nijboer/Van der Lee (36 200-IX, nr. 22), te betalen door een eerlijke bijdrage te vragen van vermogenden en de meest winstgevende bedrijven, waarbij het mkb zo veel mogelijk wordt ontzien,"
1392,2023D25121,"verzoekt het kabinet om voor Prinsjesdag samen met de organisaties voor ouderen, patiënten en mantelzorg onderzoek te doen naar duurzame oplossingen ter vervanging van de inkomensafhankelijke eigen bijdrage Wmo,"
1393,2023D25084,"verzoekt de regering gerichte maatregelen voor de Miljoenennota voor te bereiden zodat armoede en kinderarmoede in 2024 afnemen,"
1394,2023D25109,"verzoekt de regering de IACK pas te laten vervallen op het moment dat de bijna gratis kinderopvang ingaat,"
1395,2023D25075,"verzoekt de regering op zo kort mogelijke termijn de btw op levensmid-delen af te schaffen,"
1396,2023D25136,"verzoekt de regering te komen tot arrangementen en abonnementen die differentiëren naar de mate waarin de verwerkende industrie verantwoor-delijkheid neemt voor de productiewijze van de primaire sector,"
1397,2023D25092,"verzoekt de regering inzichtelijk te maken wat het gat is voor provincies en gemeenten en op Prinsjesdag voorstellen te doen om dit gat te dichten, zodat cruciale voorzieningen op peil blijven, en daarbij structureel beheer en onderhoudskosten mee te nemen,"
1398,2023D25081,"verzoekt het kabinet het minimumloon zo snel mogelijk te verhogen naar € 15 per uur met volledige koppeling aan alle uitkeringen inclusief de AOW; verzoekt het kabinet om dekking te zoeken in het verhogen van de winstbelasting en het verhogen van de belasting op vermogens boven de 1 miljoen,"
1399,2023D25142,"verzoekt de regering om met een plan van aanpak te komen voor een cultuurverandering binnen de NVWA en deze met de Kamer te delen,"
1400,2023D25099,"verzoekt de regering bij het creëren van financiële ruimte en het opvangen van financiële tegenvallers in de Miljoenennota te kiezen voor het beperken van overheidsuitgaven in plaats van voor lastenverzwaringen,"
1401,2023D25113,"verzoekt de regering langjarige financiering voor de NCDR zeker te stellen,"
1402,2023D25102,"verzoekt de regering te onderzoeken hoe gekomen kan worden tot een vooraf bepaalde ondergrens om ontwikkelingshulp langjarig zekerheid van financiering te geven; verzoekt de regering tevens beheersmaatregelen te treffen om de asielinstroom in te perken, en daarmee de bekostiging voor de eerste-jaarsopvang van asielzoekers vanuit het budget voor ontwikkelingssamen-werking te beperken,"
1403,2023D25096,"verzoekt de regering te zoeken naar een zodanige bekostiging van de wetsvoorstellen betaalbare huur en versterking regie op volkshuisvesting dat de huurtoeslagontvangers er in koopkrachtbeeld niet netto op achteruitgaan, en de Kamer hierover zo snel als mogelijk te informeren,"
1404,2023D25080,"verzoekt het kabinet een extra schijf vennootschapsbelasting in te voeren voor winsten boven 1 miljoen euro en het tarief gelijk te stellen aan de tweede schijf van de inkomstenbelasting van 49,5%,"
1405,2023D25071,"verzoekt de regering ervoor te zorgen dat de energietoeslag van € 1.300 zo spoedig mogelijk wordt uitgekeerd aan huishoudens met een laag inkomen,"
1406,2023D25148,"verzoekt de regering zich niet alleen te verzetten tegen het verslechte-ringsverbod maar ook tegen de eisen voor natuurherstel buiten Natura 2000-gebieden, het hoge percentage landbouwgronden met landschaps-elementen en de eisen voor vernatting van veenweidegebieden, zodat we deze vormen van natuurherstel in eigen hand houden,"
1407,2023D25127,"verzoekt de regering om te erkennen dat de uitspraak «werken moet lonen» niet kan worden waargemaakt zonder een verdergaande funda-mentele herziening van de belasting op kapitaalinkomen,"
1408,2023D25103,"verzoekt de regering op Prinsjesdag concrete maatregelen te presenteren die gericht de financiële positie van gezinnen met middeninkomens verbeteren,"
1409,2023D25074,"verzoekt de regering te onderzoeken hoe het verschil tussen de spaarrente en de hypotheekrente bij financiële instellingen kan worden verkleind,"
1410,2023D25073,"verzoekt de regering het kredietvergoedingspercentage op maximaal 10% te zetten,"
1411,2023D25077,"verzoekt de regering de onderschrijding op zorguitgaven volledig in te zetten voor verlaging van de zorgpremies,"
1412,2023D25083,"spreekt uit dat de salarissen van Tweede Kamerleden met een derde verlaagd dienen te worden,"
1413,2023D25082,"verzoekt het kabinet de btw op openbaar vervoer per 2024 te schrappen en de kosten hiervan te dekken uit het afschaffen van de expatregeling,"
1414,2023D25079,"verzoekt de regering het komende jaar het begrotingsbeleid te evalueren middels een beleidsdoorlichting, de Wet Hof hierbij te betrekken en voorstellen te doen hoe de Wet Hof kan worden versterkt waarmee, in aanvulling op de bestaande begrotingsnormen, de beheersbaarheid van de overheidsfinanciën structureel wordt versterkt, en hierbij de mogelijkheid van een eenduidige uitgavennorm te betrekken,"
1415,2023D25123,"verzoekt het kabinet in kaart te brengen op welke manieren de overheid zelf miljarden kan besparen zonder dat dit ten koste gaat van de Neder-landse samenleving en de Kamer daarover voor Prinsjesdag te informeren,"
1416,2023D25101,"verzoekt de regering scenario’s uit te werken voor gerichte lastenver-lichting voor middeninkomens,"
1417,2023D24497,"verzoekt de regering om parallel aan het uitwerken van het nieuwe kinderopvangstelsel maatregelen te nemen die ertoe leiden dat kinder-opvang niet langer een lucratief verdienmodel is voor private equity, bijvoorbeeld door eisen te stellen aan schuldfinanciering en de winst bij verkoop te maximaliseren,"
1418,2023D24748,"verzoekt de regering om het monitoren van de seismiciteit, bodemdaling en reservoirdruk te beleggen bij een onafhankelijke toezichthouder; verzoekt de regering tevens om een exitstrategie te ontwikkelen, waarbij de putten niet worden dichtgestort, maar kunnen worden gebruikt om de beweging in de bodem systematisch te onderzoeken en te minimaliseren,"
1419,2023D24618,"verzoekt de regering onmiddellijk een asielstop in te voeren,"
1420,2023D24625,"verzoekt de regering zich in de Raad aan te sluiten bij Duitsland en te pleiten voor het uitzonderen van gezinnen met kinderen onder de 18 jaar en amv’s van detentie,"
1421,2023D24628,"verzoekt de regering te waarborgen dat kinderen nooit en te nimmer kunnen worden vastgezet in detentie puur en alleen op basis van het inwilligingspercentage van het land van herkomst,"
1422,2023D24633,"verzoekt het kabinet om, indien de JBZ-Raad in zijn positie toch opneemt dat amv’s worden opgenomen in de asielgrensprocedure, hieraan voor alle lidstaten voorwaarden te verbinden ten aanzien van begeleiding, onderwijs, zorg, persoonlijke vrijheid en duidelijke afspraken voor maximale termijnen die de grensprocedure mag duren voor minderja-rigen,"
1423,2023D24496,"verzoekt de regering om parallel aan het uitwerken van het nieuwe kinderopvangstelsel maatregelen te nemen die ertoe leiden dat winstuit-keringen in de kinderopvangsector tot het verleden gaan behoren,"
1424,2023D24498,"verzoekt de regering een verkenning te doen naar tarieven in de gastou-deropvang in relatie tot de kostprijs, en daarbij te betrekken hoe de maximumvergoeding voor gastouderopvang in lijn kan worden gebracht met de kostprijs,"
1425,2023D24494,"verzoekt de regering te onderzoeken of er sprake is van overwinsten bij de verkoop van een onderneming, en de Kamer hierover te informeren,"
1426,2023D24769,"verzoekt de regering het enquêterapport en de kabinetsreactie Nij Begun zwaar te laten wegen bij het maken van een definitieve investeringsbe-slissing voor de Lelylijn en de Nedersaksenlijn en de MIRT-systematiek zo veel als mogelijk te verkorten,"
1427,2023D24493,"verzoekt de regering om te verkennen hoe het beleid rond kinderopvang en de uitvoering van het kinderopvangstelsel onder de verantwoorde-lijkheid van één bewindspersoon kunnen vallen, bijvoorbeeld door een uitvoerder deels onder de verantwoordelijkheid van een ander depar-tement te laten vallen; verzoekt de regering verdere vertraging bij de invoering van bijna gratis kinderopvang te voorkomen, haast te maken met de keuze van de uitvoerder, en de Kamer voor het einde van 2023 te informeren over deze keuze en de uitkomsten van de verkenning,"
1428,2023D24489,"verzoekt de regering om tot het nieuwe stelsel is ingevoerd maatregelen te nemen om risico’s rondom terugvorderingen van de kinderopvang-toeslag te beperken,"
1429,2023D24765,", keurt het gevoerde beleid na de aardbeving in Huizinge in 2012 af,"
1430,2023D24763,"verzoekt de regering het Reglement van Orde van de ministerraad zodanig aan te passen dat het mogelijk is voor een inspecteur-generaal om het woord te voeren tijdens de ministerraad om een advies toe te lichten en het feit dat de inspecteur-generaal gebruikmaakt van dit recht op te nemen in de openbare agenda en besluitenlijst van de ministerraad; verzoekt de regering de Kamer hierover binnen zes weken te informeren,"
1431,2023D24760,"verzoekt de regering deze van-deur-tot-deuraanpak in Groningen maximaal te ondersteunen en belemmeringen weg te nemen,"
1432,2023D24764,"verzoekt de regering op korte termijn formeel aan te geven hoe zij haar samenwerking met Shell, ExxonMobil en de NAM vormgeeft, waarbij rekening gehouden wordt met het wangedrag van de oliemaatschappijen over de afgelopen vijftien jaar,"
1433,2023D24757,"verzoekt de regering binnen dit programma nadrukkelijk aandacht te besteden aan het borgen van de aspecten (omgevings)veiligheid, gezondheid en leefbaarheid; verzoekt de regering de Kamer in de Staat van Groningen periodiek te informeren over de voortgang van dit traject, met name op voornoemde punten,"
1434,2023D24755,"verzoekt het kabinet de voorgestelde regelingen te vereenvoudigen, aantrekkelijker te maken en het doel te stellen en de medeverantwoorde-lijkheid te dragen dat de energierekeningen in het Noorden het laagst worden in Nederland,"
1435,2023D24752,"zegt het vertrouwen op in dit kabinet,"
1436,2023D24750,"verzoekt de regering per direct de productie uit het Groninger gasveld te hervatten op een productieniveau van 12 miljard kuub per jaar in combinatie met waterinjectie of stikstofinjectie,"
1437,2023D24751,"verzoekt de regering om steun uit te spreken voor een referendum in Groningen,"
1438,2023D24747,"verzoekt de regering de gaswinning in Groningen definitief te beëindigen per 1 oktober 2023,"
1439,2023D24749,"verzoekt de regering een waakvlamscenario na te streven waarbij er genoeg gas geproduceerd wordt om de installaties en de infrastructuur in stand te houden,"
1440,2023D24743,", zegt het vertrouwen in de Minister van Algemene Zaken op,"
1441,2023D24746,"verzoekt de regering : •opnieuw te beginnen en te komen tot een deltaplan, een wereldwon-der voor Groningen, waarbij deur voor deur aan gedupeerden wordt gevraagd wat hun is aangedaan en hoe dat samen opgelost kan worden; •bij deze aanpak niet causaliteit en aansprakelijkheid, maar wat nodig is voor de bewoners leidend te laten zijn;   •bij deze aanpak te komen tot één plan voor elk huur- of koophuis, boerderij, monument of bedrijf, inclusief funderingen, verduurzaming en de immateriële schade en noden van bewoners; •bewoners de mogelijkheid te geven zich onafhankelijk te laten ondersteunen in dit proces; •bij deze aanpak ook straat voor straat, wijk voor wijk of dorp tot dorp te komen tot een sociaal en economisch toekomstplan; •voor dit deltaplan de beste mensen, architecten, bouwers, artsen, ondersteuners enzovoort uit het land bijeen te halen en de benodigde capaciteit te borgen,"
1442,2023D24072,"verzoekt de regering om, vooruitlopend op de implementatie van de digital services act, sociale mediabedrijven te verplichten om: –continu bereikbare escalatiekanalen te hebben, waar opvolging wordt gegeven aan meldingen van slachtoffers door personen die de Nederlandse taal spreken en de culturele context van content begrijpen; –medewerkers te laten modereren op strafbare content en deze te verwijderen"
1443,2023D23698,"verzoekt de regering om vooruitlopend hierop in overleg te blijven met het UWV, Belastingdienst, verzekeraars, belangenbehartigers van zelfstandigen en andere organisaties om er voor te zorgen dat alle partijen voorbereid zijn op de opt-out en dit tot zo min mogelijk aanvullende administratieve handelingen voor betrokken instanties en voor zelfstan-digen leidt,"
1444,2023D23694," besluit de ARK te verzoeken onderzoek te doen naar de werking, doelma-tigheid en doeltreffendheid van het prijsplafond en andere energiesub-sidies, en te vragen om een tussenevaluatie voor Prinsjesdag op te leveren,"
1445,2023D23511,"verzoekt de regering met sociale partners in gesprek te gaan over het belang van wendbare werkenden en de mogelijkheden om arbeidsmobi-liteit tussen sectoren eenvoudiger te maken, bijvoorbeeld door oplei-dingen ook toegankelijk te laten zijn voor mensen die niet eerder in een bepaalde sector aan het werk waren,"
1446,2023D23685,"spreekt uit dat het verbieden van een Nederlandse omroep slechts kan geschieden bij een tweederdemeerderheid in de Tweede Kamer,"
1447,2023D23509,"verzoekt de regering een campagne op te zetten om de bewustwording te vergroten, zodat werknemers eerder gebruik kunnen maken van hun rechten,"
1448,2023D23679,"verzoekt de regering te werken aan verdere verbetering van de persveiligheid- en vrijheid van journalisten en de vijf bovenstaande punten verder in kaart te brengen, en de Kamer voorafgaand aan de begroting 2024 over mogelijke oplossingen te informeren,"
1449,2023D23677,"verzoekt de regering een onafhankelijke toetsingscommissie aan te stellen die de NPO toetst op het naleven van de regels uit zijn eigen journalistieke code alvorens een besluit te nemen over het intrekken van de vergunning van Ongehoord Nederland,"
1450,2023D23678,"verzoekt de regering de NPO niet langer te subsidiëren, zodat de publieke omroep zelf verantwoordelijk wordt voor zijn financiering en daarmee bovendien volledig autonoom en zonder inhoudelijke bemoeienis van de overheid programma’s kan maken,"
1451,2023D23683,"verzoekt de regering in overleg met provincies en gemeenten een plan te maken om het aantal communicatiemedewerkers bij de overheid fors terug te brengen; geeft het kabinet ter overweging mee een substantieel deel van de vrijgekomen middelen in te zetten ter versterking van de lokale en regionale journalistiek,"
1452,2023D23684,"spreekt uit dat alle journalisten en columnisten, ook als deze een voor Kamerleden en kabinetsleden onwelgevallige mening hebben, veilig hun werk moeten kunnen doen en gevrijwaard moeten blijven van haatzaaierij, intimidatie en bedreigingen,"
1453,2023D23515,"verzoekt de regering in kaart te brengen wat de effecten van het afschaffen van het nulurencontract op de arbeidsparticipatie van gepensioneerden zijn en indien dit voor hun mogelijkheden tot arbeids-deelname van belang is deze groepen uit te zonderen van het verbod op het nulurencontract,"
1454,2023D23517,"verzoekt de regering , als er een verplichte arbeidsongeschiktheidsverze-kering wordt ingevoerd voor zzp’ers, in ieder geval in gesprek te gaan met (vertegenwoordigers van) zzp’ers en te onderzoeken of broodfondsen, schenkkringen en crowdsurance onderdeel kunnen worden van de opt-outregeling;  verzoekt de regering te onderzoeken hoe broodfondsen, schenkkringen en crowdsurance als onderdeel van de opt-outregeling wel kunnen voldoen aan de materiële eisen (met betrekking tot bijvoorbeeld de minimale duur en hoogte van de uitkering) die worden gesteld aan de verplichte arbeidsongeschiktheidsverzekering, zonder zelf verplicht een verzekeraar te hoeven worden of met bestaande verzekeraars te moeten samen-werken; verzoekt ten slotte de regering daarover voor Prinsjesdag aan de Kamer te rapporteren,"
1455,2023D23513,"verzoekt de regering om bij de uitwerking van het wetsvoorstel voor wijziging van loondoorbetaling bij ziekte duidelijke kaders te ontwerpen om willekeur of ongewenste situaties te voorkomen; verzoekt daarnaast bij inwerkingtreding van het wetsvoorstel concrete voorstellen te doen voor verbetering van de re-integratie in het tweede spoor; verzoekt de regering tevens om met betrokken partijen in gesprek te blijven over hoe de kwaliteit van de re-integratie tweede spoor kan worden verbeterd,"
1456,2023D23564,"verzoekt de regering zich te verzetten tegen het ontwikkelen van een Europese ruimte voor het delen van gezondheidsgegevens,"
1457,2023D23674,"verzoekt de regering mediawijsheid te verankeren in de kerndoelen voor burgerschap en digitale geletterdheid,"
1458,2023D23514,"verzoekt de regering met uitgewerkte maatregelen en aantoonbare resultaten te komen ter oplossing van het grote tekort aan verzekerings-artsen bij UWV en deze voor het advies van de OCTAS-commissie met de Kamer te delen,"
1459,2023D23506,"verzoekt de regering bij het in wetten omzetten van de voorstellen uit de arbeidsmarkbrief ook het van rechtswege laten ontstaan van een contract voor onbepaalde tijd na zes maanden op te nemen,"
1460,2023D23507,"verzoekt de regering bij het in wetten omzetten van de voorstellen uit de arbeidsmarktbrief op te nemen dat bij duurzame vervanging van een langdurig zieke werknemer de vervangende werknemer altijd een contract voor onbepaalde tijd krijgt,"
1461,2023D23504,"verzoekt de regering fase A van het uitzendcontract wettelijk te maximeren op 26 weken, zoals de commissie-Borstlap voorstelde,"
1462,2023D23512,"verzoekt de regering om wettelijk te verankeren dat in uitzendwerk lagere pensioenopbouw niet gecompenseerd mag worden via primaire arbeidsvoorwaarden,"
1463,2023D23372,"verzoekt de regering de gasexportcontracten openbaar te maken,"
1464,2023D23385,"verzoekt de regering binnen een halfjaar een energiestrategie te presen-teren waarbij ernaar gestreefd wordt dat in Nederland gewonnen gas, bijvoorbeeld op de Noordzee, beschikbaar is voor de Nederlandse consument en tevens duidelijk gemaakt wordt wat de verhouding is tussen Nederland als doorvoerland van gas en het van het gas afhalen van Nederlandse huishoudens,"
1465,2023D23334,"verzoekt de regering realistisch begrotingsbeleid te voeren en voortaan af te zien van het instrument van de taakstellende onderuitputting,"
1466,2023D23374,"verzoekt de regering de energiebelasting in de eerste schijf op 0 te zetten tot 1 januari 2024,"
1467,2023D23332,"verzoekt de regering de uitzonderingspositie met betrekking tot de eindejaarsmarge van het Ministerie van Defensie voor de reguliere uitgaven op te heffen; verzoekt de regering alle kasdoorschuiven van het Ministerie van Defensie die meer dan drie opeenvolgende jaren hebben plaatsgevonden ten goede te laten komen aan de algemene middelen,"
1468,2023D23373,"verzoekt de regering onmiddellijk te stoppen met het exporteren van gas,"
1469,2023D23355,"verzoekt het kabinet om te onderzoeken hoe te komen tot een finale, allesomvattende, integrale en rechtvaardige regeling voor alle gedupeerden tot en met de tweede generatie,"
1470,2023D23352,"verzoekt de regering om te onderzoeken hoe het staat met de armoede onder AOW’ers zonder en met aanvullend pensioen, en de Kamer voor de begrotingsbehandeling van 2024 te informeren,"
1471,2023D23342,"verzoekt de regering de volgende Studiegroep Begrotingsruimte te vragen de remmende werking van grondslagerosie op met name vergroening grondig te analyseren en oplossingen aan te dragen,"
1472,2023D23351,"verzoekt de regering om de demografische ontwikkelingen mee te nemen in de Monitor Brede Welvaart op de verschillende relevante welvaarts-thema’s en social development goals,"
1473,2023D23331,"spreekt uit dat dit een belangrijke kanttekening is bij eventuele decharge-verlening, waar de commissie voor de Rijksuitgaven expliciet aandacht aan dient te besteden in haar advies over de slotwetten,"
1474,2023D23348,"verzoekt de regering er zorg voor te dragen dat de apparaatskosten van alle departementen samen niet sneller stijgen dan de uitgaven van de rijksbegroting als geheel,"
1475,2023D23347,"verzoekt de regering te onderzoeken hoe en op welke termijn zij de uitgaven aan externe inhuur tot onder de Roemernorm kan terugbrengen, en de Kamer hierover vóór Prinsjesdag te informeren,"
1476,2023D23333,"verzoekt het Presidium aan de Algemene Rekenkamer te vragen onderzoek te doen naar de productiviteitsontwikkeling van een selectie uitvoeringsorganisaties en hierbij specifiek aandacht te besteden aan de oorzaken van verschillen tussen organisaties alsmede aanbevelingen te doen op welke wijze de doelmatigheid van uitvoeringsorganisaties structureel zou kunnen worden verhoogd,"
1477,2023D22993,"verzoekt de regering de Kamer voor de begrotingsbehandeling in het najaar van 2023 een overzicht te zenden van de gevolgen van deze Wlz-maatregelen en taakstelling voor de langdurige zorg, zowel intra- als extramuraal, voor patiënten, cliënten en zorgverleners, alsmede een overzicht van beleidsvoornemens die de negatieve gevolgen van deze maatregelen compenseren,"
1478,2023D22567,"verzoekt de Minister om na de gesprekken en in samenspraak met IPO, VNG en UvW over het integriteitsbeleid van decentrale overheden, met een plan van aanpak te komen om het integriteitsbeleid binnen bestuurs-lagen zo nodig te harmoniseren en te versterken, en hierover voor het einde van dit kalenderjaar aan de Kamer te rapporteren,"
1479,2023D22776,verzoekt het Presidium tot het opzetten van een parlementair onderzoek naar de banden tussen D66 en Dröge en Van Drimmelen – nu Publyon;
1480,2023D22492,"verzoekt de regering met de verantwoordelijken voor het Strategisch evaluatieprotocol te verkennen hoe indicatoren zoals de H-index een meer evenwichtige plaats in het protocol kunnen krijgen,"
1481,2023D22764,verzoekt de regering om in kaart te brengen wat de mogelijke gevolgen zijn als Artikel 296 uit het Wetboek van Strafrecht wordt gehaald en dit schriftelijk met de Kamer te delen;
1482,2023D22992,"verzoekt de regering af te zien van de aanwijzing aan de NZa inzake de ombuiging verpleeghuisuitgaven ten gevolge van de doorontwikkeling van het Kwaliteitskader Verpleeghuiszorg, die oploopt van 100 miljoen in 2024 tot 350 miljoen structureel vanaf 2026,"
1483,2023D22262,"verzoekt de regering om inzichtelijk te maken in hoeverre de financiële steun uit het Klimaatfonds aan de industrie doelmatig en noodzakelijk is,"
1484,2023D22225,"verzoekt de regering om in gesprek te gaan met de buurlanden en zich tevens op EU-niveau in te zetten om tot een zwaar verhoogd tarief voor of een verbod op fossiele privépassagiersvliegtuigen op korte afstanden te komen,"
1485,2023D22191,"verzoekt de regering de mogelijkheden, belemmeringen en kosten inzichtelijk te maken van het aan minima ter beschikking stellen van vervoersbewijzen voor de NS en voor het streekvervoer,"
1486,2023D22483,"verzoekt het Presidium om in de plenaire zaal een plek aan te wijzen voor een vlag met de beeltenissen van de twaalf provincies die deel uitmaken van Nederland,"
